"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NE.CON.GOVT.ZS","General government final consumption expenditure (% of GDP)","Final consumption expenditure is expenditure on goods and services by resident institutional units for the direct satisfaction of human needs or wants, whether individual or collective. General government FCE includes all government current expenditures for purchases of goods and services (including compensation of employees), and most expenditures on national defense and security, but excludes government military expenditures that are part of government capital formation. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.","Country official statistics, National Statistical Offices (NSOs);
National Accounts data files, Central Banks;
Staff estimates, World Bank (WB)",
