country_code_3,country_name,year,gdp_per_capita_ppp,gdp_growth_annual_pct,general_government_final_consumption_expenditure_pct_gdp,inflation_gdp_deflator_annual_pct,unemployment_rate_pct,population_total,population_growth_annual_pct,urban_population_pct,urban_population_growth_annual_pct,life_expectancy_years,fertility_rate_births_per_woman,under_5_mortality_rate_per_1000,access_to_electricity_pct,co2_emissions_per_capita,mean_years_of_schooling_adults,internet_users_pct_population,trade_pct_gdp,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp
AGO,Angola,2021,-0.48362262621862084,-1.4044631990081653,-0.16979610573161277,1.6253070311613298,1.3255890328994782,0.6973616521222902,1.4206685387986064,0.2773521656151522,1.3600818533161152,-1.1148100999930604,1.9975931863825631,1.2252216506813418,1.640621734348689,-1.0845887079428147,-1.0183190122001369,-1.2554735894515567,-0.3643336748974359,0.922028830721569,1.01601230883482,-1.0229673289894163
ALB,Albania,2021,0.16389824439887365,1.0026067893352069,-0.5445527536702015,-0.39225846955399485,0.8503305742185814,-0.8331310954181822,-1.510587807547653,-0.23340620605587534,-1.1554773242706458,0.6787177119617155,-1.0484321618315713,-0.3837808440645308,-0.7414907628279708,-0.3819448660465814,0.28522095335334247,0.45296732424507363,-0.007675026075528123,0.977722973844325,-0.2540528032839911,-0.8294577856661295
ARE,United Arab Emirates,2021,1.3296187233652603,-0.5113874535796217,-0.2749488254170831,0.6850002545986553,-0.9241730550407871,-0.04918597423703799,0.5854303964468859,1.0904422172502573,0.24555704648647741,0.9679088952374431,-1.3272588201552948,-0.8389482781276837,-0.7414907628279708,2.115849878352728,1.0868730466676615,1.2420314760630011,1.6632235253290182,-1.4581237360818124,1.3680072891450608,-0.08696764358305792
ARG,Argentina,2021,0.48696693587586587,0.9051844467608445,-0.0032125645685420756,2.039355606787754,0.4546724030772958,0.8554790270553795,-0.38820303723808164,1.4076055551753994,-0.5516605140518496,0.3046678384617131,-0.7720811340927657,-0.3293046841421529,-0.7414907628279708,0.3559174697212756,0.5970441467578069,0.7516668940133397,-1.5523519459463928,0.10986437618410412,-0.1484244001290512,-0.1655664906489093
ARM,Armenia,2021,0.045696840827470116,0.07811069894425762,-0.40819379036202974,0.13498524834410355,1.2939136357039271,-0.7319917586373547,-0.5364085036679607,0.13972974645787326,-0.5761398096277269,0.08897548956333155,-0.6368493403809322,-0.25287753322056117,-0.7414907628279708,-0.09587691153743781,0.6465999082225692,0.4258160442869111,0.08133055665176259,0.5318972055193594,0.11433100972894022,-0.1440961557587459
AUS,Australia,2021,1.1872483126124056,-0.6603379571969366,0.9065322893216728,-0.4734590644488294,-0.3123418911266858,0.525103765640072,-0.4657489035409831,1.179721676003023,-0.6756260920940096,1.5125802752614448,-0.6368493403809322,-1.171773450164561,-0.7414907628279708,1.6967843875868058,1.0899626350280174,1.1264821923524415,-1.1902734536941761,-0.8654958890345084,0.03230753113971948,0.9672863313788918
AUT,Austria,2021,1.2545673689231684,-0.16837169781321262,0.8393267628446915,-0.8030046556332505,0.029329224525106855,-0.0881045471847682,-0.2828562944499173,0.30212715571102217,-0.3527202540704794,1.2400823465982709,-0.9009148330579823,-1.2364332742762174,-0.7414907628279708,0.919830739174015,0.9606525485878669,0.95692320751016,0.7177800325400847,-1.2899276927251218,0.058191198670302376,0.6665117308570438
AZE,Azerbaijan,2021,0.25108142640551606,-0.039028698750229115,-0.36667708447760733,1.1424074243528604,-0.06297413142728056,-0.015956864738549254,-0.2794276843712084,-0.19260721603598588,-0.4526768416943168,-0.07622756103811638,-0.8512033575201502,0.31879162979605036,-0.7414907628279708,0.2464091322973404,0.4952170301389464,0.7077523381305612,0.009591930292033566,-0.11203568933752073,1.5378576456426956,-1.495311720249854
BEL,Belgium,2021,1.2218575270485346,0.08691264000554788,1.0703768646926697,-0.5573552196207605,-0.01648588621367442,0.061768227572380895,-0.29779020691071645,1.189001418308634,-0.45291234872539693,1.317578867351035,-0.7541048007918661,-1.1511344010662068,-0.7414907628279708,1.0386799209758635,1.0620485131510389,0.9668274049725234,1.6050140370343995,-1.5992121746284558,-0.7528557778916046,1.4086216547824624
BEN,Benin,2021,-1.2952471930927787,-0.17850176794429298,-1.1956701578873241,-0.8623123788249959,-1.5162957765027902,0.14699701837436008,1.055213568914442,-0.580966401513471,1.2375519135080266,-1.5472406857934773,1.6884849370145276,1.645353312075811,1.7072992281286719,-1.183523671052313,-1.871654975441832,-1.4978758154412455,-0.8575196530640714,1.4569693514882793,-0.9522449455998134,-0.7761899035995833
BFA,Burkina Faso,2021,-1.5868438003992682,-0.1751665418312787,0.6388502614116951,-1.5941035202543468,-0.45391593108567746,0.4348372800129532,0.9213156954091571,-1.6925804467774819,1.230368913986859,-1.4909265473798028,1.4941701350795105,1.6477070193823509,1.9049913686323052,-1.3110888557446425,-2.158260639690236,-1.8815070224697616,-0.36759157185577834,0.9489494301735244,0.29534804483780436,-0.8224020838234031
BGD,Bangladesh,2021,-0.623087768524623,0.13465811310745457,-2.5353647176759035,-0.26389688529420086,-0.20098783294285166,1.6169408394500466,-0.04751766704700045,-1.4744961759876336,0.09887999859603043,-0.06279483077430426,-0.13531555862644684,0.7055793563460386,-0.3252169943180336,-1.0609179332847785,-0.7607007928250984,-1.0890478544138538,-1.8784149153666438,0.556468255001753,0.6521844789414434,-0.3002315847427879
BGR,Bulgaria,2021,0.6303512373479059,0.6026102471366643,0.4534447644137998,0.14268542706400095,-0.27461327868000246,-0.2739815907113234,-0.9655467887056168,0.5195164049549481,-1.0264894769139117,-0.04869109405031784,-0.5238586725930138,-0.7401275543687363,-0.6319964394637638,0.7386702111105734,0.680447275586775,0.29832142370185144,0.8836955296356727,-0.35896307527727017,-0.43123053951886986,0.6775029098108833
