country_code_3,country_name,year,gdp_per_capita_ppp,gdp_growth_annual_pct,general_government_final_consumption_expenditure_pct_gdp,inflation_gdp_deflator_annual_pct,unemployment_rate_pct,population_total,population_growth_annual_pct,urban_population_pct,urban_population_growth_annual_pct,life_expectancy_years,fertility_rate_births_per_woman,under_5_mortality_rate_per_1000,access_to_electricity_pct,co2_emissions_per_capita,mean_years_of_schooling_adults,internet_users_pct_population,trade_pct_gdp,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp
AGO,Angola,2011,-0.15008765130603927,-0.5201465042633381,0.6408033312629956,1.9723384567412792,1.2981237993027899,0.5668102861889568,1.5494513444362727,0.07882935502055728,1.338097778563318,-1.4706259776987949,1.9015596917782454,1.2768030345633707,1.4181733567942465,-0.7415990040147159,-1.3277385770797967,-1.127785468815604,0.22344551566067214,0.3436510817325613,1.6114310516699002,-1.2841591940212236
ALB,Albania,2011,-0.06632310369901204,0.0379451160647726,-0.708636050626519,-0.9689014081675704,0.9897510255663163,-0.6674099770141065,-1.0304414520183798,-0.2677310592990178,0.11386391922449014,0.8630469121147657,-0.8594611478382436,-0.4101931617147722,-0.8305537209664353,-0.36748680036412695,0.45859865233095876,0.36311035253054147,0.019685544095637737,0.8964892379599233,0.05570772140990219,-0.905184435462975
ARE,United Arab Emirates,2011,1.4914573342750068,0.12283197183993205,-1.3032479730203044,0.7459348593221001,-1.1128137547954478,-0.14695564157812124,1.2213763029637974,1.1218182031631614,0.6602562596495923,1.2781658650529029,-1.0088471901986111,-0.7121685880002605,-0.9805500871377756,2.1561898615173036,0.5185601349007002,1.455729034635514,1.225137381216733,-1.637066125781998,1.7625062864029823,-0.7917081905371112
ARG,Argentina,2011,0.7008957062921044,0.42401419687414604,0.035666822944639284,1.6294067115771087,0.12923386473536225,0.883497729586895,-0.20268548889761345,1.4677501140675078,-0.45039263692097914,0.6086638652934256,-0.19047368609944168,-0.29531736271420556,-0.5842706680754087,0.3820155118045522,0.7296572853820127,0.5040934082860218,-1.6866869186968274,0.0475420001349388,-0.09809378355734452,-0.10634829424611852
ARM,Armenia,2011,-0.15358688179520835,0.4966773221507949,-0.7003496552858867,-0.3325806016410253,1.4674771202940473,-0.6433328471964123,-1.208915151382041,0.23842747955451019,-1.2635403187870324,0.3450515718302172,-1.0525386017751266,-0.07485213264570967,-0.7487414871787265,-0.39825378633701014,0.8772336522653645,-0.16557610655250976,-0.29135525274188906,0.96599774528902,0.13091199357339142,-0.6164622237248071
AUS,Australia,2011,1.215614195606827,-0.27890807697998155,0.4977903034118014,0.00026348365432950904,-0.31702763107646004,0.5198239890541542,-0.001116185030223902,1.248364362943644,-0.30113287622279883,1.2778335333154154,-0.6084274466554128,-1.2403609987612743,-0.9805500871377756,1.7124495582087045,1.1573275730847874,1.5081640770721325,-1.339704976935507,-0.8958240813227066,0.014007207250447948,0.9631090159611958
AUT,Austria,2011,1.3372494462052218,0.009386733063719826,0.7115910171759703,-0.9294197683268508,-0.43175312823377754,-0.050049157546936084,-0.654285063739934,0.36819933871905697,-0.8141022524914383,1.1725012707564006,-1.1326967109396078,-1.2935481306644958,-0.9805500871377756,0.9440289414875646,1.0338453069170852,1.4818106567082925,0.5809534370715432,-1.210356231913393,-0.03959510208131827,0.7155137972201687
AZE,Azerbaijan,2011,0.33757443747884847,-0.9691136528160049,-1.1263504436078597,1.6852228334617538,-0.23578877463186082,0.001771429673729129,-0.05481619994682997,-0.25778100906837254,-0.20496238002634404,-0.030469209675305326,-0.5758189598999448,0.5542729328393329,-0.9260602706271259,0.09653261347979343,0.7025514220769074,0.4688476443471517,0.014779082638884508,-0.24585544027587258,2.0039395600386265,-2.117362777364838
BEL,Belgium,2011,1.2682080131500186,-0.34527147593792357,1.178983358607354,-0.7910613382505228,0.1218483012679307,0.10949859748000544,-0.056056168787086934,1.1982518105373832,-0.25660404360394395,1.1265944290528676,-0.7226035501973491,-1.2577606660593712,-0.9805500871377756,1.0749987586786278,0.9615630047701373,1.5829661013165286,1.4519974163778036,-1.588973866139667,-0.5474806636815446,1.253558462466403
BEN,Benin,2011,-1.3612692949846772,-0.4661787556981724,-0.9043589208271455,-0.4440770132298846,-1.0878203379151645,0.0574295216275401,0.9846105974446642,-0.7188688373022608,0.9838860288326738,-1.4280171060342128,1.6164836844248192,1.5661274715801876,1.3980190275000015,-1.0758868194251714,-1.7176558183712205,-1.1472297370831595,-1.0859996075650125,1.3379026760181372,-0.8558841671256004,-0.5096235406034353
