country_code_3,country_name,year,gdp_per_capita_ppp,gdp_growth_annual_pct,general_government_final_consumption_expenditure_pct_gdp,inflation_gdp_deflator_annual_pct,unemployment_rate_pct,population_total,population_growth_annual_pct,urban_population_pct,urban_population_growth_annual_pct,life_expectancy_years,fertility_rate_births_per_woman,under_5_mortality_rate_per_1000,access_to_electricity_pct,co2_emissions_per_capita,mean_years_of_schooling_adults,internet_users_pct_population,trade_pct_gdp,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp
AGO,Angola,2022,-0.5018900197220769,-0.5247504708240656,0.3394847590783317,0.6989225726935547,1.3139085341088261,0.7086557330008317,1.2554784363299207,0.30334281027819493,1.3321871403893264,-1.0727795104073208,1.9797845432961054,1.2018501398119514,1.6630228193764527,-1.0632375829463785,-1.0271546449631896,-1.3397048884019032,-0.723625000139323,1.0827608850105426,0.7355417091749142,-0.8089643752091793
ALB,Albania,2022,0.19490718320805317,0.7875252558427929,-0.5503917971329374,0.0775275581672864,0.9202366449613999,-0.8492907318160141,-1.7984775080547413,-0.23108324065537428,-1.4673015325860923,0.7191776802191957,-0.9939913399372561,-0.3764036122809906,-0.7159420719216141,-0.47915095929560375,0.2760464523449971,0.5073164935138907,0.02524770328338425,0.9478292293678932,-0.21510724231275827,-0.6582073510942915
ARE,United Arab Emirates,2022,1.3203243206016864,-0.13186656832512994,-0.49257283992566187,0.32140818599931503,-0.8363061726027362,-0.02665516777930759,2.5232282930834606,1.0899188131323674,1.8497410736036302,0.9311574676939829,-1.2762084376717873,-0.8627620503641857,-0.7159420719216141,2.0425098531770947,1.1454434223851526,1.1938466990392451,1.4894012257100062,-1.52335673401881,1.4184370830375292,-0.3574498055279854
ARG,Argentina,2022,0.5113152883122981,0.6457334693312847,0.08713337934992313,2.2765849853138023,0.269949477454279,0.849723906712178,-0.6554292498716905,1.4051443529472536,-0.8108759276695046,0.35358040997018525,-0.8328762609350326,-0.33084222831562066,-0.7159420719216141,0.3204203645504252,0.5877885841930975,0.7348268192368522,-1.792736302082757,0.028103051231609534,-0.11738373271263593,-0.058213841412919125
ARM,Armenia,2022,0.12425158526506562,2.0519919983050117,-0.6468379841278743,-0.12401712471861669,1.2420734063950032,-0.7378032704342118,-0.6411913504744793,0.13669475637364595,-0.6800218474594957,0.22523931543811895,-0.5746358459755748,-0.27885054886620736,-0.7159420719216141,-0.06084727983759672,0.6373314631422672,0.28674323450281597,0.4049139816571923,0.44158632688015054,-0.0037911520303276366,0.11445029594123322
AUS,Australia,2022,1.184784102608561,0.026554697188449074,0.9405691081328929,-0.22000590022833863,-0.5211053810385483,0.5255880570301793,0.04742411797651821,1.1768501405344818,-0.22152982647309696,1.2659078538517843,-0.655211628155735,-1.1470413631890939,-0.7159420719216141,1.6780602761634826,1.1083780000934467,1.0406142494414514,-1.1161558519201187,-0.7334095528328415,0.1545561596302632,0.7568675771575374
AUT,Austria,2022,1.2637761381625416,0.329907898009402,0.7634420879886287,-0.5368715656337582,-0.14721116796291242,-0.08962958252936173,-0.16960521707927992,0.30083300027534915,-0.28604879438754466,1.0308696443373018,-0.9231759255962361,-1.2333452587263558,-0.7159420719216141,0.8392491171361128,0.9513024623841759,0.9416876452173816,0.7285010732416197,-1.2074433049633069,0.029984544700955563,0.6800018916497356
AZE,Azerbaijan,2022,0.2669620327836389,0.40404297666078126,-0.6540552410783527,1.5184849372614748,0.017216283250447974,-0.022809835639232823,-0.7670649493432823,-0.20366345290012025,-0.884888645414356,0.14616596134089602,-0.6089094847509654,0.2867679280820104,-0.7159420719216141,0.3090343971142997,0.5191922249148759,0.7200051784882076,0.0746959900661215,-0.28460310662664334,1.6988538801174933,-1.8380965645967562
BEL,Belgium,2022,1.2215558706792407,0.08455601236827934,1.0961566534109164,-0.2855153507208543,-0.001883806643039641,0.05939834936120242,-0.26613568703692037,1.1842492463146275,-0.5038547898539261,1.0868454535174505,-0.7741202664617284,-1.1266136781640672,-0.7159420719216141,0.9647026385833157,1.052672068052723,0.957235148391509,1.5421241419050797,-1.5667362402755292,-0.5135054619192939,1.2606439748511662
BEN,Benin,2022,-1.2827323976008997,0.16907712278636766,-1.0104283039621573,-0.6962302243378847,-1.4140428933964924,0.15476056861682175,0.8673186654226406,-0.5608106649279718,1.202230140319676,-1.538073910039117,1.681688340068634,1.610430160777179,1.5637250418037743,-1.1811128362729248,-1.8802687749905986,-1.5490125790822544,-1.1697725252917026,1.4124116303639602,-0.8506508542685608,-0.6088820769230727
