country_code_3,country_name,gdp_per_capita_ppp,gdp_growth_annual_pct,general_government_final_consumption_expenditure_pct_gdp,inflation_gdp_deflator_annual_pct,unemployment_rate_pct,population_total,population_growth_annual_pct,urban_population_pct,urban_population_growth_annual_pct,life_expectancy_years,fertility_rate_births_per_woman,under_5_mortality_rate_per_1000,access_to_electricity_pct,co2_emissions_per_capita,mean_years_of_schooling_adults,internet_users_pct_population,trade_pct_gdp,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp
AFG,Afghanistan,2769.68574507111,-5.38251464221077,22.1092193573017,6.9629462552564,11.71,39068979.0,3.15360920291972,25.2622103446137,3.62373772331126,61.454,5.145,60.7,97.7,0.28458965,2.8457184,17.04850006,46.7098945514103,29.9755825210461,12.9525996015547,52.5721090890613
ALB,Albania,16457.7189744991,-1.81016536329729,13.6673304618118,0.0410649985799267,11.639,2528480.0,-1.54315589345436,57.1408592155544,-0.881282752690579,77.824,1.371,9.4,100.0,1.6939825,10.121144,72.23767711,59.5206994391875,18.8061378649169,23.4687164183412,45.7213497398907
DZA,Algeria,14194.1557479619,-6.61247509707083,19.8031597171656,-4.7113839171413,14.08,44042091.0,1.71191216459393,73.0541126293395,2.49750261880048,73.257,2.94,22.9,99.7,3.8857946,7.2156105,63.47269821,40.3897565625388,12.8341693887186,30.0235803787213,52.8041887035021
AND,Andorra,55488.4902991095,-12.2238384935431,,1.11378607410401,,77380.0,1.17775354895761,88.5907780427517,1.23734708455524,79.418,1.028,2.9,100.0,4.876055,11.26,93.20570374,,0.559442769715814,12.6601582717327,79.8154154929299
AGO,Angola,8904.94900580168,-8.31907910122797,15.265867731588,16.2304798715277,16.696,33451132.0,3.26795864914978,67.4568270208187,4.45055498779966,63.116,5.371,54.2,47.0,0.49473175,5.8442917,33.32089996,54.6604030683749,15.1097674669231,37.1380634426867,45.3907678638756
ATG,Antigua and Barbuda,23930.6714995115,-19.2945462845167,,0.781653570303064,,91846.0,0.526173366134419,24.6406156275043,0.247754849556015,77.161,1.569,10.1,100.0,6.700688,11.681411,71.36840057,94.289529886499,2.27894065728784,21.1209995224877,67.8301000676913
ARG,Argentina,23877.0931404855,-10.3361096878518,16.8730073837365,40.0830878011993,11.461,45191965.0,0.484665636741261,91.9439026594897,0.579460817835625,75.878,1.601,10.3,100.0,3.6425223,11.14,85.51438646,30.203698807416,6.35703367590492,22.4088763711802,54.8578674557962
ARM,Armenia,15052.9359791136,-7.16866452731679,14.9686182373692,1.80659270159933,18.175,2961500.0,-0.0337609726366775,65.174217253699,0.226665843909451,73.3756097560976,1.7,11.6,100.0,2.3505504,11.33,76.50770055,70.1213571368789,11.3498051554549,26.8172956979296,53.2412027973394
AUS,Australia,57260.4650530108,-1.35774770320791,21.8138607927779,1.86583412216189,6.394,25649248.0,1.23342825131378,87.2713470458985,1.19834939074175,83.2,1.581,3.8,100.0,15.481285,12.64,94.6934967,44.499564103879,2.01512715396535,25.402839408227,66.2547020974296
AUT,Austria,60276.3307697326,-6.70639361073974,21.3096203136955,2.59313253599376,5.201,8916864.0,0.415176731565556,68.5410177924001,0.74165298520757,81.1926829268293,1.44,3.4,100.0,6.969737,12.310628,87.52942813,99.9482141095975,1.07138113272871,25.6544867826211,62.8123620241372
AZE,Azerbaijan,19126.096851126,-4.85235140794201,16.2189420775689,-7.49363345867255,7.24,10093121.0,0.684365325388407,58.2934691761937,0.963765103599974,70.312,1.7,21.5,100.0,3.559036,10.7475,84.59999573,72.0178676487811,6.7389474235341,41.9563201571824,42.3542363329985
BHS,Bahamas,26452.695760929,-20.3291813559269,21.7683727034121,-2.3236661012091,12.016,395863.0,0.300555038290333,81.6642600232849,0.103060088815605,72.994,1.386,13.3,100.0,5.1830635,12.724569,92.4437027,53.4207580670063,0.775822139879574,12.1169136946117,76.4657634707426
BHR,Bahrain,53814.2452592358,-5.17307400932464,16.5555426921807,-5.8288484641256,1.765,1472204.0,-0.781611308056263,100.0,-0.781611308056252,78.683,1.86,8.0,100.0,25.23751,11.0,99.67103159,135.460985012931,0.303155113748103,39.1001079781372,57.8230716997095
BGD,Bangladesh,7015.19792797056,2.58647816564581,5.97120729189186,3.84106338588026,5.539,166298024.0,0.836310836229073,31.1168927321524,1.78580073795354,71.421,2.175,31.4,96.2,0.5756478,7.1,36.10910034,26.271447376215,11.9996868602485,32.9115650824449,51.5113093348259
BRB,Barbados,16399.7020111405,-17.5498930398064,,6.08460788167491,10.586,281698.0,0.174452216457154,59.3014583324011,0.203738063416084,76.647,1.708,11.1,100.0,4.456891,9.891071,69.89009857,,3.09376013250699,13.1564919497155,73.5514087506217
BLR,Belarus,26731.4953869922,-0.251224685296094,16.9649774780792,11.8774650462643,4.049,9379952.0,-0.42347525027949,77.7890385790408,0.0067568238978775,72.1385609756098,1.369,2.9,100.0,6.322667,12.237297,85.08791245,118.934176146534,7.07723976895662,31.3515556956682,49.0118941389573
BEL,Belgium,57333.5424137924,-5.20244011003201,24.2369125321374,1.59611667576401,5.545,11538604.0,0.430996815099722,87.2964994991269,0.660743951222393,80.6951219512195,1.55,3.9,100.0,7.9076037,12.533869,91.52641629,156.950121282783,0.712818023641571,19.0811705163268,70.3395076969123
BLZ,Belize,10045.1404163746,-14.6255152617956,17.2815933847204,-0.577783025389749,10.763,390812.0,1.28323598131052,42.649842440311,0.680250161012556,71.58,2.04,13.2,96.8,1.6724775,8.85,64.43589783,81.6431433128545,8.3571697847969,16.2275288936379,61.4327094532924
BEN,Benin,3317.8597222557,1.12020264806804,11.3993621464496,2.87803228859791,1.518,13070169.0,2.66259875153288,49.4461567219896,4.15735693765436,60.154,4.795,84.6,41.0,0.42393637,3.1138701,22.12059975,44.8332333768726,27.1091750361118,16.2905490528658,47.8973320949726
BTN,Bhutan,12979.9369485824,-10.8226112381065,22.3153543493509,5.28737431349467,5.03,770006.0,0.675256502719854,39.6888839873439,2.23481490884737,72.253,1.502,21.3,100.0,1.5761578,5.8357944,76.85079956,71.8303510394637,15.703075564462,31.7909765311756,49.9816378154438
BOL,Bolivia,10285.6590750222,-13.7898619967426,18.606656345504,-1.17503822390712,7.903,11816299.0,1.23396442673807,70.0442635528254,1.67862306674807,62.906,2.651,19.3,97.2,1.5504168,9.83,59.94010155,37.5164342446486,9.12405586834666,27.2757447830119,55.7778796225764
BIH,Bosnia and Herzegovina,16747.0353918695,-1.65750707667169,20.7503447462277,0.0621485134519162,15.868,3299349.0,-1.39008469041609,49.9710852122997,-0.372201580556775,76.04,1.515,6.6,100.0,6.31391,10.54,73.21175294,82.5216467994007,5.91443908988891,23.7775660166922,54.6561575085516
BWA,Botswana,16289.3913582645,-10.0332383222742,36.1678766604547,4.37886681697208,21.017,2365894.0,1.4394103578493,66.4488166494554,1.62265167998702,67.643,2.861,38.9,71.8,2.617259,10.42,51.67819977,80.3250344865506,2.20806905804054,26.690568101143,65.9173322923721
BRA,Brazil,17327.5157249466,-3.83550546659214,20.135153015057,6.47249962315726,13.697,208660842.0,0.579350709708032,86.9112186503004,0.845977299612384,74.506,1.653,14.9,99.7,2.1470218,8.274219,81.34269353,32.3020785437939,5.71148511499007,19.5061183894885,61.4484446407781
BRN,Brunei,80280.8980640677,0.0657353317528475,25.4309862541788,-10.8637596350162,7.409,447404.0,1.06148281648515,74.7748108912151,1.03781376044761,75.114,1.796,10.4,100.0,24.937006,9.22,96.30549622,110.291003658452,1.21750283610591,59.1336302400797,41.4503545662141
BGR,Bulgaria,28521.2062482596,-2.15683346351801,19.325113473238,4.34990779928985,5.037,6550696.0,-1.00293821352921,73.3239898681641,-1.53644759703136,73.3560975609756,1.77,6.5,99.7,5.274422,11.41,70.16248359,110.423903082333,3.43600026603917,21.843325499922,61.5163692495584
BFA,Burkina Faso,2380.93171826574,-0.443420002406739,19.7841401519952,6.46559578788029,4.59,21478690.0,2.43522959287393,26.3578373628627,3.34653648375742,60.454,4.44,85.1,18.5,0.26156566,2.183275,12.97319984,60.7397786403239,17.9151635677562,29.4694767840377,44.9534162457844
BDI,Burundi,1027.62896276744,-2.56910007414477,26.048651558666,14.4320666058373,1.03,12617036.0,2.9086530249822,19.9309984273971,8.82413774093098,62.569,5.177,54.3,9.1,0.05860566,3.2915907,6.430099964,,31.1053893979777,15.0960001503387,47.781711244642
CPV,Cabo Verde,7207.86853962048,-20.8937523404244,25.729310475556,0.366160426431094,14.65,514679.0,0.11178257414313,72.8838521558784,1.85356158998151,73.818,1.591,13.3,93.7,1.0108902,6.0900393,69.37339783,78.3934545931901,6.19132745485182,14.6866327211119,65.9834164849906
KHM,Cambodia,6128.78243783335,-4.96368199399319,5.42216584441989,-0.824281402832511,0.172,16725474.0,1.47062988552696,39.832658030922,2.0993035471418,70.059,2.699,21.8,86.4,1.2550187,4.997735,56.37590027,122.105396346568,17.0396522911435,37.4576122779361,39.1436352494164
CMR,Cameroon,4763.48194388066,-2.43476031121681,12.2819316968054,0.705572037621721,3.881,26210558.0,2.7244863481235,54.2557949164174,3.29194071591452,61.674,4.557,74.4,64.3,0.3707004,6.5374017,37.69749832,33.7388313623871,17.4968650540914,23.0380654380784,51.7619207732303
CAN,Canada,54092.8576890836,-6.06240641639141,22.7010770856854,1.07072837279907,9.657,38028638.0,1.08436897113225,81.9509888710566,1.34660379355715,81.53,1.41,5.2,100.0,13.732821,13.842,92.3,61.1566883386797,1.83978682557174,22.7381403260214,69.2731776977468
CAF,Central African Republic,1136.57052993758,-0.744488614542561,9.67704000219521,1.98216055627785,6.519,5026628.0,1.64324789708014,42.3050785933463,2.89208877763453,50.596,6.059,124.2,15.4,0.06633153,3.9531639,9.590666770666669,49.5210200011921,29.4959372264099,20.4481887695507,39.0027421513241
TCD,Chad,2513.02922729305,-3.51319644390499,9.63713677698176,-1.19280936554271,1.695,17224679.0,3.18197036099619,24.7341921795416,5.06372185820467,53.082,6.346,110.6,10.9,0.13680632,2.2833056,8.343099594,40.6428170621932,40.687470063118,23.903002699075,32.1091259774243
CHL,Chile,26258.4038553242,-6.97738648556296,16.0224800648608,9.67866368090178,10.934,19370624.0,0.896491953505063,88.2953490438375,1.08691881982985,79.349,1.307,6.8,100.0,4.1391664,11.111555,87.45929718,58.1687693933374,4.04444700251173,29.8465647278291,56.3309659115809
CHN,China,19215.1012491012,2.09618372204399,17.6037978191606,0.530673291065554,5.0,1411100000.0,0.238040870229883,63.5234230266258,1.52695413125789,78.019,1.236,7.5,100.0,7.64075,7.95,70.05275998,34.337778473884,7.54018198521241,36.9115624066306,55.5482556415912
COL,Colombia,15861.4999291295,-8.50949477621059,17.15883586003,1.48172462037553,15.983,50629997.0,1.43632167326968,77.6382533537045,1.66675683392305,74.757,1.694,13.1,99.7,1.8231317,8.86,69.79533474,34.0555709680101,7.50848046663348,23.439238595813,60.1218262723705
COM,Comoros,3447.47274904772,-2.13462938280972,10.5607884014024,0.669668409203567,4.468,802163.0,1.96199379762606,32.0638072194881,3.01261004943326,65.756,4.071,43.7,85.6,0.4613275,5.7257824,22.42040062,33.7299346157491,35.7974035819198,8.08945323604662,51.9683502321615
COG,Congo,6350.50913409722,-8.48578578986992,17.4783555029861,-13.9995678950009,22.286,5752791.0,2.39477691216791,63.5760904494257,2.48678206982997,64.391,4.329,44.5,48.7,1.334534,8.250552,21.99850082,69.3066247188397,10.6904243097029,33.9517597969829,49.9693238336694
