country_code_3,country_name,gdp_per_capita_ppp,gdp_growth_annual_pct,general_government_final_consumption_expenditure_pct_gdp,inflation_gdp_deflator_annual_pct,unemployment_rate_pct,population_total,population_growth_annual_pct,urban_population_pct,urban_population_growth_annual_pct,life_expectancy_years,fertility_rate_births_per_woman,under_5_mortality_rate_per_1000,access_to_electricity_pct,co2_emissions_per_capita,mean_years_of_schooling_adults,internet_users_pct_population,trade_pct_gdp,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp
AFG,Afghanistan,2848.58606111495,11.0550305527288,,3.81463031545211,7.809,28284089.0,2.93468670173474,22.2614799010924,5.5420431342597,60.702,6.195,88.0,42.7,0.2957424,1.8902262,4.0,,26.2100685374552,21.1514206977128,48.8793769096891
ALB,Albania,11829.0042369631,3.48564808644622,11.6894266755022,4.12744389120799,14.086,2913021.0,-0.49646196338738,51.8815774292716,1.97859268141243,78.414,1.653,13.3,99.6,1.6446854,9.626667,45.0,75.5325329687378,16.3586081914252,27.4749142839601,41.3131845921318
DZA,Algeria,14496.4211312996,2.77921908194712,16.9633056770368,15.5569181218379,9.96,36188236.0,1.9470588317966,67.1235057867459,2.86565199964367,74.144,2.875,28.1,98.9,3.25651,5.8166666,12.5,63.4912159928425,7.53171561491377,45.2431946364671,43.6024032576579
AND,Andorra,58285.0577756981,1.88988084312282,,0.374313758110119,,80706.0,-3.86696538756774,88.7604726056609,-3.96179475482668,84.197,1.275,4.5,100.0,6.399643,10.53,81.0,,0.466508601972863,13.1256460606154,76.991211654261
AGO,Angola,11074.0723813984,1.31579076620976,18.0528160551517,28.670799910363,16.595,23294825.0,3.85109824897149,60.1310289535053,5.11210771678984,57.242,6.194,83.4,35.0,0.9866278,3.8283973,2.799999952,90.9940631357987,10.0913068589156,48.7187943753018,40.2372398198261
ATG,Antigua and Barbuda,25826.6086383235,-9.0794536101368,,1.60741690564493,,85320.0,1.35346888620455,26.0170447850587,-0.413595266798976,76.701,1.785,12.0,98.7,6.440348,10.550594,47.0,141.546161057996,1.21464881302167,14.8379422285868,73.6585518921479
ARG,Argentina,28056.2570212342,8.96819672899282,15.1637178886417,20.915124272047,7.714,41288694.0,1.05636332156278,90.9930051940977,1.24568014237339,75.68,2.411,14.4,98.8,4.507803,10.6,45.0,34.9710132635696,7.13216744789716,25.2587762576722,51.4951802052167
ARM,Armenia,10438.5641904169,2.91158696816194,12.0437077284519,7.76871548067652,19.523,3044800.0,-0.693856288987436,64.3304164043132,-0.727310338461337,73.1731707317073,1.5,18.7,99.8,1.4521643,11.12,25.0,64.642975973633,17.9126819526397,27.8270946139077,45.6989324054448
AUS,Australia,52739.2681556133,0.632264496011231,18.7746025195731,1.16518778810975,5.214,22031750.0,1.55570626204128,86.2198600512143,1.66251815322792,81.6951219512195,1.928,4.8,100.0,18.292547,12.03,76.0,40.3905070860606,2.21824837320556,25.108230070574,65.7221133234751
AUT,Austria,59730.4673903053,1.56453337880819,20.7014308958778,0.891338694909649,4.883,8363404.0,0.240394299500766,67.1047429254747,0.291305904162053,80.5804878048781,1.44,4.3,100.0,8.607232,11.71,75.17,99.6448825546716,1.29288595990855,26.0396419655738,61.6368683831245
AZE,Azerbaijan,19925.3900662137,3.54945543779385,10.8814317673378,13.8276658365282,5.63,9054332.0,1.18978770786007,53.2848367714869,1.46985935173433,70.309,1.92,37.8,99.9,3.0118616,10.61,46.0,74.9859884610856,5.54456611326975,59.9948192629224,28.216178028965
BHS,Bahamas,32711.4592459383,0.248837037553542,12.5171359065588,-0.392565565624793,14.435,367478.0,1.27841716584672,82.4198104431593,1.30538789830589,73.449,1.837,15.4,100.0,6.0720687,11.86,43.0,78.6756024311196,1.09749043162674,11.4998771761611,81.1380222984698
BHR,Bahrain,50704.8479679819,0.0771669589062469,12.3894325358045,12.0069509099953,1.13,1228543.0,4.16585991920366,100.0,5.85224600853769,78.593,1.987,8.6,100.0,24.02024,8.03,55.0,115.561486449616,0.285542784290186,43.9268581860394,54.7856196764576
BGD,Bangladesh,4125.46390163202,4.65046297355514,5.07532583559895,7.14466302810841,3.379,152201981.0,0.876530534249878,27.7254372588696,2.38215024620493,68.009,2.38,48.7,55.3,0.3550251,5.12,3.700000048,37.8028426708321,17.0011812592919,24.9564767264585,53.4982962820487
BRB,Barbados,20464.7939658776,-8.4547528569926,,32.2179603905153,10.69,275243.0,0.407743308362451,59.2366008990356,0.310211100002615,75.488,1.785,13.9,100.0,5.6915326,9.652857,65.09999847,,1.67748044611002,13.8766154757694,75.3288506932137
BLR,Belarus,24012.6133040213,7.98573283435519,16.0213954939935,11.3403098732787,6.052,9483836.0,-0.218522755959381,74.5501403808594,0.26442904411515,70.4048780487805,1.494,5.6,94.4,6.586985,11.285,31.8,115.917972989303,8.89193022882009,35.3917911979998,43.4739988900999
BEL,Belgium,56240.2030936241,1.77618341639121,23.7422173182426,1.70310444520605,8.293,10895586.0,0.913639391631709,84.9719309583717,1.23113435395175,80.1829268292683,1.86,4.5,100.0,10.475143,11.42,77.6397855126946,150.162563621427,0.847918635049212,20.6595926026257,67.916796056848
BLZ,Belize,11913.6635959061,-0.999227091889964,16.3373725063014,2.16418782713863,8.412,320245.0,2.41171251993503,45.1914838193558,1.82131281756025,70.875,2.552,18.8,89.9,1.6818045,10.49,28.2,94.8581591507411,8.74676184244561,18.2141316660534,61.6120895941906
