country_code_3,country_name,gdp_per_capita_ppp,gdp_growth_annual_pct,general_government_final_consumption_expenditure_pct_gdp,inflation_gdp_deflator_annual_pct,unemployment_rate_pct,population_total,population_growth_annual_pct,urban_population_pct,urban_population_growth_annual_pct,life_expectancy_years,fertility_rate_births_per_woman,under_5_mortality_rate_per_1000,access_to_electricity_pct,co2_emissions_per_capita,mean_years_of_schooling_adults,internet_users_pct_population,trade_pct_gdp,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp
AFG,Afghanistan,1983.81261992909,0.10609280092082,21.2145146604881,2.92366213121669,14.008,41454761.0,2.13559384981397,25.4730529631167,2.44670630575554,66.035,4.84,54.9,85.3,0.2536818,2.51479,15.92840004,66.9995780621951,34.7432471445174,13.4498227120978,46.3743698691993
ALB,Albania,20501.6470726741,5.7396783820155,12.1218077852414,5.73390704564409,10.669,2411658.0,-1.64410790425763,58.2106086137857,-1.04746314949813,79.602,1.348,9.4,100.0,1.5710765,10.175311,83.13559161,82.3524933990723,16.2742388313006,23.160711973189,47.6649908239316
DZA,Algeria,15159.3242373415,2.55120301943617,17.9064173126831,1.00153139964416,11.645,46164219.0,1.49897601193923,74.732808364138,2.24199538087228,76.261,2.766,22.0,100.0,4.394023,7.416387,76.19760132,43.7397984507007,13.3692450434856,37.5476547378243,45.5476795606292
AND,Andorra,64631.2963909271,1.1232590791063,,6.29560082401824,,80856.0,1.43374756867515,88.8201609217082,1.50678365293572,84.041,1.082,2.6,100.0,5.1700654,11.61,94.21499634,,0.47849213558896,12.4282261796617,78.3110227448023
AGO,Angola,8597.53878787554,-1.75357049644875,16.9187607132023,19.3339813816209,14.051,36749906.0,3.08065530722915,69.8515032220457,4.23383280232427,64.617,5.124,50.5,51.1,0.5897924,5.956173,37.88589859,53.6070126498686,20.9093369427559,35.7012470046254,43.5544158271394
ATG,Antigua and Barbuda,28712.3970492192,3.33568914888815,,6.49046469953581,,93316.0,0.511400156215609,24.4500156687422,0.263319734348457,77.598,1.578,9.3,100.0,6.863025,11.6475,72.12409973,118.302584056113,2.21508602503399,19.2141808779566,68.7982099003617
ARG,Argentina,27230.3968496682,-2.13703473540124,16.3015627890885,136.742358437599,6.139,45538401.0,0.286976121920089,92.1945132257907,0.375605306735824,77.395,1.5,9.7,100.0,3.9177263,11.184582,89.22897166,26.6769512482215,5.8467786039042,25.1722105252735,53.1990739500308
ARM,Armenia,19402.7510915578,8.47902034166535,12.0992285468561,3.10027629995311,12.405,2964300.0,-0.165163937436499,65.6956882008852,0.0378521648946935,77.4658536585366,1.9,10.0,100.0,2.524371,11.344978,79.99663036,123.418750077627,8.10223799188799,22.8800961616671,60.3450320849135
AUS,Australia,60684.9596204883,1.09251403364293,21.2449452137028,6.45944110641071,3.668,26659922.0,2.43450716351535,87.4866955653765,2.60882132124518,83.0512195121951,1.499,3.7,100.0,14.529289,12.87,96.1160965,49.044339318428,2.57169831894523,27.5167800860919,63.6365823532904
AUT,Austria,64536.2076307547,-1.76308859891033,20.5750006645567,7.1747129124039,5.264,9131761.0,0.989464653969154,69.2265358276021,1.32001885479305,81.7926829268293,1.32,3.3,100.0,6.2328863,12.361465,95.33467117,115.152914822732,1.24176172038934,26.0904948643547,62.579986897047
AZE,Azerbaijan,21310.7386915022,1.23267992863603,13.81500937233,-9.32261504785629,5.64,10153958.0,0.120242150339289,58.5075350483702,0.23868561899995,74.429,1.55,18.7,100.0,4.142986,11.07,89.0,83.5358861156321,5.51058894617326,45.8408458162374,39.7566280403221
