country_code_3,country_name,gdp_per_capita_ppp,gdp_growth_annual_pct,general_government_final_consumption_expenditure_pct_gdp,inflation_gdp_deflator_annual_pct,unemployment_rate_pct,population_total,population_growth_annual_pct,urban_population_pct,urban_population_growth_annual_pct,life_expectancy_years,fertility_rate_births_per_woman,under_5_mortality_rate_per_1000,access_to_electricity_pct,co2_emissions_per_capita,mean_years_of_schooling_adults,internet_users_pct_population,trade_pct_gdp,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp
AFG,Afghanistan,2144.16657002819,-22.5844818732987,21.2623843883974,2.83899625081041,12.006,40000412.0,2.35609779179185,25.3478620272481,2.69456903003537,60.417,5.039,58.7,97.7,0.2467185,2.99,16.51429939,51.4117163747271,33.5976188725451,14.2736570191788,47.160422387969
ALB,Albania,18212.794718288,10.6641494274411,12.9573410290912,3.4442567503793,11.474,2489762.0,-1.54312080996395,57.5077187031778,-0.903155690630907,76.844,1.365,9.5,100.0,1.802687,10.175311,79.32371752,75.5904040905009,17.793224984541,22.4341412350759,45.278770333241
DZA,Algeria,14496.8654697299,2.13263632683078,18.4286289389909,15.9325995902386,13.656,44761099.0,1.61936460233826,73.6199218261573,2.39088665245616,75.208,2.87,22.6,99.8,4.0668306,7.416387,72.21240234,46.8370592599607,11.2354345605089,36.3214812457704,48.4879581553143
AND,Andorra,59332.2029100127,6.92704485233561,,2.5588606935971,,78364.0,1.26362889534188,88.6627318165299,1.34463600060865,82.331,1.058,2.8,100.0,5.2824354,11.434999,93.89749908,,0.531844879169824,12.3626363853047,79.3818503932806
AGO,Angola,8720.18768742123,-2.07481613044689,14.9441364663494,35.5994929753605,15.799,34532429.0,3.18132259995095,68.2524163556969,4.35382721450146,62.958,5.304,53.2,48.2,0.5565367,5.956173,34.55649948,62.5287705320674,16.8317967997029,38.9945687670048,43.0765796492149
ATG,Antigua and Barbuda,25745.4958067746,7.58367481372255,,4.91927458082348,,92349.0,0.546161676855974,24.574983819566,0.282398810981951,77.197,1.58,9.8,100.0,6.8632064,11.6475,71.64530182,101.074960584779,2.08080004808426,20.4832005622159,68.4398507538595
ARG,Argentina,26300.274261175,10.1485599877349,15.9158179423023,53.8020877665554,8.736,45312281.0,0.265879395046274,92.0292776175651,0.358692838886458,73.948,1.585,10.1,100.0,4.1974697,11.184582,87.15070683,33.078689567466,7.29128249619051,23.4994644263761,52.8340319497207
ARM,Armenia,15921.705281964,5.77142760758333,13.649850256969,6.90051365787157,15.469,2962300.0,0.0270096898904032,65.3572875314441,0.307536324852261,72.2780487804878,1.7,11.0,100.0,2.5609183,11.344978,78.61225758,79.2489057647112,11.3435484176857,26.3643404113901,53.0783701392799
AUS,Australia,58327.4146842325,1.86332687000336,22.3669467050339,3.06066984761631,5.022,25685412.0,0.14089508329287,87.2353407632761,0.0996311835698593,83.3,1.7,3.7,100.0,14.96633,12.78,96.97219849,40.2022359390595,2.30537875480088,25.4357795203592,65.7262019595193
AUT,Austria,62968.8538770186,4.4669658436443,21.8158646754257,1.80187299270295,6.459,8955797.0,0.435671684056384,68.773601700253,0.774435610983729,81.190243902439,1.48,3.4,100.0,7.3325477,12.361465,92.52915104,111.032932124165,1.2152388657488,25.7253456572227,62.30330605534
AZE,Azerbaijan,20111.3756952109,5.15148935903709,13.867442319577,21.5888365787351,6.04,10137750.0,0.441197735816311,58.3659969744818,0.565547632089917,70.999,1.52,20.5,100.0,3.7422564,10.8550005,85.99998954,76.286865687015,5.72598365721349,48.8181736249399,37.7011733502712
BHS,Bahamas,31064.6822166194,17.434844816468,17.3440225969926,-1.2201754418756,11.078,396373.0,0.128749531818761,81.4784235345083,-0.099344366354879,70.752,1.382,13.1,100.0,6.877262,12.814419,92.34980011,65.9325413308964,0.454432167483592,11.850128769627,77.1770374678076
