country_code_3,country_name,rank,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
HND,Honduras,1,0.7245 (TGO),0.7511 (SLB),0.7794 (MOZ),0.7428 (MOZ),0.6706 (MDG),0.7094 (MDG),0.7283 (MDG),0.7784 (MDG),0.7705 (SEN),0.7920 (MDG),0.6840 (NAM),0.6987 (RWA),0.7791 (MOZ),0.8118 (MOZ),0.8212 (MDG)
HND,Honduras,2,0.7189 (SEN),0.7396 (TGO),0.7618 (SLB),0.7135 (SEN),0.6666 (NIC),0.6948 (MOZ),0.7178 (SEN),0.7508 (GMB),0.7539 (MOZ),0.7789 (MOZ),0.6741 (MDG),0.6964 (NIC),0.7170 (RWA),0.7904 (RWA),0.7963 (MOZ)
HND,Honduras,3,0.7041 (MDG),0.7325 (MDG),0.7531 (TGO),0.7045 (TGO),0.6585 (MWI),0.6868 (NIC),0.7052 (BFA),0.7457 (GIN),0.7318 (TGO),0.7712 (MRT),0.6738 (MOZ),0.6131 (BFA),0.6909 (MDG),0.7809 (MDG),0.7914 (RWA)
HRV,Croatia,1,0.9059 (LVA),0.9043 (PRT),0.9014 (PRT),0.9135 (PRT),0.9112 (PRT),0.9079 (LVA),0.9231 (LVA),0.9200 (LVA),0.9280 (LVA),0.9179 (LVA),0.9116 (LVA),0.8846 (LVA),0.8825 (GRC),0.9073 (SVK),0.9013 (BGR)
HRV,Croatia,2,0.8992 (PRT),0.8810 (SVN),0.8919 (GRC),0.8825 (LVA),0.8988 (SRB),0.8985 (SRB),0.9026 (LTU),0.9065 (BIH),0.8906 (LTU),0.8991 (LTU),0.8587 (PRT),0.8646 (SRB),0.8651 (LVA),0.8998 (SRB),0.8905 (LTU)
HRV,Croatia,3,0.8696 (SVN),0.8536 (HUN),0.8753 (MNE),0.8785 (GRC),0.8873 (BIH),0.8983 (PRT),0.8994 (BIH),0.8899 (LTU),0.8889 (SRB),0.8979 (SRB),0.8480 (SRB),0.8478 (MNE),0.8620 (BIH),0.8888 (SVN),0.8877 (SVK)
HTI,Haiti,1,0.7593 (SLE),0.8653 (CAF),0.8727 (SLE),0.8628 (SLE),0.8037 (RWA),0.8646 (SLE),0.8639 (GMB),0.8714 (SLE),0.8655 (SLE),0.7970 (SLE),0.8567 (SLE),0.8358 (GMB),0.8199 (SLE),0.8160 (CAF),0.7630 (SLE)
HTI,Haiti,2,0.7564 (CMR),0.8608 (SLE),0.8390 (NPL),0.8455 (NPL),0.7906 (CMR),0.8594 (GMB),0.8586 (GHA),0.8226 (GMB),0.7888 (ZWE),0.7760 (ZWE),0.8380 (GMB),0.8222 (NPL),0.7913 (GMB),0.7773 (SLE),0.7407 (PAK)
HTI,Haiti,3,0.7358 (MDG),0.8430 (RWA),0.8328 (RWA),0.8295 (RWA),0.7727 (GMB),0.8131 (GHA),0.8202 (SLE),0.7664 (CAF),0.7681 (GMB),0.7497 (GMB),0.8226 (CAF),0.8119 (SLE),0.7710 (SYR),0.7742 (PAK),0.7400 (CAF)
HUN,Hungary,1,0.8900 (EST),0.9449 (SVK),0.9324 (LTU),0.9378 (LTU),0.9283 (LTU),0.9371 (CZE),0.9259 (CZE),0.9199 (LTU),0.9306 (LTU),0.9268 (LTU),0.9220 (CZE),0.9239 (CZE),0.9412 (BGR),0.9098 (BGR),0.9192 (BGR)
HUN,Hungary,2,0.8849 (CZE),0.9012 (CZE),0.9296 (SVK),0.9272 (SVK),0.9142 (CZE),0.9329 (LTU),0.9241 (LTU),0.9155 (CZE),0.8843 (SVK),0.9125 (CZE),0.9144 (SVK),0.9161 (BGR),0.8936 (POL),0.8958 (LVA),0.9145 (CZE)
HUN,Hungary,3,0.8638 (SVK),0.8898 (SVN),0.9170 (CZE),0.9181 (CZE),0.9064 (SVK),0.9244 (SVK),0.9058 (SVK),0.8806 (BGR),0.8760 (LVA),0.8971 (POL),0.8959 (BGR),0.8935 (LVA),0.8834 (SVK),0.8940 (SVK),0.9141 (SVK)
IDN,Indonesia,1,0.8580 (IND),0.8460 (IND),0.8201 (IND),0.8440 (IND),0.8276 (IND),0.8406 (IND),0.8377 (IND),0.8357 (BGD),0.8322 (IND),0.8304 (BGD),0.8354 (BGD),0.8128 (EGY),0.8442 (EGY),0.8236 (IND),0.8271 (IND)
IDN,Indonesia,2,0.8445 (EGY),0.7621 (BGD),0.7457 (BGD),0.7615 (BGD),0.7813 (PHL),0.7640 (BGD),0.7304 (PHL),0.8228 (IND),0.8226 (BGD),0.7913 (EGY),0.7974 (IND),0.7974 (BGD),0.7992 (BGD),0.8172 (BGD),0.7614 (BGD)
IDN,Indonesia,3,0.7462 (BGD),0.7441 (EGY),0.7380 (PHL),0.7369 (PHL),0.7633 (BGD),0.7291 (PHL),0.7005 (EGY),0.7126 (PHL),0.6909 (EGY),0.7877 (IND),0.7856 (EGY),0.7929 (IND),0.7670 (IND),0.7998 (EGY),0.6363 (EGY)
IND,India,1,0.8580 (IDN),0.8460 (IDN),0.8340 (PAK),0.8481 (BGD),0.8521 (BGD),0.8546 (BGD),0.8377 (IDN),0.8545 (BGD),0.8461 (BGD),0.8321 (PAK),0.8032 (PAK),0.8205 (BGD),0.8160 (BGD),0.8236 (IDN),0.8271 (IDN)
IND,India,2,0.7972 (BGD),0.8098 (BGD),0.8286 (BGD),0.8440 (IDN),0.8276 (IDN),0.8406 (IDN),0.8113 (PAK),0.8228 (IDN),0.8345 (PAK),0.8198 (BGD),0.7974 (IDN),0.7929 (IDN),0.7670 (IDN),0.8126 (BGD),0.7793 (BGD)
IND,India,3,0.7375 (EGY),0.7247 (PAK),0.8201 (IDN),0.8239 (PAK),0.7904 (PHL),0.8111 (PAK),0.7669 (PHL),0.8114 (PAK),0.8322 (IDN),0.7877 (IDN),0.7798 (BGD),0.7791 (PAK),0.7253 (PAK),0.6953 (EGY),0.6957 (PAK)
IRL,Ireland,1,0.8686 (SVN),0.9301 (SVK),0.9211 (SVK),0.9221 (SVK),0.8458 (LTU),0.6693 (SVK),0.8351 (SVK),0.8429 (SVN),0.8436 (SVN),0.8679 (SVN),0.8094 (SVN),0.8059 (SVN),0.8319 (SGP),0.8520 (CZE),0.8819 (SGP)
IRL,Ireland,2,0.8455 (CZE),0.9136 (SVN),0.9097 (BEL),0.9073 (BEL),0.8442 (SVK),0.6572 (CZE),0.8342 (SGP),0.8139 (SGP),0.8170 (SGP),0.8493 (SGP),0.8010 (SGP),0.7719 (CHE),0.7948 (ARE),0.8479 (AUT),0.8424 (CHE)
IRL,Ireland,3,0.7812 (SVK),0.9041 (BEL),0.8979 (SVN),0.9028 (SVN),0.8437 (SVN),0.5972 (HUN),0.8241 (CZE),0.8124 (CZE),0.8060 (SVK),0.7798 (SVK),0.7865 (CHE),0.7469 (EST),0.7765 (AUT),0.8370 (CHE),0.8277 (SVN)
IRN,Iran,1,0.6635 (KAZ),0.7200 (ARG),0.7511 (ARG),0.7624 (ARG),0.6980 (CHN),0.6906 (BRA),0.7648 (TUR),0.7723 (TUR),0.8642 (ARG),0.8470 (ARG),0.8102 (TUR),0.7770 (ARG),0.8468 (TUR),0.8020 (TUR),0.8246 (TUR)
IRN,Iran,2,0.6482 (DZA),0.7116 (RUS),0.7291 (EGY),0.6469 (BLR),0.6553 (EGY),0.6497 (RUS),0.6838 (CHN),0.7259 (ARG),0.7309 (TUR),0.8193 (TUR),0.7116 (CHN),0.7434 (TUR),0.7780 (ARG),0.6992 (CHN),0.7116 (ARG)
IRN,Iran,3,0.6444 (TUR),0.7020 (DZA),0.6433 (DZA),0.6105 (EGY),0.6532 (COL),0.6186 (COL),0.5886 (UZB),0.6635 (COL),0.6768 (DZA),0.6028 (CHL),0.6264 (RUS),0.7055 (RUS),0.7538 (DZA),0.6494 (DZA),0.6429 (CHL)
IRQ,Iraq,1,0.8702 (DZA),0.8495 (DZA),0.7201 (AGO),0.7843 (DZA),0.7507 (DZA),0.7542 (DZA),0.5210 (DZA),0.7682 (DZA),0.7814 (DZA),0.6395 (DZA),0.7893 (DZA),0.8451 (DZA),0.8157 (DZA),0.7116 (GAB),0.6387 (LBY)
IRQ,Iraq,2,0.7877 (AGO),0.7934 (AGO),0.7141 (GNQ),0.7316 (AGO),0.7365 (COG),0.7092 (COG),0.4462 (OMN),0.7202 (COG),0.7153 (COG),0.6028 (COG),0.6713 (COG),0.6920 (GAB),0.6659 (GAB),0.6045 (AZE),0.6383 (DZA)
IRQ,Iraq,3,0.7682 (GAB),0.7520 (GAB),0.6805 (DZA),0.6998 (GNQ),0.7037 (GAB),0.6234 (GAB),0.4457 (BOL),0.7073 (GNQ),0.6806 (AGO),0.5742 (GNQ),0.6158 (GNQ),0.6276 (AGO),0.5904 (IRN),0.5750 (BRN),0.5512 (GNQ)
ISL,Iceland,1,0.8908 (NZL),0.9001 (NZL),0.8923 (DNK),0.8874 (NZL),0.8805 (DNK),0.8694 (NZL),0.8577 (NZL),0.8886 (NZL),0.8768 (NZL),0.8922 (NZL),0.8630 (NZL),0.8429 (NZL),0.7884 (ISR),0.8158 (DNK),0.8639 (EST)
ISL,Iceland,2,0.8822 (DNK),0.8899 (FIN),0.8823 (FIN),0.8814 (DNK),0.8734 (NZL),0.8626 (EST),0.8556 (DNK),0.8368 (DNK),0.7976 (ISR),0.8074 (ISR),0.8282 (NOR),0.8371 (FIN),0.7656 (DNK),0.7999 (NZL),0.8365 (NZL)
ISL,Iceland,3,0.8296 (FIN),0.8760 (DNK),0.8404 (EST),0.8633 (FIN),0.8585 (FIN),0.8560 (DNK),0.8261 (EST),0.8231 (SWE),0.7861 (SWE),0.7880 (SWE),0.8068 (ISR),0.8343 (DNK),0.7598 (AUT),0.7803 (FIN),0.8298 (AUT)
ISR,Israel,1,0.9096 (SWE),0.9100 (SWE),0.8922 (SWE),0.9023 (SWE),0.9075 (NZL),0.9126 (NZL),0.8813 (NZL),0.8463 (SWE),0.8713 (NZL),0.8695 (NZL),0.8789 (NZL),0.8586 (GBR),0.8654 (GBR),0.9041 (NZL),0.8813 (NZL)
ISR,Israel,2,0.8848 (CAN),0.8966 (NZL),0.8877 (AUS),0.8827 (AUS),0.9034 (SWE),0.8857 (AUS),0.8811 (AUS),0.8393 (DNK),0.8654 (AUS),0.8577 (AUS),0.8636 (AUS),0.8484 (DNK),0.8527 (AUS),0.8341 (AUS),0.8734 (GBR)
ISR,Israel,3,0.8826 (GBR),0.8961 (DNK),0.8856 (GBR),0.8780 (GBR),0.8816 (AUS),0.8656 (SWE),0.8785 (SWE),0.8334 (GBR),0.8515 (SWE),0.8436 (SWE),0.8403 (SWE),0.8364 (SWE),0.8131 (CAN),0.8330 (GBR),0.8392 (AUS)
ITA,Italy,1,0.9493 (FRA),0.9451 (FRA),0.9369 (FRA),0.9471 (ESP),0.9431 (ESP),0.9301 (ESP),0.9468 (ESP),0.9457 (ESP),0.9532 (ESP),0.9195 (ESP),0.9136 (PRT),0.9206 (ESP),0.9312 (ESP),0.9232 (FRA),0.9232 (FRA)
ITA,Italy,2,0.9416 (ESP),0.9277 (ESP),0.9323 (ESP),0.9320 (FRA),0.9251 (FRA),0.9237 (FRA),0.9210 (PRT),0.9268 (FRA),0.9325 (FRA),0.9138 (FRA),0.9065 (FRA),0.8922 (FRA),0.8892 (FRA),0.9043 (ESP),0.9046 (JPN)
ITA,Italy,3,0.9277 (PRT),0.9102 (GBR),0.8982 (GBR),0.8912 (PRT),0.9052 (PRT),0.9177 (PRT),0.9047 (FRA),0.9114 (PRT),0.8926 (PRT),0.8880 (PRT),0.9032 (ESP),0.8694 (GRC),0.8773 (PRT),0.8894 (JPN),0.8913 (ESP)
JPN,Japan,1,0.8819 (ITA),0.8787 (ITA),0.8937 (AUS),0.9243 (AUS),0.9243 (AUS),0.9096 (GBR),0.8950 (DEU),0.9088 (DEU),0.9052 (DEU),0.9102 (DEU),0.9090 (DEU),0.9014 (AUS),0.8956 (KOR),0.9216 (DEU),0.9293 (DEU)
JPN,Japan,2,0.8699 (DEU),0.8717 (FRA),0.8922 (USA),0.9137 (GBR),0.9240 (DEU),0.9045 (AUS),0.8895 (AUS),0.8923 (GBR),0.8884 (GBR),0.8912 (GBR),0.8790 (KOR),0.8921 (DEU),0.8951 (DEU),0.8956 (KOR),0.9046 (ITA)
JPN,Japan,3,0.8685 (USA),0.8574 (USA),0.8919 (CAN),0.9118 (CAN),0.9220 (GBR),0.9031 (DEU),0.8845 (GBR),0.8764 (USA),0.8729 (AUS),0.8753 (USA),0.8748 (AUS),0.8897 (GBR),0.8703 (ITA),0.8894 (ITA),0.8831 (KOR)
KAZ,Kazakhstan,1,0.6635 (IRN),0.6780 (RUS),0.6659 (RUS),0.6063 (RUS),0.6192 (KOR),0.6656 (AUS),0.5880 (AZE),0.6086 (IRN),0.6117 (ARE),0.6274 (MYS),0.6099 (MYS),0.5755 (IRN),0.6227 (IRN),0.6136 (RUS),0.6526 (RUS)
KAZ,Kazakhstan,2,0.6468 (SAU),0.6616 (QAT),0.6620 (ARE),0.5566 (KOR),0.6186 (RUS),0.6432 (USA),0.5682 (ARG),0.5952 (ARE),0.5339 (RUS),0.4980 (EGY),0.5361 (SAU),0.5575 (MNG),0.6133 (SAU),0.6058 (USA),0.6150 (USA)
KAZ,Kazakhstan,3,0.6111 (AZE),0.6373 (ARE),0.6377 (KOR),0.5419 (BLR),0.5932 (CAN),0.6320 (CAN),0.5600 (RUS),0.5853 (MYS),0.5261 (QAT),0.4965 (IRL),0.5174 (AUS),0.5467 (MYS),0.5862 (OMN),0.5974 (AUS),0.5958 (IRN)
KEN,Kenya,1,0.9047 (ETH),0.9540 (MDG),0.9277 (MDG),0.9263 (MDG),0.9092 (MDG),0.9072 (MDG),0.9050 (MDG),0.8921 (PAK),0.9026 (PAK),0.8785 (PAK),0.9086 (PAK),0.8833 (PAK),0.8727 (UGA),0.8766 (UGA),0.8748 (CMR)
KEN,Kenya,2,0.8978 (TGO),0.9094 (TZA),0.9157 (TZA),0.9017 (PAK),0.8974 (PAK),0.8829 (PAK),0.8742 (PAK),0.8802 (MDG),0.8626 (MWI),0.8476 (MWI),0.8853 (SLE),0.8659 (MWI),0.8653 (PAK),0.8695 (MDG),0.8745 (UGA)
KEN,Kenya,3,0.8787 (SEN),0.9055 (ETH),0.9076 (BEN),0.9003 (TZA),0.8929 (TZA),0.8732 (ETH),0.8601 (CMR),0.8728 (MWI),0.8446 (CIV),0.8371 (SLE),0.8847 (CMR),0.8644 (CMR),0.8628 (MWI),0.8633 (CMR),0.8738 (MDG)
KGZ,Kyrgyzstan,1,0.6082 (TJK),0.7686 (TJK),0.7296 (TJK),0.7365 (TJK),0.6852 (TJK),0.6767 (TJK),0.7195 (TJK),0.7466 (TJK),0.6566 (TJK),0.7136 (TJK),0.6022 (TJK),0.6347 (TJK),0.5476 (TJK),0.6196 (FJI),0.6210 (TJK)
KGZ,Kyrgyzstan,2,0.6076 (TON),0.6096 (NIC),0.6392 (MDA),0.6529 (MDA),0.5405 (NIC),0.5733 (SLB),0.4809 (NIC),0.5113 (TON),0.5066 (TON),0.6664 (UZB),0.5543 (UZB),0.5836 (UZB),0.5388 (UZB),0.6078 (UZB),0.6144 (VNM)
KGZ,Kyrgyzstan,3,0.5057 (FJI),0.6026 (MDA),0.5637 (TON),0.5562 (NIC),0.4960 (SLB),0.5546 (TON),0.4767 (SLB),0.4859 (VNM),0.4602 (SLB),0.4183 (TON),0.3912 (SLB),0.5024 (TLS),0.4700 (FJI),0.6017 (TJK),0.5755 (UZB)
KHM,Cambodia,1,0.8079 (TZA),0.7987 (TZA),0.8149 (UGA),0.8347 (UGA),0.8030 (UGA),0.7585 (UGA),0.7186 (UGA),0.7200 (GHA),0.7170 (VNM),0.7673 (GHA),0.7940 (GHA),0.7342 (GHA),0.7470 (VNM),0.7913 (VNM),0.8072 (VNM)
KHM,Cambodia,2,0.7871 (UGA),0.7578 (TGO),0.7476 (TZA),0.7452 (TZA),0.7506 (TZA),0.7386 (TZA),0.7174 (TZA),0.6977 (TZA),0.7151 (GHA),0.7545 (VNM),0.7158 (VNM),0.7279 (VNM),0.6654 (GHA),0.7238 (GHA),0.6903 (GHA)
KHM,Cambodia,3,0.7512 (GHA),0.7521 (GTM),0.7307 (TGO),0.7212 (ETH),0.7144 (ETH),0.7183 (ETH),0.6877 (ETH),0.6755 (VNM),0.6310 (TCD),0.7044 (TZA),0.6759 (TZA),0.6806 (TZA),0.6517 (TZA),0.6495 (TZA),0.5951 (IDN)
KOR,South Korea,1,0.8920 (DEU),0.8809 (AUT),0.9150 (DEU),0.9056 (DEU),0.9176 (DEU),0.9036 (DEU),0.8978 (DEU),0.9053 (DEU),0.8923 (DEU),0.8989 (DEU),0.9033 (DEU),0.9056 (DEU),0.9117 (DEU),0.9186 (DEU),0.9074 (POL)
KOR,South Korea,2,0.8277 (AUT),0.8772 (CZE),0.8791 (CZE),0.8658 (CZE),0.8792 (CAN),0.8789 (CHL),0.8905 (POL),0.8894 (POL),0.8643 (JPN),0.8725 (NOR),0.8790 (JPN),0.8696 (CAN),0.8956 (JPN),0.9078 (POL),0.9058 (CZE)
KOR,South Korea,3,0.8189 (POL),0.8494 (DEU),0.8745 (AUT),0.8614 (CHL),0.8608 (CZE),0.8693 (JPN),0.8650 (CZE),0.8583 (CZE),0.8585 (AUT),0.8676 (JPN),0.8581 (AUS),0.8571 (AUS),0.8642 (ITA),0.8956 (JPN),0.9038 (DEU)
KWT,Kuwait,1,0.9115 (BHR),0.8935 (SAU),0.9671 (QAT),0.9065 (QAT),0.8654 (BHR),0.9298 (OMN),0.9500 (QAT),0.9298 (OMN),0.8549 (OMN),0.8094 (QAT),0.9029 (OMN),0.8971 (OMN),0.9350 (QAT),0.9118 (OMN),0.8627 (BHR)
KWT,Kuwait,2,0.8803 (OMN),0.8721 (ARE),0.8958 (SAU),0.8918 (SAU),0.8644 (OMN),0.9105 (QAT),0.9208 (OMN),0.8947 (QAT),0.8363 (QAT),0.7230 (ARE),0.8169 (BHR),0.8002 (SAU),0.9215 (OMN),0.8832 (SAU),0.7941 (BRN)
KWT,Kuwait,3,0.8101 (ARE),0.8494 (OMN),0.8640 (ARE),0.8808 (ARE),0.8295 (ARE),0.9070 (BHR),0.8874 (BHR),0.8450 (BHR),0.7490 (ARE),0.7189 (OMN),0.7988 (ARE),0.7877 (BRN),0.8706 (ARE),0.8320 (BHR),0.7887 (NOR)
LBN,Lebanon,1,0.7687 (MLT),0.8248 (BHS),0.7459 (LUX),0.6434 (QAT),0.6894 (QAT),0.8134 (BHS),0.7760 (LVA),0.7555 (BGR),0.7624 (BGR),0.7377 (URY),0.6998 (BHS),0.5184 (STP),0.5890 (STP),0.5039 (STP),0.4876 (STP)
LBN,Lebanon,2,0.7582 (BHS),0.8047 (MLT),0.7324 (BHS),0.6184 (OMN),0.4832 (BHR),0.7015 (CRI),0.7549 (BGR),0.7500 (LVA),0.7365 (URY),0.6994 (GRC),0.6853 (URY),0.4320 (URY),0.5179 (BHS),0.4558 (BHS),0.4869 (PSE)
LBN,Lebanon,3,0.7073 (PAN),0.7922 (CYP),0.7149 (CYP),0.4620 (SAU),0.4517 (ARE),0.6941 (ISR),0.7387 (PRT),0.7378 (HRV),0.6958 (HRV),0.6859 (LVA),0.6478 (GRC),0.3990 (SYR),0.4679 (CYP),0.4402 (SYR),0.4706 (SYR)
LBY,Libya,1,0.7977 (GAB),0.5319 (TUN),0.3937 (MNG),0.5172 (BRN),0.4501 (PSE),0.6436 (BWA),0.5897 (ZAF),0.3914 (TUR),0.6865 (BWA),0.6070 (GNQ),0.7452 (CPV),0.5690 (BWA),0.6654 (BRN),0.6085 (GAB),0.6387 (IRQ)
LBY,Libya,2,0.6850 (IRQ),0.5113 (GRC),0.3228 (ZWE),0.5106 (GNQ),0.4205 (UKR),0.5060 (ZAF),0.4861 (BRA),0.3876 (ROU),0.3985 (SAU),0.5586 (BWA),0.6797 (PAN),0.5152 (PER),0.6213 (GNQ),0.5916 (BRN),0.5936 (MNG)
LBY,Libya,3,0.6836 (COG),0.3899 (SRB),0.3088 (LVA),0.5079 (COG),0.4075 (BRN),0.4265 (DZA),0.4783 (NAM),0.3176 (ARM),0.3959 (BRN),0.5405 (NAM),0.6568 (BHS),0.4847 (TUR),0.5690 (GAB),0.5251 (IRQ),0.5889 (GAB)
LKA,Sri Lanka,1,0.5906 (VNM),0.5351 (BGD),0.5975 (BGD),0.5879 (MDA),0.6951 (BGD),0.7495 (BGD),0.7023 (BGD),0.7763 (BGD),0.6234 (BGD),0.5688 (BGD),0.6857 (BGD),0.7331 (BGD),0.4735 (SYR),0.5985 (BGD),0.6294 (BGD)
LKA,Sri Lanka,2,0.5566 (UZB),0.5236 (PHL),0.5045 (PHL),0.5311 (ROU),0.6098 (PHL),0.5866 (IDN),0.6210 (IDN),0.6325 (IDN),0.5422 (EGY),0.5594 (EGY),0.5596 (EGY),0.6618 (EGY),0.4654 (EGY),0.5785 (EGY),0.5372 (ALB)
LKA,Sri Lanka,3,0.5541 (MDA),0.4871 (UGA),0.4985 (TJK),0.5173 (BGD),0.5663 (IDN),0.5835 (TJK),0.5678 (TJK),0.6123 (TJK),0.5197 (IDN),0.4736 (IND),0.4818 (IND),0.5292 (TJK),0.4642 (BGD),0.5694 (ECU),0.5295 (IND)
LSO,Lesotho,1,0.9137 (NAM),0.8899 (NAM),0.8496 (NAM),0.9030 (NAM),0.8888 (NAM),0.8848 (NAM),0.8127 (SWZ),0.8408 (NAM),0.8564 (NAM),0.8482 (NAM),0.8563 (SWZ),0.8487 (NAM),0.8585 (NAM),0.8577 (NAM),0.8586 (NAM)
LSO,Lesotho,2,0.7694 (SWZ),0.7874 (SWZ),0.7828 (BWA),0.7721 (SWZ),0.7903 (SWZ),0.8300 (SWZ),0.7964 (NAM),0.7959 (SWZ),0.8483 (SWZ),0.7300 (SWZ),0.8270 (NAM),0.8340 (SWZ),0.8114 (SWZ),0.8089 (SWZ),0.8148 (SWZ)
LSO,Lesotho,3,0.7649 (BWA),0.7836 (BWA),0.7515 (SWZ),0.7405 (TLS),0.7358 (BWA),0.6712 (ZMB),0.6682 (TLS),0.6955 (TLS),0.6731 (GNQ),0.6952 (BWA),0.6900 (BWA),0.6837 (MOZ),0.6786 (BFA),0.6930 (MOZ),0.6876 (RWA)
LTU,Lithuania,1,0.9436 (LVA),0.9618 (LVA),0.9655 (LVA),0.9585 (LVA),0.9472 (LVA),0.9566 (LVA),0.9589 (LVA),0.9584 (LVA),0.9663 (LVA),0.9268 (HUN),0.9442 (LVA),0.9559 (EST),0.9265 (EST),0.9515 (EST),0.9542 (EST)
LTU,Lithuania,2,0.9102 (BGR),0.8897 (EST),0.9324 (HUN),0.9378 (HUN),0.9321 (SVK),0.9329 (HUN),0.9264 (BGR),0.9389 (BGR),0.9306 (HUN),0.9176 (EST),0.9413 (EST),0.9115 (LVA),0.9143 (LVA),0.9085 (LVA),0.8936 (DNK)
LTU,Lithuania,3,0.8856 (EST),0.8590 (HUN),0.9253 (EST),0.9157 (SVK),0.9283 (HUN),0.9249 (SVK),0.9241 (HUN),0.9199 (HUN),0.9089 (BGR),0.9121 (LVA),0.9141 (SVK),0.8852 (SVN),0.8776 (SVN),0.9018 (AUT),0.8914 (LVA)
LUX,Luxembourg,1,0.8813 (CYP),0.8972 (MLT),0.9203 (MLT),0.9209 (MLT),0.9129 (MLT),0.8830 (MLT),0.9340 (MLT),0.8596 (CYP),0.8897 (MLT),0.8951 (CYP),0.9424 (MLT),0.9170 (CYP),0.9504 (MLT),0.9372 (CYP),0.9350 (CYP)
LUX,Luxembourg,2,0.8748 (MLT),0.8809 (BEL),0.8567 (BEL),0.8669 (SGP),0.8607 (SGP),0.8660 (SGP),0.8867 (SGP),0.8373 (MLT),0.8669 (BEL),0.8893 (MLT),0.9348 (CYP),0.8921 (MLT),0.8711 (CYP),0.8807 (BEL),0.8985 (MLT)
LUX,Luxembourg,3,0.8632 (BEL),0.8798 (CYP),0.8545 (CYP),0.8543 (BEL),0.8510 (BEL),0.8625 (CYP),0.8697 (CYP),0.8329 (BEL),0.8619 (NLD),0.8710 (SGP),0.8739 (BEL),0.8870 (BEL),0.8595 (BEL),0.8627 (NLD),0.8844 (BEL)
LVA,Latvia,1,0.9436 (LTU),0.9618 (LTU),0.9655 (LTU),0.9585 (LTU),0.9472 (LTU),0.9566 (LTU),0.9589 (LTU),0.9584 (LTU),0.9663 (LTU),0.9179 (HRV),0.9442 (LTU),0.9169 (EST),0.9143 (LTU),0.9085 (LTU),0.9321 (EST)
LVA,Latvia,2,0.9173 (BGR),0.8835 (HUN),0.8970 (EST),0.9110 (HUN),0.8958 (EST),0.9079 (HRV),0.9231 (HRV),0.9200 (HRV),0.9280 (HRV),0.9121 (LTU),0.9208 (EST),0.9115 (LTU),0.8818 (SVK),0.8968 (EST),0.9093 (HUN)
LVA,Latvia,3,0.9059 (HRV),0.8790 (EST),0.8768 (HUN),0.8987 (EST),0.8762 (BGR),0.8746 (EST),0.8781 (EST),0.8771 (MNE),0.8936 (BGR),0.8821 (EST),0.9116 (HRV),0.8935 (HUN),0.8804 (HUN),0.8958 (HUN),0.8914 (LTU)
MAR,Morocco,1,0.4640 (SEN),0.4316 (MOZ),0.4371 (CIV),0.4757 (IND),0.4952 (DZA),0.5780 (IND),0.5650 (TUN),0.4445 (TUN),0.4517 (PSE),0.5903 (TUN),0.6794 (TUN),0.6022 (TUN),0.7592 (TUN),0.6212 (TUN),0.6539 (TUN)
MAR,Morocco,2,0.4375 (CIV),0.3394 (SEN),0.3893 (MOZ),0.4738 (DZA),0.4844 (TUN),0.5226 (NPL),0.5290 (DZA),0.4266 (ECU),0.4290 (GNB),0.4924 (DZA),0.5865 (DZA),0.4673 (COL),0.5201 (PSE),0.5240 (DZA),0.5403 (DZA)
MAR,Morocco,3,0.4185 (RWA),0.3339 (CMR),0.3777 (GNB),0.4393 (BFA),0.4118 (IND),0.4993 (DZA),0.4659 (BRA),0.4184 (BWA),0.4112 (SEN),0.4355 (BRA),0.4971 (COL),0.4414 (DZA),0.4144 (BRA),0.4396 (BRA),0.4379 (IND)
MDA,Moldova,1,0.6566 (GEO),0.6741 (FJI),0.6906 (TON),0.6529 (KGZ),0.6256 (TON),0.7111 (TON),0.7567 (TON),0.7001 (ROU),0.7265 (ROU),0.7254 (ROU),0.6258 (TON),0.5383 (HRV),0.6938 (UKR),0.8008 (MUS),0.7261 (MUS)
MDA,Moldova,2,0.6063 (UZB),0.6253 (TON),0.6448 (FJI),0.6444 (FJI),0.5717 (FJI),0.4938 (ROU),0.6432 (ROU),0.6998 (TON),0.6394 (FJI),0.6878 (BGR),0.5724 (ROU),0.5212 (QAT),0.6779 (TON),0.7458 (UKR),0.7033 (TON)
MDA,Moldova,3,0.5667 (UKR),0.6026 (KGZ),0.6392 (KGZ),0.5879 (LKA),0.5170 (VNM),0.4858 (FJI),0.6260 (FJI),0.6530 (FJI),0.6306 (ALB),0.6380 (HRV),0.5360 (POL),0.4988 (POL),0.5769 (SRB),0.6867 (TON),0.6325 (LVA)
MDG,Madagascar,1,0.9021 (TZA),0.9540 (KEN),0.9277 (KEN),0.9263 (KEN),0.9192 (NER),0.9441 (NER),0.9344 (TGO),0.9352 (NER),0.9155 (MWI),0.9398 (MWI),0.9502 (MWI),0.9695 (MWI),0.9630 (BFA),0.9704 (BFA),0.9699 (BFA)
MDG,Madagascar,2,0.8993 (MOZ),0.9398 (MLI),0.9243 (MLI),0.9129 (MLI),0.9149 (MLI),0.9296 (TGO),0.9310 (NER),0.9336 (MWI),0.9072 (MOZ),0.9379 (TGO),0.9352 (MOZ),0.9510 (NER),0.9431 (MWI),0.9493 (MOZ),0.9458 (UGA)
