country_code_3,country_name,rank,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MDG,Madagascar,3,0.8883 (MLI),0.9305 (MWI),0.9168 (BEN),0.9111 (TGO),0.9092 (KEN),0.9255 (BEN),0.9158 (BFA),0.9268 (BFA),0.9018 (MLI),0.9300 (MOZ),0.9170 (BFA),0.9454 (TGO),0.9402 (MOZ),0.9491 (MWI),0.9421 (TGO)
MDV,Maldives,1,0.6269 (DJI),0.5880 (BLZ),0.6224 (BLZ),0.7103 (BLZ),0.6898 (BLZ),0.7145 (BLZ),0.6790 (MLT),0.6963 (MLT),0.7436 (MLT),0.7328 (MLT),0.7043 (BLZ),0.7812 (BLZ),0.7796 (CYP),0.7786 (CYP),0.8202 (CYP)
MDV,Maldives,2,0.6256 (BLZ),0.5646 (STP),0.6175 (CYP),0.5925 (LUX),0.6657 (MLT),0.6410 (CYP),0.6445 (CYP),0.6573 (CYP),0.6780 (CYP),0.6855 (CYP),0.6958 (CPV),0.6435 (PAN),0.7737 (BLZ),0.7237 (MUS),0.7428 (MUS)
MDV,Maldives,3,0.6067 (CPV),0.5622 (CPV),0.5784 (LUX),0.5758 (CPV),0.6304 (CYP),0.6318 (MLT),0.6445 (BLZ),0.6444 (LUX),0.5773 (LUX),0.6516 (BLZ),0.6149 (LBY),0.6082 (CYP),0.7316 (CPV),0.7091 (MNE),0.7410 (BLZ)
MEX,Mexico,1,0.6541 (USA),0.6793 (USA),0.6711 (USA),0.7057 (USA),0.6973 (CHL),0.6988 (KOR),0.6542 (KOR),0.6038 (RUS),0.5825 (RUS),0.6026 (JPN),0.6397 (MYS),0.6137 (CHN),0.6576 (CHN),0.6958 (CHN),0.6673 (JPN)
MEX,Mexico,2,0.6478 (CHL),0.6731 (CHL),0.6537 (CHL),0.6993 (CHL),0.6881 (USA),0.6922 (JPN),0.6279 (TUR),0.5775 (KOR),0.5561 (TUR),0.5667 (RUS),0.5582 (DOM),0.6035 (MYS),0.6164 (MYS),0.6733 (RUS),0.6335 (THA)
MEX,Mexico,3,0.6226 (IRN),0.6289 (BRA),0.6468 (RUS),0.6603 (JPN),0.6556 (JPN),0.6883 (CHL),0.6248 (CHL),0.5667 (CHN),0.5533 (ARE),0.5651 (CHL),0.5420 (RUS),0.5878 (RUS),0.6129 (KOR),0.6406 (JPN),0.6281 (RUS)
MKD,North Macedonia,1,0.9117 (BIH),0.8959 (BIH),0.9015 (BIH),0.8763 (SRB),0.8778 (BIH),0.8879 (BIH),0.8925 (SRB),0.8886 (SRB),0.8827 (ARM),0.8912 (BIH),0.9018 (BIH),0.8555 (BIH),0.8528 (BIH),0.8777 (BIH),0.8748 (BIH)
MKD,North Macedonia,2,0.8744 (SRB),0.8607 (LVA),0.8829 (MNE),0.8608 (MNE),0.8280 (GEO),0.8837 (SRB),0.8810 (BIH),0.8651 (BIH),0.8673 (BIH),0.8875 (SRB),0.8646 (SRB),0.8378 (SRB),0.8382 (MNE),0.8582 (SRB),0.8433 (SRB)
MKD,North Macedonia,3,0.8637 (MNE),0.8406 (SRB),0.8518 (HRV),0.8550 (BIH),0.8256 (ARM),0.8598 (ARM),0.8637 (GEO),0.8092 (GEO),0.8575 (SRB),0.8865 (ARM),0.8428 (LVA),0.8151 (LVA),0.8319 (LVA),0.8315 (MNE),0.8429 (LVA)
MLI,Mali,1,0.9703 (NER),0.9583 (NER),0.9647 (BFA),0.9828 (NER),0.9766 (NER),0.9777 (NER),0.9765 (NER),0.9835 (NER),0.9770 (NER),0.9474 (SEN),0.9787 (TCD),0.9689 (TCD),0.9693 (TCD),0.9653 (TCD),0.9616 (TCD)
MLI,Mali,2,0.9659 (BFA),0.9559 (BFA),0.9592 (NER),0.9627 (BFA),0.9626 (BFA),0.9541 (BFA),0.9561 (BFA),0.9512 (TCD),0.9694 (TCD),0.9360 (GIN),0.9441 (NER),0.9533 (NER),0.9440 (SEN),0.9607 (GIN),0.9550 (BFA)
MLI,Mali,3,0.9421 (BEN),0.9423 (TCD),0.9481 (BEN),0.9468 (BEN),0.9438 (TGO),0.9421 (TGO),0.9444 (SEN),0.9419 (BFA),0.9302 (BEN),0.9348 (TCD),0.9344 (SEN),0.9312 (MOZ),0.9417 (GIN),0.9497 (NER),0.9513 (NER)
MLT,Malta,1,0.8748 (LUX),0.8972 (LUX),0.9203 (LUX),0.9209 (LUX),0.9129 (LUX),0.8830 (LUX),0.9340 (LUX),0.8503 (CYP),0.8897 (LUX),0.8893 (LUX),0.9424 (LUX),0.9290 (CYP),0.9504 (LUX),0.8481 (LUX),0.8985 (LUX)
MLT,Malta,2,0.8363 (BEL),0.8760 (CYP),0.8643 (BEL),0.8302 (SGP),0.8041 (SGP),0.8557 (CYP),0.8318 (CYP),0.8373 (LUX),0.8318 (CYP),0.7707 (CYP),0.9088 (CYP),0.8921 (LUX),0.8635 (CYP),0.8191 (CYP),0.8803 (CYP)
MLT,Malta,3,0.8240 (CYP),0.8626 (BEL),0.8558 (CYP),0.8294 (BEL),0.8009 (BEL),0.7723 (SGP),0.8115 (SGP),0.7246 (SGP),0.7659 (ISL),0.7488 (ISL),0.7980 (BEL),0.8325 (BEL),0.8163 (SGP),0.7804 (SGP),0.8459 (SGP)
MNE,Montenegro,1,0.8637 (MKD),0.8368 (HRV),0.8829 (MKD),0.8748 (LVA),0.8590 (LVA),0.8690 (CYP),0.8713 (LVA),0.8771 (LVA),0.8929 (LVA),0.8487 (LVA),0.8032 (BHS),0.8478 (HRV),0.8579 (HRV),0.8432 (GEO),0.8612 (LVA)
MNE,Montenegro,2,0.8359 (EST),0.8230 (MKD),0.8753 (HRV),0.8684 (HRV),0.8405 (CYP),0.8682 (LVA),0.8489 (GEO),0.8188 (CYP),0.8433 (HRV),0.8323 (MKD),0.8008 (HRV),0.8436 (LVA),0.8382 (MKD),0.8315 (MKD),0.8464 (EST)
MNE,Montenegro,3,0.8185 (LVA),0.7918 (BHS),0.8677 (CYP),0.8608 (MKD),0.8365 (HRV),0.8496 (HRV),0.8346 (HRV),0.7995 (HRV),0.8248 (CYP),0.8322 (HRV),0.7937 (GRC),0.8371 (GEO),0.8357 (LVA),0.8300 (HRV),0.8408 (MKD)
MNG,Mongolia,1,0.6368 (UZB),0.5102 (BLR),0.5642 (BLR),0.4972 (BOL),0.5001 (NIC),0.5109 (COG),0.5880 (GNQ),0.4748 (GNQ),0.5322 (UZB),0.5570 (GAB),0.5527 (BRN),0.6800 (BRN),0.6698 (BRN),0.5171 (MYS),0.5936 (LBY)
MNG,Mongolia,2,0.6365 (COG),0.5064 (NIC),0.4662 (BOL),0.4136 (KGZ),0.4992 (BOL),0.5045 (GAB),0.5775 (COG),0.4616 (GAB),0.4699 (AZE),0.5467 (UZB),0.5042 (UZB),0.6092 (GAB),0.5844 (OMN),0.5083 (KAZ),0.5406 (MYS)
MNG,Mongolia,3,0.5581 (GAB),0.4761 (GHA),0.4124 (NIC),0.3576 (NIC),0.3865 (BLR),0.4921 (GNQ),0.5672 (GAB),0.4439 (AZE),0.4542 (KAZ),0.4649 (KAZ),0.4881 (MYS),0.5615 (IRQ),0.5423 (KAZ),0.5042 (LBY),0.5189 (BHR)
MOZ,Mozambique,1,0.9408 (BFA),0.9358 (TGO),0.9195 (BFA),0.9209 (GIN),0.8932 (GIN),0.9301 (GIN),0.9087 (BFA),0.9202 (MDG),0.9163 (BFA),0.9300 (MDG),0.9463 (BFA),0.9465 (GIN),0.9402 (MDG),0.9493 (MDG),0.9397 (MDG)
MOZ,Mozambique,2,0.9388 (MWI),0.9214 (BFA),0.9113 (TGO),0.8975 (TGO),0.8874 (BFA),0.8983 (MDG),0.9056 (MDG),0.9200 (BFA),0.9157 (GIN),0.9224 (GIN),0.9414 (GIN),0.9434 (MDG),0.9338 (GIN),0.9456 (GIN),0.9349 (BFA)
MOZ,Mozambique,3,0.9333 (NER),0.9056 (NER),0.9051 (SEN),0.8840 (MLI),0.8752 (NER),0.8978 (BFA),0.8863 (MWI),0.8896 (MWI),0.9072 (MDG),0.9224 (BFA),0.9352 (MDG),0.9312 (MLI),0.9196 (BFA),0.9354 (BFA),0.9255 (GIN)
MRT,Mauritania,1,0.8961 (AGO),0.8646 (ZMB),0.7818 (AGO),0.8397 (ZMB),0.7696 (COG),0.9169 (SEN),0.8774 (AGO),0.8869 (SEN),0.8542 (GIN),0.8716 (GIN),0.8941 (AGO),0.8987 (AGO),0.8203 (GIN),0.8883 (MOZ),0.8800 (GIN)
MRT,Mauritania,2,0.8407 (GIN),0.8537 (AGO),0.7814 (BFA),0.8180 (GIN),0.7228 (SEN),0.8706 (BFA),0.8621 (GMB),0.8519 (RWA),0.8480 (MOZ),0.8632 (AGO),0.8776 (GIN),0.8747 (MOZ),0.7698 (SLB),0.8786 (GIN),0.8742 (AGO)
MRT,Mauritania,3,0.7817 (COD),0.8182 (COG),0.7780 (COD),0.8085 (AGO),0.6411 (BFA),0.8447 (RWA),0.8108 (RWA),0.8473 (BFA),0.8290 (MLI),0.8590 (MOZ),0.8762 (MLI),0.8743 (GIN),0.7393 (MOZ),0.8635 (AGO),0.8709 (MOZ)
MUS,Mauritius,1,0.6869 (LVA),0.7106 (LVA),0.6938 (LVA),0.7274 (LVA),0.7505 (LVA),0.7642 (LVA),0.7679 (LVA),0.7499 (LVA),0.7475 (HRV),0.7220 (HRV),0.7532 (BLZ),0.7047 (CYP),0.8089 (HRV),0.8008 (MDA),0.7428 (MDV)
MUS,Mauritius,2,0.6777 (MNE),0.6934 (MNE),0.6502 (MNE),0.6832 (LTU),0.7049 (LTU),0.7128 (LTU),0.7305 (HRV),0.7387 (HRV),0.7448 (LVA),0.7185 (CYP),0.7281 (BHS),0.6961 (SVK),0.7354 (MNE),0.7570 (SRB),0.7415 (BIH)
MUS,Mauritius,3,0.6773 (LTU),0.6746 (SVN),0.6476 (GEO),0.6722 (SVK),0.6826 (SVK),0.7061 (CYP),0.7261 (LTU),0.7271 (CYP),0.7414 (CYP),0.6931 (MNE),0.7277 (MNE),0.6760 (MKD),0.7350 (BIH),0.7289 (ARM),0.7350 (SRB)
MWI,Malawi,1,0.9388 (MOZ),0.9305 (MDG),0.8829 (KEN),0.8598 (ZWE),0.8741 (MDG),0.8880 (MDG),0.9067 (MDG),0.9336 (MDG),0.9155 (MDG),0.9398 (MDG),0.9502 (MDG),0.9695 (MDG),0.9431 (MDG),0.9491 (MDG),0.9381 (MDG)
MWI,Malawi,2,0.8994 (BFA),0.9022 (MLI),0.8586 (MDG),0.8414 (MDG),0.8626 (RWA),0.8715 (GNB),0.8863 (MOZ),0.8896 (MOZ),0.8911 (BFA),0.9120 (BFA),0.9270 (BFA),0.9025 (NER),0.9149 (BFA),0.9277 (BFA),0.9195 (MOZ)
MWI,Malawi,3,0.8878 (MDG),0.8929 (KEN),0.8586 (BFA),0.8379 (KEN),0.8457 (KEN),0.8587 (KEN),0.8276 (KEN),0.8786 (BFA),0.8626 (KEN),0.8955 (GNB),0.9103 (MOZ),0.9018 (MOZ),0.8658 (MOZ),0.9032 (MOZ),0.9166 (BFA)
MYS,Malaysia,1,0.7070 (ARE),0.7468 (ARE),0.7854 (KOR),0.7934 (ARE),0.7437 (KOR),0.7417 (KOR),0.7301 (ARE),0.7183 (ARE),0.7363 (IRL),0.8070 (ARE),0.7641 (ARE),0.8157 (ARE),0.7247 (IRL),0.7671 (ARE),0.6908 (BHR)
MYS,Malaysia,2,0.6740 (KOR),0.7303 (KOR),0.7692 (ARE),0.7536 (KOR),0.7366 (ARE),0.7277 (CZE),0.7260 (KOR),0.7112 (IRL),0.7256 (KOR),0.7208 (IRL),0.7090 (KOR),0.7036 (BLR),0.6538 (BHR),0.7142 (KOR),0.6866 (KOR)
MYS,Malaysia,3,0.6621 (SGP),0.6245 (SGP),0.6760 (BHR),0.6949 (BHR),0.6776 (CZE),0.7149 (ARE),0.6983 (CZE),0.6894 (KOR),0.7220 (ARE),0.7050 (KOR),0.6813 (IRL),0.6727 (KOR),0.6453 (POL),0.6815 (BLR),0.6769 (THA)
NAM,Namibia,1,0.9137 (LSO),0.8899 (LSO),0.8496 (LSO),0.9030 (LSO),0.8888 (LSO),0.8848 (LSO),0.7964 (LSO),0.8408 (LSO),0.8564 (LSO),0.8482 (LSO),0.8270 (LSO),0.8487 (LSO),0.8585 (LSO),0.8621 (SWZ),0.8605 (SWZ)
NAM,Namibia,2,0.8333 (SWZ),0.8667 (SWZ),0.8412 (SWZ),0.7807 (SWZ),0.7830 (SWZ),0.8026 (SWZ),0.7508 (SWZ),0.7843 (COG),0.8349 (SWZ),0.7083 (GNQ),0.7887 (SWZ),0.8465 (SWZ),0.8293 (SWZ),0.8577 (LSO),0.8586 (LSO)
NAM,Namibia,3,0.8026 (BWA),0.7752 (BWA),0.7606 (BWA),0.7310 (BWA),0.7441 (BWA),0.6853 (AGO),0.7239 (COG),0.7377 (SWZ),0.7052 (GNQ),0.7047 (ZMB),0.7351 (AGO),0.7264 (MRT),0.7259 (AGO),0.8181 (MRT),0.8260 (COG)
NER,Niger,1,0.9703 (MLI),0.9583 (MLI),0.9784 (BFA),0.9828 (MLI),0.9766 (MLI),0.9777 (MLI),0.9765 (MLI),0.9835 (MLI),0.9770 (MLI),0.9586 (TCD),0.9604 (TCD),0.9595 (TCD),0.9451 (TGO),0.9497 (MLI),0.9513 (MLI)
NER,Niger,2,0.9572 (BFA),0.9400 (TCD),0.9592 (MLI),0.9583 (BFA),0.9503 (BFA),0.9495 (BFA),0.9385 (BFA),0.9429 (TCD),0.9424 (TCD),0.9100 (TGO),0.9571 (BEN),0.9540 (TGO),0.9447 (BEN),0.9483 (TCD),0.9443 (TGO)
NER,Niger,3,0.9333 (MOZ),0.9325 (SEN),0.9491 (TCD),0.9235 (SEN),0.9269 (TGO),0.9441 (MDG),0.9310 (MDG),0.9352 (MDG),0.9379 (BEN),0.9029 (BEN),0.9566 (TGO),0.9533 (MLI),0.9318 (MLI),0.9377 (BEN),0.9422 (BEN)
NIC,Nicaragua,1,0.5954 (HND),0.6708 (HND),0.6696 (GHA),0.5960 (HND),0.6666 (HND),0.6868 (HND),0.6495 (HND),0.7186 (HND),0.5665 (GNQ),0.6338 (HND),0.6403 (GIN),0.6964 (HND),0.6245 (HND),0.6155 (HND),0.5964 (HND)
NIC,Nicaragua,2,0.5854 (MDG),0.6649 (GHA),0.6687 (HND),0.5947 (TGO),0.5941 (GHA),0.6026 (GNB),0.6146 (MDG),0.6265 (MDG),0.5553 (COG),0.5773 (HTI),0.6337 (CAF),0.5592 (TJK),0.5916 (MOZ),0.5942 (SLE),0.5586 (GHA)
NIC,Nicaragua,3,0.5800 (NPL),0.6419 (TJK),0.6196 (TJK),0.5730 (TJK),0.5803 (MDG),0.6006 (TJK),0.5914 (GIN),0.5726 (GNB),0.4696 (HND),0.5404 (ZWE),0.6313 (MOZ),0.5530 (GIN),0.5482 (TGO),0.5763 (TJK),0.5540 (SLE)
NLD,Netherlands,1,0.9682 (BEL),0.9684 (DNK),0.9841 (BEL),0.9847 (BEL),0.9853 (BEL),0.9843 (BEL),0.9772 (BEL),0.9734 (BEL),0.9627 (BEL),0.9622 (BEL),0.9786 (BEL),0.9787 (BEL),0.9737 (BEL),0.9640 (BEL),0.9661 (BEL)
NLD,Netherlands,2,0.9504 (DNK),0.9658 (BEL),0.9653 (DNK),0.9676 (DNK),0.9642 (DNK),0.9552 (DNK),0.9487 (DNK),0.9497 (DNK),0.9168 (DNK),0.9189 (DNK),0.9441 (DNK),0.9571 (DNK),0.9241 (DNK),0.9340 (DNK),0.9114 (SWE)
NLD,Netherlands,3,0.9149 (AUT),0.9443 (SWE),0.9412 (SWE),0.9340 (SWE),0.9300 (SWE),0.9094 (SWE),0.9049 (SWE),0.8982 (SWE),0.8950 (SWE),0.8935 (SWE),0.8925 (SWE),0.8957 (SWE),0.9007 (AUT),0.9110 (SWE),0.9097 (DNK)
NOR,Norway,1,0.8644 (FIN),0.8852 (FIN),0.8879 (AUT),0.8941 (AUT),0.8985 (AUT),0.9196 (AUT),0.9324 (FIN),0.9085 (FIN),0.9058 (FIN),0.9348 (FIN),0.9566 (FIN),0.8286 (FIN),0.7596 (CZE),0.8108 (DNK),0.8777 (FIN)
NOR,Norway,2,0.8586 (AUT),0.8615 (AUS),0.8809 (FIN),0.8890 (FIN),0.8811 (FIN),0.9079 (FIN),0.9249 (AUT),0.9055 (AUT),0.8766 (AUT),0.9170 (AUT),0.9182 (SWE),0.8213 (CAN),0.7532 (BHR),0.7911 (QAT),0.8670 (DNK)
NOR,Norway,3,0.8578 (CAN),0.8566 (AUT),0.8527 (AUS),0.8664 (CAN),0.8756 (CAN),0.8895 (SWE),0.9185 (SWE),0.9022 (SWE),0.8728 (SWE),0.9043 (DNK),0.9179 (DNK),0.8152 (KOR),0.7313 (FIN),0.7640 (BRN),0.8505 (AUT)
NPL,Nepal,1,0.7924 (GHA),0.7682 (HTI),0.8390 (HTI),0.8455 (HTI),0.7610 (BGD),0.7717 (HTI),0.7716 (HTI),0.7118 (HTI),0.6856 (BGD),0.7350 (GMB),0.8093 (HTI),0.8222 (HTI),0.7393 (GMB),0.7197 (HTI),0.6353 (PAK)
NPL,Nepal,2,0.7713 (GMB),0.7533 (SLE),0.7667 (BGD),0.7758 (BGD),0.7590 (HTI),0.7315 (PAK),0.6893 (GMB),0.6543 (BGD),0.6806 (PAK),0.7350 (SLE),0.7677 (GMB),0.7842 (GMB),0.7218 (HTI),0.6616 (GMB),0.5935 (GMB)
NPL,Nepal,3,0.7553 (SLE),0.7378 (ETH),0.7400 (GMB),0.7409 (GMB),0.7327 (ETH),0.7249 (GMB),0.6704 (SLE),0.6447 (PAK),0.6501 (GMB),0.6975 (KEN),0.7619 (SYR),0.7469 (PAK),0.6992 (PAK),0.6411 (PAK),0.5785 (HTI)
NZL,New Zealand,1,0.8936 (AUS),0.9088 (FIN),0.8846 (CAN),0.8874 (ISL),0.9161 (AUS),0.9188 (AUS),0.8999 (AUS),0.9078 (AUS),0.9104 (AUS),0.9050 (AUS),0.8789 (ISR),0.9042 (AUS),0.8569 (AUS),0.9041 (ISR),0.8990 (AUS)
NZL,New Zealand,2,0.8908 (ISL),0.9001 (ISL),0.8831 (SWE),0.8690 (CAN),0.9075 (ISR),0.9126 (ISR),0.8813 (ISR),0.8886 (ISL),0.8776 (CAN),0.8922 (ISL),0.8775 (AUS),0.8429 (ISL),0.8259 (FIN),0.8980 (AUS),0.8813 (ISR)
NZL,New Zealand,3,0.8907 (DNK),0.8990 (SWE),0.8654 (AUS),0.8688 (FIN),0.8846 (CAN),0.8706 (CAN),0.8577 (ISL),0.8623 (CAN),0.8768 (ISL),0.8695 (ISR),0.8630 (ISL),0.8397 (FIN),0.8203 (JPN),0.8557 (CAN),0.8365 (ISL)
OMN,Oman,1,0.8803 (KWT),0.8494 (KWT),0.8089 (KWT),0.9312 (QAT),0.8834 (QAT),0.9333 (SAU),0.9208 (KWT),0.9298 (KWT),0.9254 (QAT),0.8734 (QAT),0.9029 (KWT),0.8971 (KWT),0.9215 (KWT),0.9129 (SAU),0.9307 (QAT)
OMN,Oman,2,0.8655 (BRN),0.7520 (SAU),0.7255 (QAT),0.9192 (SAU),0.8644 (KWT),0.9298 (KWT),0.9166 (QAT),0.8828 (QAT),0.8549 (KWT),0.8541 (SAU),0.8597 (BHR),0.8092 (BRN),0.9168 (QAT),0.9118 (KWT),0.9134 (SAU)
OMN,Oman,3,0.8309 (ARE),0.6624 (GNQ),0.7121 (SAU),0.8765 (KWT),0.8524 (BHR),0.9225 (QAT),0.8679 (SAU),0.8534 (BHR),0.8123 (BRN),0.8316 (BRN),0.8230 (ARE),0.7869 (BHR),0.8952 (ARE),0.7870 (ARE),0.8551 (ARE)
PAK,Pakistan,1,0.8255 (TZA),0.8756 (KEN),0.8917 (KEN),0.9017 (KEN),0.8974 (KEN),0.8829 (KEN),0.8742 (KEN),0.8921 (KEN),0.9026 (KEN),0.8785 (KEN),0.9086 (KEN),0.9264 (ETH),0.9156 (ETH),0.8746 (ETH),0.8868 (ETH)
PAK,Pakistan,2,0.8176 (BEN),0.8365 (ETH),0.8589 (ETH),0.8706 (ETH),0.8665 (ETH),0.8511 (ETH),0.8319 (ETH),0.8216 (ETH),0.8525 (ETH),0.8679 (ETH),0.9011 (ETH),0.8833 (KEN),0.8653 (KEN),0.8325 (CMR),0.8179 (CMR)
PAK,Pakistan,3,0.8091 (MLI),0.8341 (MDG),0.8589 (TZA),0.8543 (TZA),0.8573 (TZA),0.8220 (TZA),0.8113 (IND),0.8114 (IND),0.8345 (IND),0.8321 (IND),0.8437 (CIV),0.8355 (CIV),0.8364 (CMR),0.8015 (NER),0.8005 (KEN)
PAN,Panama,1,0.7186 (LUX),0.6654 (SGP),0.6599 (SGP),0.6718 (SGP),0.6862 (SGP),0.6584 (SGP),0.6646 (CHE),0.6834 (CHE),0.7060 (CHE),0.6942 (CHE),0.6939 (BHS),0.7287 (BHS),0.6720 (BHS),0.6468 (CRI),0.6864 (CHE)
PAN,Panama,2,0.7073 (LBN),0.6163 (LUX),0.6309 (LUX),0.5946 (CHE),0.6300 (CHE),0.6432 (CHE),0.6417 (SGP),0.5966 (SGP),0.5492 (SGP),0.6193 (SGP),0.6797 (LBY),0.6435 (MDV),0.6062 (GEO),0.6274 (ARM),0.6564 (CRI)
PAN,Panama,3,0.6616 (SGP),0.5531 (LBN),0.5779 (MLT),0.5942 (MLT),0.5666 (LUX),0.5790 (MLT),0.5163 (LUX),0.5779 (MLT),0.5481 (BHS),0.5336 (IRL),0.6202 (CPV),0.6406 (BLZ),0.5791 (CYP),0.6261 (GEO),0.6474 (BHS)
PER,Peru,1,0.6725 (DOM),0.7552 (ECU),0.6765 (ECU),0.7492 (ECU),0.6754 (COL),0.6744 (COL),0.6384 (COL),0.6462 (COL),0.6036 (COL),0.6234 (ECU),0.6479 (ARG),0.6336 (DOM),0.5751 (MEX),0.7188 (COL),0.6453 (CHL)
PER,Peru,2,0.6665 (PRY),0.6605 (IDN),0.6220 (COL),0.7097 (COL),0.6674 (ECU),0.6096 (IDN),0.6347 (IDN),0.5709 (IDN),0.5846 (ECU),0.5772 (COL),0.6405 (COL),0.6037 (TUR),0.5598 (CHN),0.6408 (ARG),0.6438 (COL)
PER,Peru,3,0.5866 (IDN),0.6530 (COL),0.6151 (IDN),0.6175 (IDN),0.6158 (MEX),0.5793 (MEX),0.5339 (CHN),0.5501 (MEX),0.5783 (BOL),0.5746 (BOL),0.5958 (BOL),0.5941 (ARG),0.5224 (BRA),0.5661 (CHL),0.6402 (IRN)
PHL,Philippines,1,0.8159 (UGA),0.7660 (BGD),0.8004 (UGA),0.7932 (UGA),0.8193 (BGD),0.8121 (BGD),0.7669 (IND),0.7695 (BGD),0.7589 (BGD),0.7309 (BGD),0.6473 (IND),0.6331 (IND),0.6704 (IND),0.6914 (IND),0.6629 (IND)
PHL,Philippines,2,0.7854 (TZA),0.7618 (TZA),0.7380 (IDN),0.7617 (BGD),0.7904 (IND),0.7710 (IND),0.7455 (PAK),0.7182 (IND),0.7159 (IND),0.6776 (IDN),0.5833 (GTM),0.5998 (GTM),0.4983 (BGD),0.5687 (IDN),0.5402 (GTM)
PHL,Philippines,3,0.7374 (BGD),0.7278 (PAK),0.7216 (BGD),0.7511 (PAK),0.7813 (IDN),0.7291 (IDN),0.7304 (IDN),0.7126 (IDN),0.6901 (IDN),0.6695 (IND),0.5709 (IDN),0.5918 (IDN),0.4779 (IDN),0.5366 (BGD),0.5305 (IDN)
POL,Poland,1,0.9292 (DEU),0.9217 (DEU),0.9052 (DEU),0.8990 (CZE),0.8803 (CZE),0.9090 (CZE),0.9142 (CZE),0.9184 (CZE),0.8727 (HUN),0.9124 (CZE),0.9434 (ROU),0.9308 (CZE),0.8936 (HUN),0.9078 (KOR),0.9074 (KOR)
POL,Poland,2,0.8950 (CZE),0.8670 (CZE),0.9033 (CZE),0.8838 (DEU),0.8673 (DEU),0.8795 (ROU),0.8905 (KOR),0.8894 (KOR),0.8554 (ROU),0.8971 (HUN),0.8910 (HUN),0.9075 (ROU),0.8892 (ROU),0.8945 (DEU),0.9037 (CZE)
POL,Poland,3,0.8710 (AUT),0.8574 (HUN),0.8606 (HUN),0.8512 (SVK),0.8637 (ROU),0.8693 (HUN),0.8807 (ROU),0.8790 (DEU),0.8398 (KOR),0.8890 (ROU),0.8766 (BGR),0.8900 (HUN),0.8622 (BGR),0.8858 (HUN),0.8771 (HUN)
PRT,Portugal,1,0.9277 (ITA),0.9305 (ESP),0.9375 (GRC),0.9318 (ESP),0.9255 (ESP),0.9177 (ITA),0.9210 (ITA),0.9114 (ITA),0.8926 (ITA),0.8880 (ITA),0.9136 (ITA),0.8933 (AUT),0.8773 (ITA),0.8697 (ESP),0.8705 (AUT)
PRT,Portugal,2,0.9102 (ESP),0.9043 (HRV),0.9349 (ESP),0.9135 (HRV),0.9172 (GRC),0.9081 (ESP),0.9073 (ESP),0.8910 (ESP),0.8752 (HRV),0.8693 (HRV),0.8729 (AUT),0.8612 (FIN),0.8742 (AUT),0.8391 (AUT),0.8659 (ESP)
PRT,Portugal,3,0.8992 (HRV),0.8927 (ITA),0.9014 (HRV),0.8958 (GRC),0.9112 (HRV),0.9035 (GRC),0.8894 (GRC),0.8821 (HRV),0.8585 (AUT),0.8544 (GRC),0.8587 (HRV),0.8602 (ESP),0.8590 (ESP),0.8331 (ITA),0.8465 (ITA)
PRY,Paraguay,1,0.6665 (PER),0.5772 (ECU),0.6169 (ECU),0.6749 (ECU),0.5830 (IDN),0.6556 (AZE),0.6026 (KHM),0.5610 (KHM),0.5265 (AZE),0.5620 (AZE),0.6085 (UZB),0.6200 (GAB),0.5341 (GAB),0.5905 (TJK),0.5369 (KHM)
PRY,Paraguay,2,0.6192 (DOM),0.5568 (PER),0.5661 (GTM),0.6177 (BOL),0.5791 (ECU),0.5419 (IDN),0.5971 (IDN),0.5205 (GHA),0.4946 (TJK),0.5049 (GAB),0.5566 (TJK),0.5530 (MNG),0.4310 (DZA),0.4675 (MNG),0.5303 (GAB)
PRY,Paraguay,3,0.5025 (BTN),0.5565 (IDN),0.5551 (BOL),0.5614 (VNM),0.5644 (AZE),0.5234 (TJK),0.5926 (TJK),0.5139 (AZE),0.4758 (GAB),0.4984 (AGO),0.5403 (EGY),0.5424 (GHA),0.4118 (GHA),0.4645 (KHM),0.5244 (TJK)
PSE,Palestine,1,0.5918 (STP),0.5574 (STP),0.5354 (STP),0.5691 (STP),0.4789 (STP),0.5106 (STP),0.4897 (DJI),0.6559 (TUN),0.5120 (BLZ),0.6019 (TUN),0.6352 (TUN),0.5649 (TUN),0.5756 (TUN),0.5387 (ZAF),0.5638 (BWA)
PSE,Palestine,2,0.4038 (TLS),0.4629 (CRI),0.4519 (TUN),0.5080 (TUN),0.4635 (TUN),0.5072 (TUN),0.4685 (CPV),0.4220 (DZA),0.4607 (NAM),0.4932 (SYR),0.5535 (CPV),0.4961 (CPV),0.5213 (DJI),0.4780 (GNQ),0.5167 (BOL)
PSE,Palestine,3,0.3341 (MDV),0.4138 (CPV),0.4228 (CRI),0.4361 (CRI),0.4501 (LBY),0.4424 (CPV),0.4503 (STP),0.4105 (DJI),0.4517 (MAR),0.4821 (NAM),0.5533 (LBY),0.4411 (DJI),0.5201 (MAR),0.4695 (GAB),0.5068 (IRQ)
QAT,Qatar,1,0.7466 (SAU),0.8227 (ARE),0.9671 (KWT),0.9312 (OMN),0.8834 (OMN),0.9225 (OMN),0.9500 (KWT),0.8947 (KWT),0.9254 (OMN),0.8788 (ARE),0.8445 (SAU),0.8139 (SAU),0.9350 (KWT),0.8208 (BHR),0.9307 (OMN)
