country_code_3,country_name,rank,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
SGP,Singapore,3,4.4673 (LUX),3.6388 (BEL),3.6919 (MLT),3.3920 (MLT),3.5649 (BEL),3.3993 (LUX),3.2148 (IRL),3.4468 (IRL),3.3722 (IRL),3.1539 (BEL),3.2382 (NLD),5.0100 (HUN),3.4155 (MLT),3.9283 (CHE),3.1029 (MLT)
SLB,Solomon Islands,1,3.9206 (GNB),3.6066 (TGO),3.6165 (MDG),3.8210 (MDG),3.7567 (GNB),3.9176 (MDG),3.8253 (GNB),3.7985 (MDG),3.9815 (MDG),3.4409 (GNB),3.0444 (GNB),3.5231 (GNB),4.7508 (MRT),3.2251 (GNB),3.2787 (TGO)
SLB,Solomon Islands,2,3.9760 (TGO),3.7705 (GNB),3.8416 (MOZ),3.8628 (MOZ),3.8245 (MDG),4.2778 (MOZ),4.1853 (MDG),3.9621 (GNB),4.1326 (MOZ),3.7876 (SEN),3.2690 (TGO),3.7850 (COM),5.3604 (GNB),3.3452 (SEN),3.3820 (GNB)
SLB,Solomon Islands,3,4.0658 (MWI),3.8222 (MDG),3.9088 (SEN),4.2047 (TGO),4.2627 (MOZ),4.3065 (GNB),4.2119 (TGO),4.1574 (MOZ),4.1522 (MWI),3.8280 (MDG),3.3363 (MDG),3.9478 (SEN),5.6289 (BFA),3.3675 (TGO),3.5257 (MDG)
SLE,Sierra Leone,1,2.7365 (TZA),2.5125 (TZA),2.2584 (BEN),2.2241 (CIV),3.6720 (GMB),2.7618 (BEN),2.2289 (BEN),2.1749 (GMB),2.9428 (MDG),2.2719 (GMB),2.0163 (BEN),1.7532 (BEN),2.4666 (BEN),2.1700 (BEN),2.3325 (BEN)
SLE,Sierra Leone,2,2.9983 (GHA),2.5243 (BEN),2.5549 (TZA),2.9485 (BEN),4.2393 (GHA),3.2452 (GMB),2.3657 (CAF),2.7171 (CMR),2.9918 (GMB),2.5564 (BEN),2.4015 (GMB),1.9688 (TGO),2.6355 (ETH),2.3956 (CIV),2.5078 (CIV)
SLE,Sierra Leone,3,3.0302 (GIN),2.6346 (CAF),2.6777 (GIN),3.0099 (TZA),4.7262 (HTI),3.4327 (COM),2.4396 (GMB),2.7636 (UGA),3.2358 (TZA),2.5801 (CIV),2.4689 (CIV),2.1393 (CIV),2.6362 (TGO),2.6325 (GIN),2.6442 (CMR)
SLV,El Salvador,1,2.0693 (NIC),2.0071 (ECU),1.9298 (ECU),2.0377 (HND),2.1198 (ECU),2.2146 (HND),2.2669 (HND),2.3417 (ECU),2.3845 (BOL),2.4604 (BOL),1.8807 (ECU),2.0660 (ECU),2.0916 (ECU),1.8962 (ECU),2.3226 (HND)
SLV,El Salvador,2,2.1720 (ECU),2.1089 (HND),1.9662 (PRY),2.1740 (ECU),2.2331 (HND),2.2753 (PER),2.2874 (BOL),2.4569 (NIC),2.4170 (MAR),2.5049 (ECU),2.4194 (TUN),2.2330 (HND),2.2809 (BOL),2.2431 (BOL),2.4620 (ECU)
SLV,El Salvador,3,2.3038 (FJI),2.1207 (NIC),2.0464 (HND),2.3101 (NIC),2.2578 (PER),2.4059 (BOL),2.3157 (NIC),2.5916 (HND),2.4589 (HND),2.5843 (HND),2.5001 (MAR),2.4486 (BOL),2.4104 (GTM),2.2993 (HND),2.4625 (CRI)
SRB,Serbia,1,1.8360 (MKD),1.9826 (MKD),1.8364 (HRV),1.6401 (MKD),1.6226 (HRV),1.6163 (MKD),1.5492 (MKD),1.4927 (BIH),1.2661 (BIH),1.3294 (BIH),1.4102 (BIH),1.1725 (BIH),1.5534 (BIH),1.1810 (BIH),1.2343 (BIH)
SRB,Serbia,2,1.8899 (HRV),2.1845 (BIH),1.9561 (MKD),1.9845 (HRV),1.8423 (BIH),1.7501 (HRV),1.5774 (BIH),1.5849 (MKD),1.7745 (HRV),1.6015 (HRV),1.6064 (LTU),1.4797 (BGR),1.9466 (BGR),1.2813 (HRV),1.3070 (BGR)
SRB,Serbia,3,2.0323 (BIH),2.2338 (HRV),2.1154 (BIH),2.2488 (BIH),2.0920 (MKD),1.9642 (BIH),1.7655 (HRV),1.9460 (BGR),1.8181 (MKD),1.6589 (MKD),1.6144 (BGR),1.6133 (ROU),1.9915 (HRV),1.4772 (BGR),1.5019 (HRV)
STP,Sao Tome and Principe,1,2.9967 (CPV),3.0725 (CPV),3.0731 (CPV),2.8830 (CPV),2.9418 (CPV),2.9150 (CPV),3.0539 (CPV),3.2511 (CPV),3.8125 (CPV),4.1221 (BLZ),3.8534 (COM),4.0936 (COM),4.1396 (COM),4.7552 (COM),5.0200 (GMB)
STP,Sao Tome and Principe,2,3.3760 (NAM),3.5455 (BLZ),3.4736 (BLZ),3.1252 (BLZ),3.0357 (BLZ),3.1349 (BLZ),3.7044 (DJI),3.8463 (BLZ),4.2943 (BLZ),4.3098 (CPV),4.2878 (GMB),4.1134 (GMB),4.2608 (GMB),4.9689 (GMB),5.0461 (COM)
STP,Sao Tome and Principe,3,3.4097 (BLZ),3.6546 (NAM),3.6005 (FJI),3.4411 (NAM),3.6040 (NAM),3.9794 (FJI),3.9091 (BLZ),4.3632 (DJI),4.4676 (COM),4.4321 (COM),4.5436 (NPL),4.1931 (CPV),4.6664 (BLZ),4.9730 (CPV),5.6231 (CPV)
SVK,Slovakia,1,1.9574 (EST),1.3076 (HUN),1.4502 (HUN),1.3856 (SVN),1.3847 (LTU),1.5048 (LTU),1.2831 (SVN),1.8247 (HUN),1.2069 (SVN),1.4534 (SVN),1.3560 (SVN),1.4839 (SVN),1.3982 (SVN),1.4316 (HRV),1.4117 (SVN)
SVK,Slovakia,2,2.0977 (CZE),1.4204 (SVN),1.5215 (SVN),1.4729 (HUN),1.5691 (SVN),1.5150 (HUN),1.6184 (HUN),1.9174 (AUT),1.6830 (LTU),1.5955 (LTU),1.4575 (HUN),1.6200 (HUN),1.6671 (HUN),1.4563 (SVN),1.4222 (HUN)
SVK,Slovakia,3,2.1729 (HUN),1.5989 (IRL),1.6393 (LTU),1.5802 (LTU),1.6047 (HUN),1.7824 (CZE),1.8375 (LTU),2.0525 (EST),1.7483 (HUN),1.7351 (HUN),1.4671 (LTU),1.6227 (LTU),1.6974 (LVA),1.5201 (HUN),1.6188 (HRV)
SVN,Slovenia,1,1.6582 (AUT),1.4204 (SVK),1.5215 (SVK),1.3856 (SVK),1.5691 (SVK),2.7268 (AUT),1.2831 (SVK),2.0458 (EST),1.2069 (SVK),1.3855 (EST),1.3560 (SVK),1.2811 (EST),1.3982 (SVK),1.4563 (SVK),1.4117 (SVK)
SVN,Slovenia,2,1.6599 (CZE),1.7326 (AUT),1.6841 (CZE),1.6923 (CZE),1.8732 (EST),2.7877 (EST),1.4218 (EST),2.1420 (SVK),1.5547 (EST),1.4534 (SVK),1.4522 (EST),1.4839 (SVK),1.7401 (AUT),1.7359 (HRV),1.4746 (CZE)
SVN,Slovenia,3,1.9841 (FIN),1.7728 (IRL),1.8632 (AUT),1.7224 (EST),1.9589 (CZE),3.0050 (SVK),1.7824 (CZE),2.1997 (AUT),1.8154 (AUT),1.6870 (AUT),1.6028 (AUT),1.7188 (AUT),1.7997 (LTU),1.8326 (HUN),1.7486 (LTU)
SWE,Sweden,1,1.4412 (FIN),0.9591 (DNK),1.0267 (DNK),0.9524 (DNK),0.9606 (DNK),1.1626 (DNK),1.1842 (DNK),1.1884 (DNK),1.3571 (DNK),1.1444 (DNK),1.0707 (DNK),1.2007 (DNK),1.2791 (DNK),1.1864 (DNK),1.3670 (DNK)
SWE,Sweden,2,1.5138 (DNK),1.2909 (FIN),1.3278 (FIN),1.3462 (FIN),1.4716 (FIN),1.6761 (FIN),1.6011 (AUT),1.7814 (AUT),1.6805 (FIN),1.6030 (FIN),1.4609 (FIN),1.3530 (FIN),1.2818 (FIN),1.2595 (FIN),1.3947 (FIN)
SWE,Sweden,3,1.8090 (BEL),1.6483 (NLD),1.6109 (NLD),1.6770 (NLD),1.7013 (BEL),1.7910 (AUT),1.6806 (NOR),1.8135 (NOR),1.7996 (AUT),1.7175 (AUT),1.6478 (NOR),1.5100 (AUT),1.7081 (AUT),1.4767 (BEL),1.4556 (BEL)
SWZ,Eswatini,1,2.5917 (NAM),2.3090 (NAM),2.4658 (NAM),2.7829 (NAM),2.7678 (NAM),2.7002 (NAM),3.1417 (BWA),3.1920 (NAM),2.5460 (NAM),3.4148 (BWA),2.7026 (LSO),2.5068 (NAM),2.4588 (NAM),2.2224 (NAM),2.2925 (NAM)
SWZ,Eswatini,2,3.5998 (LSO),3.4173 (LSO),3.5517 (ZWE),3.3606 (ZWE),3.3955 (LSO),3.0477 (LSO),3.1530 (NAM),3.4003 (LSO),3.0470 (LSO),3.6807 (LSO),2.7652 (NAM),2.8459 (LSO),2.8906 (LSO),2.9704 (LSO),2.9597 (LSO)
SWZ,Eswatini,3,3.9112 (BWA),3.5057 (BWA),3.6318 (BWA),3.5348 (LSO),3.4598 (BWA),3.5043 (ZWE),3.1883 (LSO),4.2390 (HND),3.5313 (BWA),3.7748 (NAM),3.4619 (BWA),3.8445 (BWA),3.2696 (BWA),3.1744 (BWA),3.3232 (COG)
SYR,Syria,1,1.9613 (ECU),2.7217 (PHL),5.5537 (EGY),6.6587 (IRN),5.7693 (UKR),5.9610 (UKR),5.0407 (NPL),3.9436 (BOL),3.1609 (HTI),3.6403 (MRT),2.9521 (NPL),3.6290 (NPL),4.2979 (HTI),4.6153 (HTI),4.8859 (HTI)
SYR,Syria,2,2.0981 (EGY),2.7905 (EGY),5.5599 (IRN),7.1733 (CAF),6.1804 (ARG),6.6810 (ARG),5.1696 (ARG),4.0802 (HTI),3.4361 (DZA),3.9237 (AGO),3.3133 (HTI),3.6763 (HTI),4.9697 (GHA),4.8994 (GHA),5.2754 (GHA)
SYR,Syria,3,2.1976 (DZA),2.8398 (DZA),5.5603 (HTI),7.2053 (ZWE),6.7327 (BLR),6.7778 (MDA),5.2801 (UKR),4.1054 (UZB),3.6130 (MRT),3.9631 (HTI),3.5764 (GMB),4.1428 (GHA),5.0158 (SLE),5.0738 (GMB),5.3401 (PAK)
TCD,Chad,1,2.4977 (NER),2.2082 (MLI),2.1191 (NER),3.7891 (BFA),2.6594 (MLI),2.9960 (MLI),3.6091 (NER),2.4560 (MLI),2.0348 (MLI),2.2976 (NER),1.8191 (MLI),2.1579 (NER),2.1595 (MLI),2.5632 (NER),2.9400 (MLI)
TCD,Chad,2,2.8520 (BFA),2.2763 (BFA),2.3523 (MLI),4.0228 (NER),2.9445 (NER),3.1391 (NER),3.9773 (MLI),2.5308 (NER),2.5374 (NER),3.0074 (MLI),2.1282 (NER),2.2138 (MLI),3.1190 (NER),2.6265 (MLI),3.1629 (NER)
TCD,Chad,3,3.1079 (MLI),2.3049 (NER),2.4536 (BFA),4.1382 (MLI),3.0860 (BFA),3.4270 (BFA),4.0296 (BEN),3.3190 (UGA),2.7290 (TZA),3.4868 (BEN),2.8483 (BEN),3.0411 (TZA),3.1291 (TZA),3.3028 (TZA),3.5914 (CAF)
TGO,Togo,1,1.6810 (BEN),1.5224 (BEN),1.7811 (SEN),1.4022 (BEN),1.5596 (BEN),1.8443 (MDG),1.8477 (MDG),2.2422 (BEN),1.9685 (CMR),1.6677 (BEN),1.5091 (CIV),1.6064 (CIV),1.8095 (CIV),1.6718 (CIV),1.6220 (CIV)
TGO,Togo,2,1.7263 (SEN),1.7814 (SEN),1.8092 (BEN),1.8470 (CMR),1.7135 (CMR),1.8922 (CMR),1.9901 (BFA),2.2638 (CIV),1.9956 (CIV),1.7343 (CIV),1.6141 (BEN),1.7661 (BEN),1.8205 (BEN),1.6789 (BEN),1.7131 (BEN)
TGO,Togo,3,1.9187 (CMR),1.7871 (CMR),1.8192 (CMR),2.0677 (SEN),2.0415 (GIN),1.9644 (GIN),2.0155 (CMR),2.4181 (CMR),2.0393 (BEN),1.7734 (GNB),1.7651 (CMR),1.7701 (CMR),1.9441 (CMR),1.8459 (MDG),1.8882 (MDG)
THA,Thailand,1,2.9370 (MYS),2.8302 (MYS),2.6556 (VNM),2.4168 (VNM),2.7839 (VNM),2.7793 (VNM),2.7589 (VNM),2.7900 (VNM),5.0017 (VNM),2.7440 (MYS),2.6140 (MYS),2.6650 (MYS),2.5760 (MEX),2.5322 (MEX),2.5969 (MYS)
THA,Thailand,2,3.3710 (ECU),3.0379 (VNM),2.8205 (MYS),2.8893 (MYS),2.8583 (ECU),2.8161 (MYS),2.8746 (MYS),2.8809 (MYS),5.1815 (MYS),2.9473 (MEX),2.8833 (MEX),2.9776 (MEX),2.7729 (MYS),2.5580 (MYS),2.6509 (MEX)
THA,Thailand,3,3.4706 (VNM),3.1315 (ECU),2.9142 (ECU),3.0039 (ECU),2.8926 (MYS),3.2687 (MEX),3.1430 (MEX),3.1537 (MEX),5.2873 (PHL),3.1332 (PHL),3.0493 (PHL),3.1030 (VNM),2.8467 (ECU),2.7976 (POL),2.8522 (POL)
TJK,Tajikistan,1,2.8134 (NIC),2.2522 (KGZ),2.4558 (KGZ),2.3228 (KGZ),2.6257 (KGZ),2.8705 (KGZ),2.8423 (KGZ),2.6974 (KGZ),3.0340 (KGZ),2.9078 (KGZ),2.8031 (UZB),2.8523 (UZB),2.8807 (UZB),2.8899 (UZB),2.8534 (UZB)
TJK,Tajikistan,2,2.8685 (KGZ),2.6550 (NIC),2.7892 (NIC),2.7804 (NIC),3.0041 (UZB),2.9978 (UZB),3.2404 (UZB),3.3439 (LKA),3.4967 (PRY),3.0259 (UZB),3.4144 (NIC),3.0766 (KGZ),3.1741 (EGY),3.2193 (KGZ),3.2354 (KGZ)
TJK,Tajikistan,3,3.0186 (EGY),2.8830 (UZB),2.9151 (UZB),2.9553 (PRY),3.1311 (PRY),3.1104 (NIC),3.2916 (PRY),3.3875 (EGY),3.5404 (IDN),3.3880 (EGY),3.4215 (KGZ),3.3007 (NIC),3.2290 (KGZ),3.2340 (NIC),3.2853 (NIC)
TLS,Timor-Leste,1,4.5655 (SLB),4.9402 (STP),4.9081 (SLB),4.0674 (MWI),4.1482 (MOZ),4.0653 (ZWE),4.0750 (ZWE),4.5388 (LSO),4.6816 (BLZ),6.4447 (SWZ),7.5236 (GNQ),4.4840 (TJK),6.1161 (TON),7.4881 (GNQ),5.7137 (SLB)
TLS,Timor-Leste,2,5.6414 (STP),5.0613 (SLB),5.0091 (STP),4.1050 (LSO),4.2708 (ZWE),4.1350 (MWI),4.3714 (LSO),4.6435 (BLZ),5.1767 (GNB),6.5635 (BTN),7.6876 (GIN),4.4856 (BTN),6.6152 (PRY),8.1884 (IRQ),6.5205 (BWA)
TLS,Timor-Leste,3,5.6712 (LSO),5.1405 (LSO),5.0368 (LSO),4.2403 (NAM),4.4150 (NAM),4.2604 (NAM),4.4694 (TGO),4.9299 (MWI),5.2390 (NAM),6.8294 (BFA),7.7287 (COG),4.6755 (KGZ),6.6283 (BFA),8.2272 (SLB),6.5300 (BLZ)
TON,Tonga,1,2.9740 (FJI),3.4553 (FJI),2.8480 (FJI),3.4435 (FJI),3.2848 (BLZ),3.2039 (FJI),3.2369 (MDA),2.9809 (FJI),3.3993 (FJI),3.3310 (FJI),3.8576 (MDA),4.6051 (MUS),3.7192 (MDA),3.5842 (MDA),3.4793 (MDA)
TON,Tonga,2,3.4836 (KGZ),3.5051 (MDA),3.0823 (MDA),3.5711 (BLZ),3.5113 (MDA),3.3054 (MDA),3.2400 (FJI),3.3456 (MDA),3.9270 (KGZ),3.8710 (MDA),4.3464 (BLZ),4.6152 (BTN),4.3306 (BTN),3.8415 (FJI),3.6192 (FJI)
TON,Tonga,3,3.5842 (BLZ),3.7551 (BLZ),3.4008 (BLZ),4.0057 (MDA),3.5437 (FJI),3.7228 (BLZ),4.3287 (MUS),3.8809 (KGZ),3.9509 (BLZ),3.9024 (BLZ),4.5000 (FJI),4.6775 (KGZ),4.3713 (BLZ),3.9621 (BTN),3.7838 (BLZ)
TUN,Tunisia,1,2.0943 (ECU),2.3762 (CRI),2.1188 (CRI),2.1439 (MAR),1.8368 (MAR),2.0218 (MAR),1.8349 (MAR),2.3514 (MAR),2.2860 (MAR),1.9927 (MAR),1.7378 (MAR),1.9033 (MAR),1.6713 (MAR),1.9405 (MAR),1.8535 (MAR)
TUN,Tunisia,2,2.1642 (CRI),2.7766 (MKD),2.3964 (MAR),2.1971 (CRI),2.1846 (CRI),2.4063 (CRI),2.4766 (DZA),2.4017 (CRI),2.5142 (CRI),2.3901 (CRI),2.2531 (CRI),2.1492 (ARM),2.3325 (CRI),2.5452 (COL),2.5664 (COL)
TUN,Tunisia,3,2.3468 (CHL),2.7867 (BGR),2.4969 (DOM),2.3651 (DOM),2.3367 (DZA),2.4395 (DZA),2.5021 (CRI),2.5248 (DZA),2.5907 (TUR),2.4094 (TUR),2.2744 (COL),2.2216 (CRI),2.5737 (MKD),2.5959 (MKD),2.6141 (MKD)
TUR,Turkey,1,2.3035 (COL),2.0985 (COL),2.3666 (MEX),3.3339 (COL),3.0138 (IRN),2.8968 (COL),1.7298 (COL),2.0004 (IRN),2.4088 (COL),1.9002 (COL),1.9917 (CHL),2.0891 (ARG),2.0389 (IRN),1.9704 (IRN),1.9957 (IRN)
TUR,Turkey,2,2.5266 (CRI),2.4702 (MEX),2.4246 (COL),3.3343 (DZA),3.1569 (DZA),2.9837 (MEX),2.0641 (CHL),2.5376 (COL),2.5907 (TUN),2.0365 (CHL),2.0496 (IRN),2.1208 (CHL),2.3438 (ARG),2.5065 (CHL),2.3663 (CHL)
TUR,Turkey,3,2.5325 (MEX),2.5523 (ECU),2.5568 (DZA),3.3777 (CHN),3.3312 (MEX),3.0326 (CHL),2.2445 (MEX),2.6073 (CHL),2.6282 (MEX),2.0847 (IRN),2.3236 (BRA),2.2754 (COL),2.8554 (COL),2.5153 (BRA),2.4957 (ARG)
TZA,Tanzania,1,2.1199 (BFA),2.1055 (MDG),2.0400 (KEN),2.2095 (CMR),2.1122 (CMR),1.0730 (UGA),1.4039 (UGA),1.6343 (UGA),1.3234 (UGA),1.4272 (UGA),1.7436 (UGA),1.6302 (UGA),1.6232 (UGA),1.7322 (UGA),1.7871 (UGA)
TZA,Tanzania,2,2.1840 (MDG),2.1086 (KEN),2.0474 (BEN),2.2908 (KEN),2.1428 (MLI),2.2347 (MLI),1.9334 (ETH),2.4191 (MLI),2.2228 (ETH),2.0843 (ETH),2.0009 (ETH),2.6137 (ETH),2.6379 (BEN),2.5162 (MLI),2.4047 (MLI)
TZA,Tanzania,3,2.1851 (MLI),2.1132 (BFA),2.0708 (BFA),2.4222 (UGA),2.1564 (CIV),2.2665 (CMR),2.5615 (MLI),2.4863 (ETH),2.4725 (MLI),2.6261 (MLI),2.7598 (SLE),2.7462 (SLE),2.6640 (CMR),2.5909 (ETH),2.8379 (MDG)
UGA,Uganda,1,2.6507 (TZA),2.5611 (TZA),2.4203 (TZA),2.4222 (TZA),2.2057 (TZA),1.0730 (TZA),1.4039 (TZA),1.6343 (TZA),1.3234 (TZA),1.4272 (TZA),1.7436 (TZA),1.6302 (TZA),1.6232 (TZA),1.7322 (TZA),1.7871 (TZA)
UGA,Uganda,2,3.1820 (MLI),2.8171 (MLI),3.0117 (MLI),3.1979 (MLI),3.0810 (MLI),2.4747 (CMR),2.7951 (CMR),2.7636 (SLE),2.1811 (ETH),2.2048 (ETH),2.1869 (ETH),2.3590 (MDG),2.4880 (CMR),2.1933 (MDG),1.8650 (MDG)
UGA,Uganda,3,3.4900 (BFA),2.9380 (BFA),3.1789 (COD),3.2641 (BEN),3.3871 (ETH),2.4889 (MLI),2.8333 (ETH),2.8527 (CMR),2.6530 (MLI),2.3920 (MLI),2.5899 (MLI),2.4453 (MLI),2.4951 (MDG),2.2941 (ETH),2.5103 (TGO)
UKR,Ukraine,1,2.2016 (RUS),2.3098 (BGR),2.1238 (ROU),1.9951 (ROU),2.8232 (SRB),4.2319 (BLR),2.6819 (SRB),2.3953 (BLR),2.3002 (BLR),1.7950 (SRB),1.6898 (SRB),2.2867 (SRB),7.8044 (MDA),7.2946 (MDA),2.6850 (ROU)
UKR,Ukraine,2,2.3434 (SRB),2.4494 (SRB),2.2029 (POL),2.0312 (POL),3.0448 (RUS),5.3553 (ARG),2.7713 (ROU),2.5247 (SRB),2.4986 (ROU),1.9730 (ROU),2.0135 (ROU),2.4297 (ROU),8.0559 (BLR),7.6434 (ALB),2.7399 (HRV)
UKR,Ukraine,3,2.4402 (BLR),2.4917 (POL),2.2727 (SRB),2.2938 (SRB),3.0659 (BLR),5.6450 (RUS),2.8712 (BGR),2.7712 (BGR),2.6439 (SRB),2.3471 (BLR),2.2063 (BGR),2.4556 (BLR),8.2496 (SRB),7.8436 (MUS),2.7796 (TUN)
URY,Uruguay,1,2.0884 (CHL),2.2132 (CHL),1.9575 (CRI),2.0510 (CRI),1.9186 (CHL),1.9087 (CHL),1.8590 (CRI),1.6844 (CRI),2.0631 (CRI),1.8084 (CRI),1.8316 (CRI),2.0585 (CRI),1.7141 (CRI),1.9439 (CRI),1.9255 (CRI)
URY,Uruguay,2,2.3168 (DOM),2.3116 (CRI),2.3861 (DOM),2.0883 (CHL),1.9497 (CRI),2.2208 (CRI),2.2576 (CHL),2.4993 (CHL),2.9486 (NZL),2.7181 (NZL),2.2861 (GRC),2.4472 (CHL),2.1886 (NZL),2.0699 (GRC),2.0282 (GRC)
URY,Uruguay,3,2.3670 (CRI),2.3708 (DOM),2.6013 (CHL),2.3118 (DOM),2.5234 (DOM),2.4015 (COL),2.5429 (COL),2.7232 (COL),2.9696 (COL),2.7435 (CHL),2.4830 (CHL),2.4850 (ARM),2.2919 (CHL),2.1298 (CHL),2.3111 (CHL)
USA,United States,1,2.2490 (GBR),2.2653 (GBR),2.2104 (GBR),2.2050 (JPN),2.2632 (JPN),2.3814 (GBR),2.4305 (GBR),2.4429 (GBR),2.5389 (GBR),2.5643 (JPN),2.9525 (JPN),2.8203 (GBR),2.7259 (GBR),2.7577 (JPN),2.6396 (GBR)
USA,United States,2,2.4740 (AUS),2.5604 (ITA),2.4510 (AUS),2.3283 (GBR),2.3219 (GBR),2.4839 (JPN),2.5302 (JPN),2.5920 (JPN),2.7226 (JPN),2.5845 (GBR),2.9922 (CAN),2.8751 (AUS),2.9134 (AUS),2.8219 (GBR),2.9164 (JPN)
USA,United States,3,2.5360 (FRA),2.5645 (AUS),2.5317 (JPN),2.4490 (AUS),2.4106 (AUS),2.5577 (AUS),2.6197 (AUS),2.8074 (AUS),2.7841 (AUS),2.9631 (AUS),3.0121 (AUS),2.8975 (CAN),3.0229 (JPN),3.0076 (RUS),2.9873 (AUS)
UZB,Uzbekistan,1,3.4189 (MNG),2.8830 (TJK),2.9151 (TJK),2.8720 (PRY),2.9277 (IRN),2.9818 (EGY),2.7408 (EGY),3.4755 (EGY),2.6207 (EGY),2.4286 (KGZ),2.4246 (PRY),2.4475 (KGZ),2.5460 (KGZ),2.4313 (BOL),2.6496 (PRY)
UZB,Uzbekistan,2,3.6328 (IDN),2.9416 (EGY),2.9320 (EGY),2.9900 (IDN),3.0041 (TJK),2.9978 (TJK),2.9698 (IDN),3.4877 (TJK),3.4334 (AZE),2.8554 (EGY),2.6681 (KGZ),2.5390 (PRY),2.6663 (BOL),2.4553 (PRY),2.8039 (KAZ)
UZB,Uzbekistan,3,3.6488 (EGY),3.1290 (IDN),3.1672 (ECU),3.0946 (EGY),3.1134 (IDN),3.0173 (IDN),3.2071 (PRY),3.5813 (BOL),3.4371 (MNG),3.0259 (TJK),2.8031 (TJK),2.7560 (DZA),2.7498 (DZA),2.5400 (KGZ),2.8534 (TJK)
VNM,Vietnam,1,3.4222 (IDN),3.0379 (THA),2.6556 (THA),2.4168 (THA),2.7839 (THA),2.7793 (THA),2.7589 (THA),2.7900 (THA),3.2955 (PHL),3.1922 (THA),3.3844 (THA),3.1030 (THA),3.0850 (THA),2.8749 (KHM),2.8729 (KHM)
VNM,Vietnam,2,3.4706 (THA),3.1961 (BOL),2.9327 (BOL),2.9323 (IDN),3.0179 (IDN),3.1451 (PHL),2.9990 (PHL),3.1299 (PHL),3.6071 (MYS),3.3078 (PHL),3.4976 (UZB),3.3137 (MYS),3.1601 (KHM),2.9193 (THA),3.0907 (THA)
VNM,Vietnam,3,3.6656 (UZB),3.2912 (KGZ),3.0643 (IDN),2.9352 (PRY),3.1057 (BOL),3.2811 (IDN),3.1587 (PRY),3.1947 (MYS),3.6595 (IDN),3.3501 (AZE),3.6523 (PRY),3.4097 (KHM),3.1674 (MYS),3.0070 (IDN),3.1720 (IDN)
ZAF,South Africa,1,3.5543 (COL),3.5781 (TUN),3.4291 (TUN),3.3667 (TUN),3.4080 (TUN),3.3550 (TUN),3.2589 (TUN),3.3047 (TUN),3.4153 (COL),3.2147 (BWA),3.0893 (BWA),3.3311 (BWA),3.1187 (BWA),2.8923 (BWA),3.0505 (BWA)
ZAF,South Africa,2,3.7147 (MEX),3.6081 (MEX),3.5490 (BWA),3.5780 (DOM),3.5552 (MAR),3.5027 (IRN),3.5046 (COL),3.4954 (COL),3.4653 (BWA),3.5632 (COL),3.1003 (COL),3.5567 (TUN),3.6702 (TUN),3.6174 (TUN),3.6202 (TUN)
ZAF,South Africa,3,3.7293 (TUN),3.6091 (COL),3.5569 (COL),3.6424 (MEX),3.6327 (MEX),3.6763 (RUS),3.6175 (MAR),3.5743 (BRA),3.5779 (TUN),3.6073 (TUR),3.3360 (TUN),3.6071 (COL),3.8655 (NAM),3.7231 (PSE),3.7925 (COL)
ZMB,Zambia,1,2.7378 (GHA),2.3762 (MRT),2.0209 (CMR),2.0425 (CMR),2.0035 (CMR),2.4828 (ZWE),2.6785 (COD),2.5957 (COD),2.2852 (ZWE),2.4633 (COD),2.4949 (COD),2.4163 (COD),2.6104 (CMR),2.7363 (COD),2.7125 (COD)
ZMB,Zambia,2,2.8533 (GIN),2.3914 (GIN),2.2042 (COD),2.3978 (SEN),2.2648 (COD),2.5473 (CMR),2.8469 (ZWE),2.8947 (CMR),2.6770 (CMR),2.9109 (CMR),3.0135 (AGO),3.1402 (COG),2.6510 (COD),2.9472 (CMR),2.8833 (MDG)
ZMB,Zambia,3,2.9788 (TZA),2.3982 (TZA),2.2294 (SEN),2.4272 (MRT),2.3520 (GIN),2.6106 (SEN),2.8601 (MRT),2.9994 (MDG),2.8299 (MDG),3.0344 (MDG),3.0512 (MRT),3.2921 (AGO),2.7318 (MDG),2.9835 (MDG),2.9221 (CMR)
ZWE,Zimbabwe,1,4.2360 (KEN),2.9175 (GHA),2.7872 (ZMB),2.2601 (KEN),2.4603 (ZMB),2.4828 (ZMB),2.5122 (KEN),4.0543 (BOL),2.2852 (ZMB),5.8728 (HTI),6.9369 (SYR),3.4908 (AGO),4.5480 (GHA),7.0246 (GHA),4.5849 (AGO)
ZWE,Zimbabwe,2,4.5233 (ZMB),3.1615 (NAM),2.9997 (CMR),2.4507 (ZMB),2.5368 (CMR),2.5239 (KEN),2.5663 (TGO),4.2087 (COD),2.5100 (CMR),6.3088 (AGO),7.1903 (HTI),3.5581 (ZMB),4.5655 (COG),7.1100 (HTI),4.7155 (ZMB)
ZWE,Zimbabwe,3,4.6431 (CIV),3.1936 (KEN),3.0276 (KEN),2.6155 (CMR),2.5983 (KEN),2.7346 (CMR),2.7314 (CMR),4.4206 (ZMB),2.6191 (KEN),7.0547 (SLE),7.5121 (SLE),3.6035 (COD),4.6494 (AGO),7.2068 (SLE),5.1305 (PAK)
