country_code_3,country_name,rank,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MNG,Mongolia,1,2.9588 (BOL),3.0253 (NIC),2.6872 (BOL),2.7523 (BOL),2.5815 (BOL),2.4000 (BOL),2.8368 (NIC),3.1244 (NIC),3.4371 (UZB),3.0767 (UZB),2.9372 (PRY),2.6351 (PRY),2.6631 (KAZ),2.8275 (PRY),2.7371 (MYS)
MNG,Mongolia,2,3.1553 (NIC),3.1824 (ECU),2.8126 (NIC),3.0504 (NIC),2.6214 (NIC),2.6172 (NIC),2.8442 (BOL),3.2765 (BOL),3.4884 (KAZ),3.2988 (KAZ),2.9483 (MYS),2.8708 (MYS),2.8695 (MYS),2.9540 (MYS),2.8360 (PRY)
MNG,Mongolia,3,3.1965 (ECU),3.1864 (BOL),2.9688 (ECU),3.0931 (ECU),2.9895 (PRY),2.7330 (PRY),2.9921 (PRY),3.3094 (PRY),3.5390 (MYS),3.3266 (AZE),2.9928 (KAZ),2.9020 (KAZ),2.8875 (UZB),2.9846 (KAZ),2.9155 (KAZ)
MOZ,Mozambique,1,1.8335 (MWI),1.9102 (TGO),2.1708 (BFA),2.0986 (GIN),2.4681 (GIN),2.0438 (GIN),2.4394 (BFA),2.3147 (BFA),2.3607 (GIN),2.1632 (MDG),1.9018 (BFA),1.9084 (GIN),1.9384 (MDG),1.8080 (MDG),2.0362 (MDG)
MOZ,Mozambique,2,1.8846 (BFA),2.1430 (BFA),2.1954 (TGO),2.3923 (TGO),2.6153 (BFA),2.4378 (MDG),2.4426 (MDG),2.3161 (MDG),2.3749 (BFA),2.2689 (GIN),1.9899 (GIN),1.9719 (MDG),2.0356 (GIN),1.8701 (GIN),2.1214 (BFA)
MOZ,Mozambique,3,2.2411 (GNB),2.3648 (MDG),2.4583 (SEN),2.5479 (MDG),2.7929 (MDG),2.5214 (BFA),2.7228 (MWI),2.6819 (MWI),2.4648 (MDG),2.2723 (BFA),2.0809 (MDG),2.2843 (MLI),2.2668 (BFA),2.0533 (BFA),2.2521 (GIN)
MRT,Mauritania,1,2.3727 (AGO),2.3762 (ZMB),2.8681 (ZMB),2.4272 (ZMB),4.1651 (COG),1.7096 (SEN),2.5594 (GMB),2.1337 (SEN),2.8924 (GIN),2.6038 (SEN),2.2581 (AGO),2.2944 (AGO),3.1559 (GIN),2.4953 (AGO),2.4687 (AGO)
MRT,Mauritania,2,2.7555 (GIN),2.7709 (AGO),2.9594 (SEN),2.6846 (SEN),4.5475 (SEN),2.6158 (CMR),2.6869 (AGO),2.7900 (GMB),2.9556 (CMR),2.7381 (GIN),2.7444 (GIN),2.3801 (COG),3.5442 (NAM),2.5101 (NAM),2.5372 (COG)
MRT,Mauritania,3,3.2108 (ZMB),2.8902 (COG),3.0927 (CMR),2.8446 (GIN),4.9978 (IRQ),2.7401 (GIN),2.8601 (ZMB),2.9270 (CMR),3.1213 (ZMB),2.7953 (AGO),2.8033 (SEN),2.6698 (GIN),3.7580 (SEN),2.5235 (SEN),2.6652 (RWA)
MUS,Mauritius,1,2.5807 (BGR),2.5769 (MDA),2.6093 (GEO),2.6395 (LVA),2.5078 (LVA),2.5188 (LVA),2.5241 (LVA),2.5751 (LVA),2.5818 (PRT),2.6381 (PRT),2.3455 (BLZ),2.4266 (MKD),2.0699 (HRV),2.4352 (SRB),2.2984 (BIH)
MUS,Mauritius,2,2.6821 (FJI),2.7108 (BGR),2.6568 (BLZ),2.6773 (BLZ),2.5391 (GEO),2.5596 (GEO),2.5485 (GEO),2.6203 (PRT),2.6019 (HRV),2.6403 (HRV),2.6781 (HRV),2.5484 (SVK),2.3977 (GEO),2.5321 (MDA),2.3321 (SRB)
MUS,Mauritius,3,2.6994 (MNE),2.7953 (HRV),2.6657 (BGR),2.7355 (MNE),2.6708 (LTU),2.6774 (LTU),2.7002 (HRV),2.7145 (GEO),2.6199 (GEO),2.6780 (GEO),2.7272 (GEO),2.6944 (PRT),2.4046 (BIH),2.6023 (ARM),2.3664 (HRV)
MWI,Malawi,1,1.8335 (MOZ),1.9099 (MDG),2.6401 (KEN),3.1181 (MDG),2.7347 (MDG),2.5874 (MDG),2.3867 (MDG),1.9224 (MDG),2.1816 (MDG),1.8707 (MDG),1.7222 (MDG),1.3517 (MDG),1.9122 (MDG),1.8115 (MDG),2.1011 (MDG)
MWI,Malawi,2,2.4278 (MDG),2.4495 (KEN),2.8094 (RWA),3.2186 (ZWE),2.8483 (RWA),2.8707 (GNB),2.7228 (MOZ),2.6497 (KEN),2.6171 (BFA),2.3238 (BFA),2.1357 (BFA),2.5604 (MOZ),2.3441 (BFA),2.1706 (BFA),2.4051 (MOZ)
MWI,Malawi,3,2.4326 (RWA),2.4915 (RWA),2.8293 (MDG),3.2320 (KEN),3.0776 (KEN),2.9544 (KEN),3.2079 (KEN),2.6819 (MOZ),2.7310 (KEN),2.4765 (GNB),2.4342 (MOZ),2.6015 (TGO),2.9588 (MOZ),2.5282 (MOZ),2.4264 (BFA)
MYS,Malaysia,1,2.8795 (CHL),2.7086 (ECU),2.6451 (KAZ),2.5911 (ECU),2.5077 (ECU),2.5577 (MEX),2.5402 (MEX),2.6474 (MEX),2.6574 (CHL),2.5675 (MEX),2.2674 (MEX),2.4042 (MEX),2.4453 (MEX),2.2203 (MEX),2.5089 (MEX)
MYS,Malaysia,2,2.9331 (ECU),2.7432 (CHL),2.6550 (CHL),2.6497 (CHL),2.6429 (KAZ),2.7444 (CZE),2.7423 (CHL),2.6618 (BLR),2.7570 (MEX),2.5930 (KAZ),2.4750 (CHL),2.4771 (BLR),2.7729 (THA),2.5462 (KAZ),2.5969 (THA)
MYS,Malaysia,3,2.9370 (THA),2.8302 (THA),2.6586 (KOR),2.8094 (KOR),2.7969 (ROU),2.7522 (CHL),2.8038 (CZE),2.7691 (KAZ),2.8857 (CZE),2.7313 (AZE),2.5542 (KAZ),2.6650 (THA),2.7794 (CHL),2.5580 (THA),2.7371 (MNG)
NAM,Namibia,1,2.4168 (BWA),2.3090 (SWZ),2.4658 (SWZ),2.6571 (LSO),2.7251 (LSO),2.7002 (SWZ),3.1530 (SWZ),3.0592 (LSO),2.5460 (SWZ),2.8306 (LSO),2.7652 (SWZ),2.5068 (SWZ),2.4588 (SWZ),2.2224 (SWZ),2.2925 (SWZ)
NAM,Namibia,2,2.5917 (SWZ),2.4738 (BWA),2.6046 (BWA),2.7829 (SWZ),2.7678 (SWZ),2.7200 (LSO),3.3068 (LSO),3.1920 (SWZ),3.0277 (LSO),3.1397 (BWA),2.9504 (BWA),2.6988 (LSO),2.5478 (LSO),2.5101 (MRT),2.3798 (COG)
NAM,Namibia,3,2.6622 (LSO),2.8507 (LSO),3.0650 (LSO),2.8900 (BWA),2.7882 (BWA),3.1771 (ZWE),3.4302 (ZWE),3.2735 (COG),3.4942 (BWA),3.3987 (ZMB),2.9552 (LSO),3.2762 (MRT),2.9151 (BWA),2.6144 (BWA),2.6807 (MRT)
NER,Niger,1,1.6766 (MLI),1.9720 (MLI),1.5173 (BFA),1.3103 (MLI),1.6050 (MLI),1.5916 (MLI),1.7300 (MLI),1.5057 (MLI),1.7950 (MLI),2.2976 (TCD),2.1282 (TCD),2.1579 (TCD),2.9149 (MLI),2.5632 (TCD),2.8530 (MLI)
NER,Niger,2,2.0585 (BFA),2.3049 (TCD),1.8071 (MLI),1.9429 (BFA),2.3230 (BFA),2.4135 (BFA),2.7801 (BFA),2.5308 (TCD),2.5374 (TCD),3.7188 (MLI),2.5946 (MLI),2.4196 (MLI),3.0573 (BEN),2.7097 (MLI),3.1629 (TCD)
NER,Niger,3,2.4977 (TCD),2.5717 (BFA),2.1191 (TCD),2.7439 (BEN),2.9445 (TCD),2.7911 (MDG),2.9639 (BEN),2.8496 (BFA),2.8568 (BEN),3.7980 (BEN),2.6414 (BEN),2.9043 (MDG),3.1190 (TCD),3.2345 (TZA),3.3188 (TZA)
NIC,Nicaragua,1,2.0409 (HND),1.8381 (HND),1.8359 (HND),1.9569 (HND),1.8544 (HND),1.7487 (HND),1.7593 (HND),1.5955 (HND),2.9705 (HND),2.1159 (HND),2.0987 (HND),1.7058 (HND),1.7044 (HND),1.7100 (HND),1.7342 (HND)
NIC,Nicaragua,2,2.0693 (SLV),2.1207 (SLV),2.1536 (PRY),2.0970 (BOL),2.2048 (BOL),2.3523 (KGZ),2.1237 (BOL),2.4569 (SLV),3.0262 (ECU),2.6796 (PRY),2.5819 (PRY),2.6008 (SLV),2.6057 (PRY),2.1029 (PRY),2.1940 (PRY)
NIC,Nicaragua,3,2.2104 (FJI),2.2464 (PRY),2.1737 (BOL),2.1667 (PRY),2.3714 (PRY),2.3709 (BOL),2.2387 (PRY),2.5429 (KGZ),3.2414 (BOL),2.8363 (BOL),2.7358 (KGZ),2.6512 (BOL),2.7136 (PER),2.5811 (ECU),2.6182 (PER)
NLD,Netherlands,1,1.2346 (BEL),1.2426 (DNK),0.8742 (BEL),0.8286 (BEL),0.7997 (BEL),0.8356 (BEL),0.9730 (BEL),1.0498 (BEL),1.2339 (BEL),1.2189 (BEL),0.9093 (BEL),0.9115 (BEL),0.9673 (BEL),1.1481 (BEL),1.1028 (BEL)
NLD,Netherlands,2,1.5190 (DNK),1.3092 (BEL),1.2509 (DNK),1.1878 (DNK),1.2425 (DNK),1.3890 (DNK),1.4490 (DNK),1.4414 (DNK),1.8134 (DNK),1.7654 (DNK),1.4624 (DNK),1.2718 (DNK),1.6136 (DNK),1.5545 (DNK),1.7588 (SWE)
NLD,Netherlands,3,1.9865 (SWE),1.6483 (SWE),1.6109 (SWE),1.6770 (SWE),1.7199 (SWE),1.9533 (SWE),1.9539 (SWE),2.0123 (SWE),2.0233 (SWE),2.0097 (SWE),1.9950 (SWE),1.9380 (SWE),1.8741 (AUT),1.7838 (SWE),1.7649 (DNK)
NOR,Norway,1,2.3044 (FIN),2.0737 (FIN),2.0233 (AUT),1.9324 (AUT),1.8896 (AUT),1.6938 (AUT),1.5334 (FIN),1.7400 (FIN),1.7858 (FIN),1.4744 (FIN),1.2302 (FIN),2.3655 (FIN),2.7822 (CZE),2.6786 (DNK),1.9279 (FIN)
NOR,Norway,2,2.3328 (AUT),2.3012 (AUS),2.0914 (FIN),1.9904 (FIN),2.0404 (FIN),1.7925 (FIN),1.6402 (AUT),1.7602 (AUT),2.0279 (AUT),1.6624 (AUT),1.6478 (SWE),2.4523 (CAN),2.9483 (FIN),2.9906 (FIN),2.0486 (DNK)
NOR,Norway,3,2.3848 (CAN),2.3029 (AUT),2.3501 (AUS),2.2081 (CAN),2.1204 (CAN),1.9712 (SWE),1.6806 (SWE),1.8135 (SWE),2.0804 (SWE),1.7939 (DNK),1.6653 (DNK),2.6104 (KOR),3.0170 (CHL),2.9943 (AUT),2.1130 (AUT)
NPL,Nepal,1,2.7467 (GHA),3.1475 (HTI),2.5266 (HTI),2.4972 (HTI),3.0559 (HTI),2.9019 (HTI),3.0787 (HTI),3.4589 (HTI),3.7080 (BGD),3.2530 (GMB),2.7315 (HTI),2.8326 (HTI),3.0848 (GMB),3.5960 (GMB),3.5398 (GTM)
NPL,Nepal,2,3.3220 (GMB),3.5848 (BGD),3.1761 (BGD),3.1517 (BGD),3.2246 (BGD),3.3030 (PAK),3.5996 (GTM),3.8516 (BGD),3.7216 (PAK),3.3040 (KEN),2.9521 (SYR),2.8928 (GMB),3.0944 (GTM),3.6402 (HTI),3.8029 (PAK)
NPL,Nepal,3,3.5127 (NIC),3.6372 (RWA),3.2710 (PAK),3.3525 (PAK),3.6050 (GTM),3.4539 (GTM),3.7516 (GMB),3.9106 (PAK),3.8391 (IND),3.3650 (GTM),3.0257 (GMB),3.1865 (PAK),3.2634 (HND),3.6609 (GTM),3.8973 (GMB)
NZL,New Zealand,1,1.9617 (ISR),1.7259 (FIN),2.0295 (CAN),1.9899 (ISR),1.6499 (ISR),1.6099 (ISR),1.8645 (AUS),1.7340 (AUS),1.7284 (AUS),1.7446 (AUS),1.9044 (ISR),1.8542 (AUS),2.0533 (AUS),1.7563 (AUS),1.7791 (AUS)
NZL,New Zealand,2,1.9967 (AUS),1.8158 (ISR),2.0715 (SWE),2.0249 (FIN),1.6845 (AUS),1.6815 (AUS),1.8743 (ISR),2.0256 (CHL),1.9814 (CAN),1.9700 (ISR),1.9809 (AUS),2.0677 (FIN),2.1227 (FIN),1.8099 (ISR),1.9159 (ISR)
NZL,New Zealand,3,2.0646 (CAN),1.9609 (SWE),2.1325 (FIN),2.0899 (CAN),1.9604 (CAN),2.0719 (SWE),2.1235 (CHL),2.0774 (CAN),2.0211 (CHL),1.9810 (CAN),2.2870 (NOR),2.2334 (DNK),2.1886 (URY),2.0654 (CAN),2.2239 (FIN)
OMN,Oman,1,2.5325 (BRN),4.6965 (KWT),6.1769 (KWT),2.5966 (SAU),2.7069 (SAU),1.9215 (SAU),2.3873 (KWT),2.6217 (KWT),2.9091 (QAT),2.5490 (SAU),2.8357 (BHR),2.3263 (KWT),2.2188 (SAU),2.3809 (SAU),2.1419 (SAU)
OMN,Oman,2,2.8839 (ARE),5.9717 (SAU),6.8923 (QAT),3.0343 (KWT),3.0170 (BHR),2.5062 (KWT),2.8631 (SAU),3.1784 (ARE),2.9729 (ARE),3.1389 (ARE),2.8578 (KWT),2.8266 (NOR),2.3332 (KWT),2.7321 (KWT),3.0008 (ARE)
OMN,Oman,3,3.2716 (BHR),6.5609 (GNQ),7.5113 (SAU),4.0225 (ARE),3.2287 (KWT),3.1461 (BHR),3.3758 (QAT),3.2858 (BHR),3.0584 (NOR),3.3105 (BRN),3.1682 (ARE),2.8898 (BLR),2.5001 (ARE),3.6412 (ARE),3.9379 (CAN)
PAK,Pakistan,1,2.9457 (TZA),2.4498 (KEN),2.0538 (KEN),1.9775 (KEN),2.1033 (KEN),2.1936 (KEN),2.3708 (KEN),2.1068 (KEN),2.0354 (KEN),2.2489 (KEN),1.9671 (KEN),2.2103 (KEN),2.2516 (KEN),2.6060 (CMR),2.7458 (CMR)
PAK,Pakistan,2,3.0533 (SEN),2.8400 (MDG),2.5373 (IND),2.5975 (CMR),2.6801 (TZA),2.8269 (BGD),2.9279 (IND),2.7778 (IND),2.6352 (IND),2.6104 (IND),2.5856 (CMR),2.6616 (CIV),2.5134 (CMR),2.8721 (KEN),2.8423 (KEN)
PAK,Pakistan,3,3.0917 (MDG),2.9896 (TZA),2.5504 (TZA),2.6400 (IND),2.8572 (CMR),2.8311 (IND),3.0505 (CIV),2.9147 (CMR),2.8480 (CIV),2.8249 (CMR),2.6075 (CIV),2.7859 (CMR),2.8279 (CIV),3.1802 (CIV),2.8597 (BGD)
PAN,Panama,1,2.4324 (LBN),3.0147 (LBN),2.8650 (LBN),2.7328 (DOM),2.5864 (DOM),2.4371 (DOM),2.2864 (DOM),2.2983 (DOM),2.5701 (CRI),2.3081 (DOM),2.8531 (ECU),2.5115 (DOM),2.5082 (GEO),2.1546 (CRI),2.1417 (CRI)
PAN,Panama,2,2.8629 (CRI),3.1319 (MUS),2.9373 (MUS),2.8482 (MUS),2.7986 (CRI),2.7450 (MEX),2.6182 (CRI),2.5171 (CRI),2.6924 (PER),2.5920 (ECU),2.9070 (BLZ),2.5924 (CRI),2.5459 (CRI),2.3634 (GEO),2.5102 (ARM)
PAN,Panama,3,2.9060 (FJI),3.2705 (CRI),2.9880 (DOM),3.0164 (CRI),2.8955 (SLV),2.7532 (CRI),2.6242 (PER),2.5738 (ECU),2.7187 (ECU),2.6538 (CRI),2.9806 (CRI),2.8347 (SLV),2.6769 (PRT),2.5347 (ARM),2.5865 (DOM)
PER,Peru,1,1.9356 (DOM),1.5374 (ECU),1.7643 (ECU),1.5135 (ECU),1.5930 (ECU),1.7728 (COL),1.8621 (COL),1.8775 (COL),1.7820 (BOL),1.6809 (ECU),1.6891 (ECU),2.0333 (DOM),1.9503 (ECU),1.6399 (COL),1.8409 (COL)
PER,Peru,2,2.2169 (PRY),1.9943 (COL),2.0906 (COL),1.8154 (COL),1.8645 (COL),1.9691 (ECU),2.0795 (PRY),1.9071 (ECU),1.8199 (ECU),1.7948 (BOL),1.9772 (COL),2.2888 (BOL),1.9984 (BOL),1.7982 (ECU),2.0333 (PRY)
PER,Peru,3,2.3051 (ECU),2.0715 (PRY),2.2611 (PRY),2.0771 (DOM),1.9924 (MEX),2.0728 (MEX),2.1406 (ECU),2.2427 (MEX),2.0080 (COL),2.0215 (COL),2.0233 (BOL),2.3292 (ECU),2.0316 (MEX),2.1612 (DOM),2.0868 (DOM)
PHL,Philippines,1,2.4319 (SYR),2.1450 (GTM),2.1287 (GTM),2.2123 (GTM),2.0085 (GTM),2.1502 (GTM),2.4966 (GTM),2.2678 (GTM),2.5141 (IDN),2.1949 (GTM),2.1834 (ECU),2.0859 (ECU),2.3109 (ECU),2.2673 (ECU),2.3853 (GTM)
PHL,Philippines,2,2.4643 (GTM),2.3987 (IDN),2.2997 (IDN),2.3501 (IDN),2.1921 (IDN),2.4498 (IDN),2.5103 (PER),2.3938 (HND),2.5273 (GTM),2.6030 (IDN),2.2971 (GTM),2.2453 (GTM),2.4999 (BOL),2.3615 (MEX),2.6243 (HND)
PHL,Philippines,3,2.6952 (IDN),2.7217 (SYR),2.6099 (PER),2.5340 (PER),2.5500 (PRY),2.4824 (PER),2.5175 (IDN),2.5043 (IDN),2.6208 (HND),2.6308 (BOL),2.4922 (MEX),2.3145 (BOL),2.5370 (GTM),2.3938 (BOL),2.7687 (MEX)
POL,Poland,1,1.9416 (CZE),1.9664 (HUN),1.7126 (CZE),1.7085 (CZE),1.8062 (ROU),1.6682 (CZE),1.5814 (CZE),1.5544 (CZE),1.8655 (HUN),1.5406 (CZE),1.6612 (ROU),1.5261 (CZE),1.5935 (HUN),1.6214 (HUN),1.5821 (CZE)
POL,Poland,2,1.9848 (DEU),2.1090 (AUT),1.8677 (HUN),1.8817 (ROU),1.8432 (CZE),1.7536 (ROU),1.7049 (ROU),1.7521 (HUN),1.9495 (ROU),1.5918 (HUN),1.8757 (HUN),1.7448 (HUN),1.6983 (ROU),1.7520 (ROU),1.7577 (HUN)
POL,Poland,3,2.0539 (AUT),2.1297 (SVK),1.9518 (ROU),1.9048 (HUN),1.9477 (HUN),1.8144 (HUN),1.7739 (HUN),1.9596 (ROU),2.1347 (SVK),1.6082 (ROU),1.9864 (BGR),1.7963 (ROU),1.7912 (BGR),1.8559 (DEU),1.8605 (ROU)
PRT,Portugal,1,1.5186 (ITA),1.7062 (ESP),1.6522 (ESP),1.5623 (HRV),1.5648 (HRV),1.5537 (ITA),1.5427 (ITA),1.6564 (ITA),1.8235 (ITA),1.7861 (ITA),1.6181 (ITA),1.6359 (AUT),1.6615 (AUT),1.8658 (ESP),1.7867 (AUT)
PRT,Portugal,2,1.6605 (HRV),1.7873 (HRV),1.7331 (GRC),1.6631 (ESP),1.6709 (ITA),1.7172 (HRV),1.7778 (ESP),1.8680 (ESP),1.8651 (HRV),1.7926 (HRV),1.7460 (HRV),1.8927 (FIN),1.7933 (ITA),1.8783 (HRV),1.8530 (ESP)
PRT,Portugal,3,1.8671 (ESP),1.8893 (ITA),1.8038 (HRV),1.7967 (ITA),1.7064 (ESP),1.8410 (ESP),1.7994 (HRV),1.9601 (HRV),1.8922 (AUT),1.8758 (AUT),1.7521 (AUT),2.0064 (ESP),1.8575 (HRV),1.9245 (AUT),1.8822 (GRC)
PRY,Paraguay,1,2.2169 (PER),1.7203 (ECU),1.4599 (ECU),1.6034 (ECU),1.6220 (ECU),2.0886 (PER),2.0795 (PER),2.2498 (ECU),2.1915 (PER),2.2632 (ECU),2.4246 (UZB),2.4853 (BOL),2.2125 (BOL),2.1029 (NIC),2.0333 (PER)
PRY,Paraguay,2,2.2415 (DOM),2.0715 (PER),1.9254 (BOL),1.9269 (BOL),2.1132 (BOL),2.2108 (ECU),2.2387 (NIC),2.2891 (PER),2.3149 (BOL),2.3552 (PER),2.5776 (MAR),2.5390 (UZB),2.3455 (PER),2.1064 (BOL),2.0782 (DOM)
PRY,Paraguay,3,2.7704 (ECU),2.1681 (DOM),1.9662 (SLV),2.1263 (PER),2.1198 (DOM),2.2994 (BOL),2.3531 (HND),2.4078 (DOM),2.3385 (ECU),2.4144 (BOL),2.5819 (NIC),2.5887 (DZA),2.4103 (HND),2.1492 (HND),2.1742 (MAR)
PSE,Palestine,1,3.4560 (TUN),3.0324 (CRI),2.9252 (TUN),2.8163 (TUN),3.0689 (TUN),3.0033 (TUN),3.4007 (TUN),2.5341 (TUN),3.6538 (MAR),2.9186 (TUN),2.8949 (TUN),2.9684 (TUN),3.0458 (TUN),3.6750 (TUN),6.9714 (BWA)
PSE,Palestine,2,3.4723 (CRI),3.5304 (CPV),3.0549 (CRI),3.0644 (CRI),3.3645 (MAR),3.3738 (CRI),3.4263 (CRI),3.2480 (DZA),3.7886 (TUN),3.4155 (CRI),3.3711 (COL),3.4612 (MAR),3.1938 (MAR),3.7231 (ZAF),7.2734 (IRQ)
PSE,Palestine,3,3.6740 (STP),3.5361 (TUN),3.3706 (MAR),3.3983 (MAR),3.4614 (CRI),3.5172 (DZA),3.6021 (GEO),3.4127 (CRI),3.7965 (CRI),3.4555 (COL),3.4056 (HND),3.4969 (CRI),3.6172 (HND),3.9563 (BWA),7.5460 (BOL)
QAT,Qatar,1,4.8219 (SAU),3.8924 (ARE),1.9215 (KWT),4.0456 (OMN),5.9641 (BHR),4.1565 (KWT),2.6992 (KWT),2.9331 (KWT),2.9091 (OMN),3.8086 (ARE),4.5171 (SAU),7.4439 (SGP),2.7333 (KWT),3.6997 (BHR),4.4957 (OMN)
QAT,Qatar,2,5.2408 (KOR),3.9261 (BRN),3.2433 (ARE),4.6434 (KWT),6.0986 (ARE),4.3867 (ARE),3.2743 (ARE),3.1444 (ARE),2.9946 (ARE),4.0924 (OMN),6.2506 (BRN),7.8553 (SAU),3.3252 (ARE),3.9339 (BRN),4.5510 (ARE)
QAT,Qatar,3,5.5012 (BRN),4.0827 (BHR),3.9716 (SAU),5.4347 (SAU),6.1768 (OMN),4.7251 (OMN),3.3758 (OMN),3.2954 (OMN),3.0165 (BHR),4.4056 (BRN),6.9967 (ARE),8.4846 (CZE),3.4452 (OMN),4.0010 (NOR),4.8281 (SAU)
ROU,Romania,1,2.7666 (SRB),2.2805 (POL),1.9518 (POL),1.8817 (POL),1.8062 (POL),1.7536 (POL),1.7049 (POL),1.9596 (POL),1.8937 (HUN),1.6082 (POL),1.6120 (BGR),1.6133 (SRB),1.6701 (BGR),1.5110 (HRV),1.7413 (HUN)
ROU,Romania,2,2.9077 (BGR),2.5004 (CHL),2.1238 (UKR),1.9951 (UKR),2.2319 (BGR),1.9753 (BGR),1.7434 (BGR),2.1763 (BGR),1.9495 (POL),1.8886 (BGR),1.6586 (SRB),1.7038 (BGR),1.6983 (POL),1.6063 (SRB),1.8012 (BGR)
ROU,Romania,3,2.9534 (POL),2.5325 (BGR),2.1792 (BGR),2.2763 (CHL),2.3468 (ECU),2.0400 (SRB),1.9117 (SRB),2.2361 (LTU),2.0971 (BGR),1.8965 (HUN),1.6612 (POL),1.7963 (POL),1.7694 (HRV),1.6586 (BGR),1.8205 (SRB)
RUS,Russia,1,2.2016 (UKR),2.2716 (ARG),2.5036 (POL),2.3326 (DEU),2.5248 (CHL),2.7142 (CHL),2.3978 (POL),2.3599 (POL),2.7899 (TUR),2.1688 (POL),2.4262 (ROU),2.5165 (UKR),2.6931 (DEU),2.5162 (CHN),2.4796 (POL)
RUS,Russia,2,2.5732 (POL),2.5924 (UKR),2.5189 (UKR),2.3439 (CAN),2.5799 (DEU),2.7770 (IRN),2.4379 (DEU),2.4110 (DEU),2.7917 (UKR),2.3445 (DEU),2.4443 (POL),2.5872 (POL),2.7654 (CHL),2.5598 (POL),2.6999 (KOR)
RUS,Russia,3,2.7384 (CHL),2.8763 (KAZ),2.6876 (ARG),2.4110 (UKR),2.5975 (CAN),2.8221 (MEX),2.4747 (CHL),2.4681 (KOR),2.8093 (ROU),2.3523 (KOR),2.4475 (DEU),2.6628 (ROU),2.8451 (AUS),2.5701 (KOR),2.9588 (JPN)
RWA,Rwanda,1,2.4326 (MWI),2.4915 (MWI),2.5911 (SEN),2.4272 (SEN),2.6225 (SEN),2.4944 (SEN),2.8773 (SEN),3.0948 (MRT),3.4213 (UGA),3.4738 (UGA),3.2059 (UGA),3.1430 (MWI),3.5464 (MOZ),2.4544 (MOZ),2.6652 (MRT)
RWA,Rwanda,2,2.5631 (KEN),2.6061 (HTI),2.6609 (HTI),2.6079 (KEN),2.7748 (BFA),2.8591 (MRT),3.1417 (BFA),3.3486 (MWI),3.4531 (SEN),3.7854 (MWI),3.3665 (MWI),3.3945 (MDG),3.7081 (MDG),2.6845 (MRT),2.7103 (MDG)
RWA,Rwanda,3,2.7001 (COM),2.6773 (MDG),2.6766 (KEN),2.6991 (HTI),2.8483 (MWI),3.1627 (BFA),3.2667 (MRT),3.3814 (UGA),3.7730 (BFA),3.8121 (SEN),3.5582 (SEN),3.5241 (SEN),3.7506 (MWI),2.8680 (MDG),2.7381 (MOZ)
SAU,Saudi Arabia,1,3.3134 (BLR),2.9746 (KWT),2.9782 (KWT),2.5966 (OMN),2.7069 (OMN),1.9215 (OMN),2.8631 (OMN),2.5003 (RUS),3.7786 (RUS),2.5490 (OMN),4.5171 (QAT),2.8889 (RUS),2.2188 (OMN),2.3809 (OMN),2.1419 (OMN)
SAU,Saudi Arabia,2,3.3720 (RUS),3.5096 (ARE),3.5545 (ARE),2.6150 (KWT),3.3102 (NOR),3.0819 (KWT),3.0560 (KWT),2.7810 (NOR),3.9941 (ROU),2.8018 (RUS),4.7095 (KAZ),3.1289 (OMN),3.0652 (KWT),3.2135 (KWT),3.1570 (CAN)
SAU,Saudi Arabia,3,3.6141 (KAZ),3.6192 (IRQ),3.5725 (BRN),3.6495 (ARE),3.4163 (BRN),3.9586 (ARE),3.7015 (AUS),2.9563 (KOR),4.2325 (BLR),2.9092 (KOR),4.7335 (NZL),3.2057 (KWT),3.3851 (ARE),3.2220 (CAN),3.3547 (ARE)
SEN,Senegal,1,1.7263 (TGO),1.7116 (CMR),1.6636 (CMR),1.7724 (CMR),1.9676 (CMR),1.7096 (MRT),1.8396 (CMR),2.1337 (MRT),2.2590 (TGO),2.0019 (CIV),2.0518 (CIV),2.2628 (CIV),2.4077 (TGO),2.2601 (TGO),3.2047 (CIV)
SEN,Senegal,2,1.7358 (CMR),1.7813 (BEN),1.7811 (TGO),2.0677 (TGO),2.2258 (TGO),1.9229 (CMR),2.0872 (TGO),2.1453 (CMR),2.4246 (CIV),2.0336 (CMR),2.1207 (TGO),2.3236 (TGO),2.4097 (CIV),2.3428 (CIV),3.2842 (TGO)
SEN,Senegal,3,1.9407 (BEN),1.7814 (TGO),1.9638 (BEN),2.1442 (BEN),2.2262 (BFA),2.2236 (GIN),2.1663 (CIV),2.3413 (CIV),2.5500 (CMR),2.1847 (TGO),2.2197 (CMR),2.3856 (CMR),2.4404 (CMR),2.4181 (CMR),3.6140 (BEN)
SGP,Singapore,1,3.9877 (MLT),3.1814 (CHE),3.0684 (CHE),2.8119 (CHE),2.9801 (CHE),2.8898 (CHE),2.6399 (CHE),3.2382 (BEL),2.9810 (CHE),2.7148 (CHE),2.9348 (BEL),4.4166 (CZE),3.2952 (IRL),3.3125 (ARE),2.7793 (CHE)
SGP,Singapore,2,4.1561 (CHE),3.4785 (LUX),3.5247 (LUX),3.3399 (LUX),3.4248 (LUX),3.3307 (BEL),3.1111 (LUX),3.4351 (CHE),3.2295 (BEL),3.1037 (IRL),3.1418 (CHE),4.8496 (POL),3.3357 (CHE),3.6585 (IRL),2.7795 (IRL)
