,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LBN,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SEN,SGP,SLB,SLE,SLV,SRB,STP,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TLS,TON,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VNM,ZAF,ZMB,ZWE
AGO,0.0,7.622735062202375,8.852594646320352,6.751826581394264,6.431157383979927,8.019709956594554,8.189340657744532,7.378597752378144,8.688031801854356,4.381754734288995,3.6508799016091458,5.454784545245168,7.43791584867706,9.422720549031153,8.925478665895787,7.369462727880824,7.887529833890953,6.619739532390279,4.876550839396415,6.265200177256377,10.337079919779592,6.440181146299344,5.479087290546312,4.076167005632501,7.7249235946773895,8.651889969036418,6.957891941650025,8.155339208776851,3.7166513162612063,2.9898947523283725,3.338240763263885,3.365114809890363,5.478507751542112,5.090543092584256,7.093532114567404,7.2152477117478115,8.872888966567672,8.223939808650497,8.45720233833283,6.7276545988927,8.436813261045547,5.813696105966522,4.706157231175073,5.88009777234375,5.040687008383627,7.777826732371302,8.660474263431203,4.933199519800518,8.163549266372868,5.614774010948052,8.073234810854416,4.349465917007362,8.129797934116091,6.279811626847756,4.291617819389139,3.445367037748513,3.652919145162108,4.448703678377733,4.172154711142551,7.971496702151628,4.777683978753993,4.317744255047353,7.637491535451347,4.596566401875747,7.909640682666268,5.796295603965588,5.864714092926063,8.309196334262113,5.927573669725861,5.072359166377228,8.992662402232243,7.855342505283888,8.162098430525987,9.068711671594055,6.475707156547187,3.9903957173521873,6.393752848526764,6.728073583345678,8.895110154537884,9.510853539985014,8.87282758789865,6.304023432580225,7.237894715673367,4.830579367070418,7.994717630054518,10.264233837721445,8.630761120785463,5.381756951743325,8.273192820144814,3.720300380779658,8.381868425161317,6.317072638307792,7.484185231129205,3.969242012880589,9.399758637253605,8.09342173794316,5.879788541397601,3.4435223060076647,2.4686585330908066,7.652493021751571,4.070471162678358,7.064794383245165,3.632147009206898,5.9811204451706725,4.687118535167945,8.55470838912832,8.340884294109852,5.725701250505343,7.604163702516758,7.666148670152296,4.012208101495849,6.358846569906699,5.265225721622055,5.538292564929277,8.297713690211106,7.409977511407541,5.089511605915027,9.024006533373488,10.872483241577365,7.339588945996524,7.871251825199314,3.34861254479281,7.487187941815889,5.288710616834093,9.646405083748942,5.333710354360158,4.124923317892805,6.065997280214678,7.525620933835461,7.559104805536675,8.115694532324422,8.385639190229368,8.358551418173569,5.119721519329402,5.592429924992673,5.7181920769245895,3.954278106964461,7.66276597839688,4.951126823787691,8.631137230902118,7.671364327575276,5.886141669675088,6.566880220456509,4.232272425502647,3.9391994813911366,7.083336130229283,7.384747025530474,8.61954975816,5.067257678737235,6.873498737491334,5.502620922501871,3.2888565294038035,4.584912064392563
ALB,7.622735062202375,0.0,8.06966643048235,5.561082845007981,4.129166801947973,5.922816379591988,4.623864222522027,3.7931722355743016,5.23141886310129,7.93401185085773,8.174177787045965,5.860728712049019,3.6137425018055174,6.217718964263272,5.0961502598956505,2.5079317030917063,3.548295072238116,3.8061661544268515,4.991211384096029,4.316730161966485,7.304634045187628,4.030218045075528,6.380896351357659,9.290460279866632,6.331787680132335,5.374505829714604,3.5566473224804875,5.211232422796346,7.207640432799596,7.064843826048267,8.844513327448501,6.449904075702618,4.012710205165689,6.718136003753251,4.268446839083041,3.384233503239089,5.1342617948550755,4.516041386227277,5.257258972597171,6.555167974006974,4.554482596395667,3.676398733756319,4.560941397846091,4.11043143707226,5.41617200640455,4.481543662701669,4.336527593560404,9.008586425683554,4.376617849278078,3.8864877009334013,4.743049308293326,5.718073498154235,5.525105379441582,4.5296426258714835,6.242171404865454,7.689070675237427,6.549072365503631,7.546199878044056,6.995413309269196,3.615075147841619,5.028707063622556,4.612321499343931,3.4579493811740374,7.3274146938862,3.742482427920625,4.918711123810634,5.3874459056875725,5.31999937618022,4.423474506977455,6.025841065431396,5.171126394816751,5.930313007084752,4.1234914982907025,5.603483942158003,4.783144146026804,6.455160668686843,4.484734166444629,6.07451962636388,4.886373745110544,6.921330451485503,7.436500191350321,6.36644514065248,3.802542604257744,6.877726623253897,3.9109468323720864,7.184357005336819,3.4825333287965856,3.647935923364116,3.716256434882199,7.937416850770092,4.615341435846905,4.621634271124241,2.5283748557974848,8.73725343911147,6.909473749903745,3.5111213661870133,4.495950388396667,8.498481860152372,6.89098655812381,3.1424890098546903,8.319497762934217,4.310846738755214,5.96984109199208,10.249746083313783,4.0081944016318,5.406313370696071,4.9057976357332285,4.478740716127188,5.233650696908918,7.614815146350705,6.618997540100148,4.152396850312165,4.000741354771374,4.758886743681189,4.02783998598314,4.1003903306850455,3.549544786124742,10.27200593286732,11.363830891335473,3.535054817181662,4.9333512162327855,7.272411844348805,7.874691611572447,6.863645805357363,6.762489302916589,7.4423625028994245,7.870220944947582,3.8341337082280638,2.856226691334606,7.94688699266085,3.8476582254224803,4.291438213763846,4.628765645541321,5.669254308209038,8.834968691335783,11.153737276363168,7.081642694150288,4.598770298844871,4.9648357032799115,8.749764944151993,4.6478707000437405,3.4897162116213534,4.348762156832635,8.237243708887478,8.129550603659714,4.142932365474911,3.183350689992566,6.365933523768317,4.798961745885008,4.781517427417615,5.672258076712685,7.586439233759601,8.509590994598918
ARE,8.852594646320352,8.06966643048235,0.0,7.607139415884988,5.25739372090964,4.477284215092878,5.086657852154242,6.291639309576898,5.239828396189235,9.641316060151016,9.912559240217863,8.130239103852698,6.0214710263978635,4.6608855486805485,6.940371823581362,6.714819467242812,6.228845315074177,6.992923152178559,6.3322945867873806,7.103406630566984,7.108724946444545,6.9933892740521975,7.364182161815955,10.727454721884191,3.6979976937409815,4.420384399767927,5.662796756581735,7.240082699492066,8.647415044260258,8.726949659964593,9.60037605311462,7.872268038101863,6.660155514321076,9.544676447392341,7.870210377092287,6.259463242771636,5.856887255496173,4.968796533404332,5.445482573948209,8.992094608777663,5.239925699826401,6.2807728402346905,6.695116880629473,6.1413742561967695,7.286513378157998,5.75264861665687,5.8535451642082315,10.854648152431093,5.51333897416302,7.342820678975891,6.338783677041283,6.853064957707579,5.5512001090604945,5.48597344730026,8.023852721727328,9.662206656302848,9.013868509054136,9.962408083866924,7.203927502016105,6.352899534594024,7.085027821930104,6.52461292094647,5.973941256602,10.0075650331243,5.906257916478048,6.982861654953326,8.099470808355079,3.7992564844955017,6.00501067678831,6.271633485492176,6.031021974883181,5.632042496608924,6.133036260410726,6.491067063498653,5.2938818332849005,8.96525922256461,6.846847163033096,7.595971606655123,5.285325494061405,5.360586280087789,9.204345852799399,7.227054897688717,8.29281454460791,9.062080597431224,5.3633061874125545,5.900893806399152,6.941085206309331,6.7344321819813535,8.514863569538813,9.664959576175404,6.958678058439759,5.5019319841206284,6.478589351431212,10.111381085154278,5.337345607105381,7.057994146264243,5.2925016042549515,9.682883773596691,8.104451140410623,7.125114581701695,10.21973546022372,4.484168352729432,7.620753116515635,11.745329462887844,6.708955458099287,5.3049370519828765,4.636633100073746,9.361945775546104,5.135526935914922,3.000796255772657,9.25807159150638,5.665851122117365,5.945995986359555,7.022378836281235,5.97590586819444,5.4163343525396614,6.159115537997691,10.140023519726501,4.550985048639755,6.277208288388649,6.503073746567071,9.19274150401527,3.354699641448336,8.314680550374076,4.237355149621896,8.655946997641704,9.993185283167165,6.487237506904121,6.439915502685879,10.376734141910962,5.798493071354874,5.19408050710632,5.827656952901508,8.550327863467446,9.510022796411944,11.109263052091467,8.97189179628432,5.855267646696646,8.054224657374888,10.344675984177401,8.916655814822835,6.664832254069879,6.723220474739996,9.234254216823857,9.485872739788862,7.069411426879074,6.965279345156782,6.479152337057212,6.494854123968715,6.5039900461155575,7.336452238760429,8.277346250966952,10.099367280117669
ARG,6.751826581394264,5.561082845007981,7.607139415884988,0.0,5.9876445839042365,4.869541590424002,4.924279565486662,6.6942789136711,5.719295073856484,8.410847105580213,8.367414252396394,6.027814444422259,4.674926490399647,7.31876023864434,6.530746465455329,5.0793084510327935,4.811388796145095,6.285982927886382,4.274902147797236,3.8943790200377024,10.039935382906249,6.267657001229298,6.227236400508765,9.243262614276626,5.283300189855818,5.861970307711992,3.6247159072191613,6.176267449479659,7.56127951517558,6.753859976243401,8.473406240157413,7.219699352933283,3.4593300485607426,7.613307344970839,6.564486923976021,5.2049567058682,6.422745663630082,5.1457449581786,4.770170062786718,8.635493118971015,5.584196619410677,4.402563446249739,4.681165040025281,4.103099203074059,4.56139300589674,4.732357071985998,5.571659039591043,8.636044028069888,5.290330462159793,5.69759469342512,4.857843001263775,6.1720583946918905,4.714037621170349,5.789105105356079,6.200734693041207,8.371764960918576,6.965270700779136,8.363723033816994,6.570530704791849,4.7918950888669825,5.387696601421728,5.405812379978275,5.105963555537921,6.390069915900843,4.770821786850638,5.674949853987037,6.220414495704664,6.167337801874808,3.1998350901956814,5.478658502595993,5.385403093045283,4.94226160804453,4.652496501538861,4.841411505666879,4.592877681363481,6.909515595748197,6.541048976836797,7.709290314075696,4.959449705795316,7.637401588405691,6.53924428634579,6.457683821847178,5.989149915360649,7.942784670773073,5.397649285746328,7.606145116803517,5.543484674220067,4.958298425329612,5.936470485570226,8.097361794485657,6.778331147395379,4.342952268053487,5.356525301276132,9.060274729102204,7.366441604522913,5.633858857418194,5.355921845314084,8.614307844018482,7.494892322435059,6.130266914518564,8.018209208206516,5.568648933612684,6.714578678801668,10.318026693444647,5.160203312307747,5.301414666135525,5.637923348191916,5.914180670434392,4.43019051934781,7.619021070900163,6.038080381895598,5.432640948597651,3.852668262713754,5.417597408853924,5.0760104932511805,4.758036363415373,5.059548453950128,8.565559870001659,10.85030923346132,4.138644164887626,4.226866296340707,7.9454115735715805,6.854206087626202,8.539279900482322,7.021063122292651,8.441803375463211,8.071915030810421,5.226116319763681,4.848521858098442,7.953525746297262,5.615893374047121,5.765552145925058,5.11523290223898,7.534845372626659,7.268972611791037,10.961948455589154,7.781012839811115,5.964808589708222,6.493067436233491,9.771902283338717,6.959974490968602,4.7721973458033515,2.495716861773311,8.319155522677523,8.308374903824859,4.4377642619034425,4.278487335511524,5.114910919494487,4.91772758035216,6.551159217424863,5.308935240473153,7.091804895990145,6.185559275939809
ARM,6.431157383979927,4.129166801947973,5.25739372090964,5.9876445839042365,0.0,4.654658816803365,3.9653679858656026,4.068652533967494,4.175388314219238,7.162647776746663,7.508067990586979,5.662086669799908,3.627426154609079,5.513592265655758,4.312906820157578,3.427337599891945,4.411878717534312,2.850110172600292,4.343783406934437,4.626896928201801,6.974072886586333,4.16398866812995,5.0371208101019205,8.197548954038686,4.2593774863163665,3.721810092415689,3.520520352481339,5.819834022037398,6.223956927084256,6.190998507089728,7.5719581369575355,5.060336182330243,3.7794531744076774,6.218811461642369,3.880148356104368,2.948896770456198,3.798447008383776,4.114114342389886,4.910737113985325,5.240846889234385,3.9100249676232415,3.3925390803937376,4.172004747471882,3.8187545382108317,4.882934964824529,3.664799558908192,3.8767395002647866,8.596833693078043,3.82376005092043,3.682421009936716,4.463894215961508,4.47143246891532,4.559045490285197,1.7419893804029785,5.571012552126959,6.995208069173492,5.660378760541571,7.207048449767932,5.71099645401029,3.5492182382807935,4.326981843810874,3.3134073131820707,3.460670212984647,7.120147370179051,3.9123707545572484,4.932891384538433,5.550177965746298,3.533329750250465,4.172520828457638,4.82288702704655,4.997832366557245,4.749342264175576,4.353268164065196,5.852672115236626,3.812126676315541,5.774514241777201,3.7339438255695296,5.91813430530685,5.032167031721314,6.32825296983249,7.1731267276761415,6.164622956354516,4.938584129140937,6.0462484496916415,3.0454085090515783,5.389248120109114,4.22079922392345,3.372430254813492,5.559926158706198,7.111716610423978,3.9938644335291973,3.96508037415259,2.9497729914195374,7.90980100419458,4.588175569492336,3.533155172386497,3.5775216564596404,7.285995032034865,5.471865043400593,3.5656809522044752,7.647256658889157,3.133286417920547,4.495467450181175,9.786366991840135,3.4647297137339588,4.476087209727194,4.3360376932950695,5.33977276647648,4.0222331637667175,5.126363303230088,6.438412042607391,2.5102170441845266,3.638921354727098,4.435884048799295,4.531592590381197,3.0856174110465813,2.861400013148904,8.952486086906237,8.700398107787228,3.9056243509148763,5.5107726308287495,6.069168119455343,5.627416914111011,5.952800986981192,4.814879264115226,6.433925629985043,7.365772789170743,3.5838965856609475,3.5657375434687046,6.99644827498422,3.7843307400186172,3.8778878048186027,4.163379129712267,4.911701910524265,7.386494140980106,9.796945044522385,6.305618562023724,4.53028332921486,4.798313850513022,8.244317125344313,5.797949065939114,2.833324551578362,4.628645199073358,7.463902828554077,7.183341310585579,4.420582284412787,3.8088267367907878,5.792693109921389,4.160322544005131,4.671831701048994,4.631090735426168,6.099842053351441,7.974541671288269
AUS,8.019709956594554,5.922816379591988,4.477284215092878,4.869541590424002,4.654658816803365,0.0,2.5922924582263467,5.114304762577039,2.9669337674816925,8.901005644121275,9.197062433678829,6.866650898212886,3.6024315008399004,4.47872171035081,4.800596445983616,4.39681330878025,4.4174907164621615,5.526604476701188,4.466228312909393,4.017908481372968,6.987795578366415,5.866428942836852,5.6642750724848625,10.25330318491295,1.5165752683372193,3.1132270303063576,3.1345747517574787,4.713132059260965,7.934062056314709,7.600443381049334,9.275168217486605,7.3276244782285005,3.936712461966364,8.406734362796868,5.919279758494666,3.883483269914315,4.257447029013843,2.970740435452559,2.3580253612008764,8.108152458060857,3.0752669859775925,4.253650496571287,4.684903553991158,4.029055427756573,6.024146076101732,2.711668583067758,3.799751142555986,10.096917331230427,2.636895480009442,5.876301258718481,2.8463449531587965,6.557250131983164,2.1829395998783263,4.5719492064828495,7.606536420848376,9.269206026168174,7.83283032053467,8.984144784764723,6.478981743934071,3.3769235988028568,5.498880537570805,5.31958007134747,3.600850257878539,8.519349440509131,3.76115092275356,5.689596043835129,6.534211655681131,3.970543740209627,3.9872159822373923,5.161571326585874,3.4486911735238426,2.2969547620707833,2.8757538586896922,2.9075469059316092,3.53422658683571,7.55970850101789,6.113258234097214,7.785214765274726,2.919838198405435,4.368762599949624,7.95518552955568,6.525628495664507,6.364852129586372,8.244193042399637,3.5459787191668672,5.190551472359166,4.4777694024004875,4.96901571232056,6.194050358888708,8.884018706725026,5.384817238137675,3.6755949527965144,4.6972490319098155,9.677195876445072,4.957735782643649,4.777579663014524,4.739704748153741,9.264586744362983,7.754611310403643,5.497383353524611,9.204548235172544,3.726985352651197,6.783934878932808,11.17678156710228,5.648888603036412,2.9196267111721896,2.5156849644837886,7.255475800418999,1.7790728670025597,4.523675419707154,7.688531603838551,3.899278586830367,3.9826650248787567,5.271013558810588,3.5237384355266927,3.0305115041434414,4.955194756390142,9.125650840815137,7.458180774597739,3.6187196992273605,3.5380979407700806,8.461821308768057,3.742409834653574,7.586830020601527,4.615233216224258,8.251244603554417,9.41220705157483,4.568401388731288,4.150102468184035,8.575535968360352,4.091836381561283,3.7171777726901105,2.9859775925806926,7.5966708094122986,9.099292853211693,11.386917879982748,8.190727262482124,4.540678780799557,7.150862766421779,8.772036069313486,7.151709574004895,4.5789769647305665,4.133045454643675,8.920753054069092,8.927381793982763,4.195240293217215,3.906874748977839,2.987340857325166,5.094895140366879,6.265543439847539,5.280832045407783,7.683855004350579,9.1097099786521
AUT,8.189340657744532,4.623864222522027,5.086657852154242,4.924279565486662,3.9653679858656026,2.5922924582263467,0.0,4.526686196178441,1.6132300595668987,9.053671979862775,9.03707486171,6.9185299891677605,2.1689261075755533,4.201953297858594,4.0834649479428435,2.939175022426693,3.2716933715075838,4.412952791193515,4.455731060858967,4.209200518435732,6.710615410357748,5.187377522502193,5.244396685088091,10.25480329182746,3.027398278332645,2.278387757040775,2.6692159999740714,5.044031754377738,8.020347712958632,7.781527453173865,9.2003822289972,7.04390992316005,4.022405970982474,8.18652112766912,5.057562522180845,3.1477959170191423,2.82722299234635,1.4198725280616218,1.800317585411594,7.176867826271949,1.726954360801703,4.011980724626487,5.004320458112073,3.6189549877061506,6.007174894492049,2.406232542602686,1.7488535917474826,10.367418228484615,1.442238317782389,4.881721717953614,2.1815531236473666,6.307840761773126,2.2322784983260004,4.252271561586388,7.454782520303555,8.95012950877813,7.800745192883852,8.91982135564287,6.352757769346298,2.2137203395059095,5.399948501075479,4.8830226577827665,2.0369940809196594,8.444901759830122,1.729010857475861,5.838029914533364,6.537107971987336,2.6136190319944643,4.218570896408823,5.068314814985308,2.6587671509602573,2.8332822401819664,1.9924264725148488,3.0204565683951086,3.783055878910619,7.48769520286717,5.429770879227661,7.247913803307186,2.379147891481446,4.555165940040637,7.357045412521921,5.978641405883228,5.597151438165553,7.50889085216482,1.7887822770849515,4.139975600783164,2.4896535947021636,4.33567506078248,4.749845065832982,8.778466168724318,4.04475621299827,3.5417916634354585,3.041946339049479,9.726210046114852,4.4531340058598925,3.295905451807153,4.281317925168769,9.099160096125921,7.6479986519258345,3.8957193526069505,9.087850205875126,3.455597719961268,6.24247392207661,11.413779668991248,4.960543211100735,1.9453268407742934,2.1129601364594586,6.840543721465013,2.3049692225129075,5.279797748457475,7.763090573182665,3.2358423513793433,4.025846604029815,5.046207389766412,2.266751866675652,1.7866557495217412,4.506396320965791,8.864902947014176,8.693810041285362,2.1255409117530593,3.790006918884529,8.251250465859886,5.2700088058719965,7.630632782423345,3.951802496089994,7.867466160726188,9.338008320609818,3.776121501142613,2.619427843515664,8.341873278219882,1.9850901196339878,1.7561240874963455,1.5988151768954513,6.667634509846181,9.424728933728725,11.683847007220663,8.093156217455766,3.861077671101731,6.7918187274219575,8.205026654443893,6.000782636201265,3.6584726106740404,3.9569611880839575,9.10391886304155,9.040513446483834,3.428709063192037,3.3328704432162195,4.173762553117345,5.1779238480792795,5.57388653273883,5.074817797375296,7.573091947644211,8.873073363430558
AZE,7.378597752378144,3.7931722355743016,6.291639309576898,6.6942789136711,4.068652533967494,5.114304762577039,4.526686196178441,0.0,5.127788275629928,7.420951222899164,7.736871796249954,5.580150088342666,4.207330362795144,4.625669678599794,5.580534627284493,3.7087005197156775,4.206580828583196,4.473998130134844,4.314506077788744,4.433284949639469,4.622063193356554,4.189991877782495,5.793094331535459,8.892522571744164,5.210599581149321,4.904103382700554,3.8789649641228943,4.0560233135903845,6.448552756397085,6.548461150011866,8.1313359750121,5.523711233356118,4.337716245049698,7.212250201341944,5.499966397116694,3.855693500151976,5.686693121225005,4.213485099436246,4.766492703440224,6.701689834124543,4.399012838097635,3.492314101498681,3.99432753277572,3.9490618808471316,5.46787875029815,4.770789421238671,4.9128595273691404,8.925904836871963,4.255472755840062,4.5585084776389495,4.949909373735014,4.955495098402689,5.308440899904742,4.574935722717204,6.202089955993809,7.303630580958321,6.801747912102343,7.281404785873811,5.832294528069928,4.657202802401108,4.887194520853688,4.445390845175763,4.030356553779337,7.650027315429501,4.258197368958878,3.7466095163254503,4.905735406318459,4.79118637656134,4.551683672525208,4.778540501658572,5.6753014062400515,5.8463504654744165,4.347307687484184,5.508086481528998,4.237752157381744,6.29539745427407,4.433699541459086,5.266875770867289,4.490895847381958,4.882646692984434,8.548009615632337,5.551405310345169,4.806666010278387,6.609169539506724,4.168171830765653,7.517578980882417,4.648214485941625,3.7531125424518703,5.057288588963958,7.560404793319421,5.701381359168296,3.8175788403383972,3.8687231006978853,8.01103466339276,7.016514642698083,5.139340934955555,3.8788992556092805,7.980331228820063,6.372223840728561,4.249969080405413,8.360468746317682,3.021087424614531,5.61362361944488,9.768307336478365,4.269022938273706,5.497867125516,3.8298136920079027,5.766716663679256,5.106943603193863,5.18971567756558,6.783752067554664,3.83733030205869,3.667303623431108,4.222319498716047,3.9558222230016877,4.491675327625752,3.2200230154520337,10.029687052288267,8.832407323289578,4.046057643449678,4.68538012097791,7.237293677726702,5.734454144301956,5.361816105207492,6.5167423766315595,7.057702530659711,7.723868944515871,3.7120529951606684,3.8415518070544037,9.314277826911251,3.8680034545679476,4.25162176688071,4.9571729869723224,5.422796057226386,9.356351530921739,10.058762450619717,6.611167748040622,3.749035605548395,4.905403851481526,8.16753410131738,5.805493077417105,4.243113213800403,5.366275199151605,7.36834715341217,7.603147412747442,4.862208506472186,4.525798991995969,5.916673090085106,4.448957634846322,4.061117355107215,5.234038370177657,7.000841303278326,9.226232114316682
BEL,8.688031801854356,5.23141886310129,5.239828396189235,5.719295073856484,4.175388314219238,2.9669337674816925,1.6132300595668987,5.127788275629928,0.0,9.47739308884623,9.630555895050078,7.7980417287716115,2.4684290172919603,4.155128538170756,3.7172631377033505,3.6004208151255908,3.814385523599606,4.838492090604716,5.26961427743196,4.578402206779915,6.823252326559475,5.906864319077485,5.607878586660106,10.78906875806312,3.3308618532480767,2.2090361396052467,3.3025771512320365,5.494048273118207,8.474121900494989,8.346531973443385,9.635376535468449,7.486772529143044,4.700023191351928,8.763424998791642,4.921793337819758,3.3211603873869784,2.3118311745639297,2.132397471772412,2.226679037467998,6.862959034909438,1.3624645244899467,4.54784715919704,5.6453638653943425,4.547240025371719,6.929125291565888,2.522159912805142,2.0480662464454453,11.133914530215813,2.0279766929200003,5.267076650264049,2.1605814300824235,6.783838178618686,2.2332216354290546,4.456948033973021,8.086775242065086,9.483259749562764,8.193161340176507,9.46408453476802,6.850283776526134,2.2233473069933627,5.994174760994672,5.416121708238548,2.6057155722519614,9.252145137990293,2.338883705405834,6.566961244554797,7.166694485859581,3.008731066033106,4.977139437045587,5.735208587880179,2.866201417662923,2.7986345178309104,2.6557792442421646,3.2894475308287934,4.435215540978394,8.049026860498408,5.858085747878964,7.931424972233613,2.982394585184084,4.686189481312785,7.598493594693037,6.477587795657679,6.47494133448212,7.819364268280774,2.1400187841303167,3.2116585114567235,2.800433739018856,4.845140378021082,5.3237779270245875,9.33590347193582,4.149633393764961,4.08994143463307,3.582144399590377,10.31870867644081,3.7317912424484785,3.422072491367709,4.815375324733104,9.595558736920497,8.07005795784238,4.287502366784604,9.790360983350821,3.8197374782588573,6.661421589549774,12.03994167417817,5.639685490889893,1.1028389914999794,2.768612599559332,7.246572831715847,2.8485206004110157,5.656368847263017,8.46868725137997,3.571407742584823,4.679532353872476,5.511778230717441,2.9381315711581895,2.4632117516287546,5.1477240596510105,9.303580878532507,8.859575342003332,3.166763404279057,4.387331888298733,8.743943007766473,5.710999475909669,7.928653609774387,3.3454075143554496,8.43541445346538,9.981335276904362,4.177248226862964,3.1066546700143243,8.359665095621052,2.618576403099344,2.602223841087744,1.455604157592249,7.230933869463363,9.998886928252045,12.29382324311007,8.567735353781964,4.336767998838571,7.587489824621375,8.507757609556865,6.7708154161888485,4.021010146900685,4.4860074713444344,9.80207202686802,9.660773358262425,3.7857789382696008,3.511130199099259,4.329595963011102,5.90692432667541,6.202472189565904,5.3866936208171365,8.109752841195238,9.66116168259519
BEN,4.381754734288995,7.93401185085773,9.641316060151016,8.410847105580213,7.162647776746663,8.901005644121275,9.053671979862775,7.420951222899164,9.47739308884623,0.0,2.9779909392839827,4.985223295772286,7.940802684837916,9.461524109664708,8.917529858224551,8.063914510927903,8.554269206857345,6.61621705176741,5.551483853438218,6.966034950043289,10.28228390284157,6.243788633064625,7.352137237947435,3.390667916856264,8.929138772035184,9.229880122475958,8.101164353530034,8.279031166805693,1.4999450818443432,2.363175745883878,4.231978966893835,5.125152662574419,6.564956629613234,3.352150554433822,7.140183810775268,7.398212062089443,9.118036682098838,8.810458862198912,9.254159871784735,6.9565090437734325,9.210576016840486,6.158966604528195,6.184119756996021,6.247911107395,5.963094299337668,8.78421468291581,9.45842642941228,3.839871147707847,9.104614512064895,5.757934059853596,8.890348110880922,6.458760050912471,8.851804013769486,7.055304439909836,3.932343239698925,2.996799809852708,2.716003415665032,2.4697867775958295,5.93800693158105,8.694541333975266,4.041713187963662,4.683232453667092,8.129494954591221,5.3375696319766215,8.639145320983582,5.6214571047564235,5.511347818350374,9.075780613548881,7.38710267053031,7.180472178411321,9.728474812018018,8.683505589595425,8.843778187013774,9.600757540628527,7.206754952462292,3.1511031458761316,6.272866959797153,5.327659683228522,9.526708765898888,9.878972464376941,9.243158861280703,8.608659529820166,6.7606770051718215,5.978807006880997,8.715238367406902,10.903686036990043,9.19532864884026,6.212271740593479,7.719691446510703,2.5919613070614442,8.036664398949801,6.673252907548142,8.26795835015091,2.469705039879171,9.594145367684995,8.74402204957474,6.797353880732353,3.84388659434376,3.8647424017463243,7.533558849439369,4.093624441122057,7.536977226676924,5.432483929397442,3.3884698525504584,5.234487027985944,9.354678957017834,9.12961676015141,5.182697250535511,8.44796396017539,8.550634299226337,3.8960194514984634,6.897342725859852,6.2031080688637354,5.172438375505551,8.715472538473866,8.050806249808945,5.598003115655914,10.647273133568211,11.016794395752273,8.042208178152718,8.376520588993044,3.856313273128848,8.634978637884636,3.614040093135613,10.096479200465923,4.555032528181801,2.3324600976636116,5.951960552760431,8.151483164428633,6.920518969950732,8.787124955554495,8.987909663179511,9.4528898470148,6.517859259795016,6.425447406200041,4.254449842855514,1.7130574047456293,7.323726004525049,5.323009857069592,7.846814327385766,7.226170072454131,7.051960769407626,7.955824800784891,2.9458256181755593,2.69340658762207,8.240046707797301,7.9752276356994685,9.016621495275915,5.947901892803032,6.556806802817952,7.313493024751032,4.101951244243726,6.738672262969685
