,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LBN,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SEN,SGP,SLB,SLE,SLV,SRB,STP,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TLS,TON,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VNM,ZAF,ZMB,ZWE
AGO,0.0,8.692709830175266,8.824068451849856,6.593850236770501,7.963190604066548,8.737931431357996,8.945610633300571,6.199571773181419,9.488664132508832,6.311899490157257,5.7522352465715185,6.6977587464828465,8.70709767736308,9.533528530836184,9.416324741839533,8.746486260706929,8.020638918800705,7.3074801626114665,5.522653923348376,7.204664253754447,8.015857831472298,7.3178235762945505,6.733167473581511,6.904446403419697,8.865646823417778,9.303531090860162,7.523190713247355,8.11144944255049,5.143270883055744,4.493237286788618,4.071539634353479,2.7767002605202467,5.991027321650937,6.729169183440188,7.806018673664297,7.561762936664232,9.923831059009192,8.957682038893417,9.122917243544464,8.163092667824706,9.387086699842113,6.973436748827497,4.736553140144212,6.237901444868968,5.237358591614192,8.85302323968148,9.160041388095566,5.345217355855085,8.967548734136177,7.697581267095103,8.974058281995797,3.8403179795436886,9.130659989867995,8.012672485139035,4.659774174981107,4.794036874818466,5.5615390484725316,8.366537166888593,4.745718389216647,9.463303265239995,6.171425289145637,5.471093581709723,9.357335637078883,4.224822067376904,9.003856766264725,6.070725769154247,6.432078746079783,9.30972130450749,5.700043110427202,4.377314759091899,9.370976780510237,8.811290946199547,8.951716124218636,9.954046432138806,6.804849267859939,5.7364963171220875,6.165377978028862,8.000567796126738,9.406102853186646,7.975395851801214,9.613707520376424,7.214658690822044,6.666456922436289,5.579719354533193,9.376131236266655,10.883942600016244,9.310908738986832,6.164727447473924,9.188339343157315,4.819198382880212,8.50274647826381,6.525402827885354,8.146343888097086,5.632837234685703,10.014309064753498,8.911124020110465,6.644646848567228,5.070183019510137,3.902860562317714,8.693824314868516,5.550039344533456,7.652351243419651,4.4119228627824105,7.0534099749701475,5.388784550106445,9.439519699554898,8.711250064825338,7.282357690075319,8.423039720933613,7.4843719367195805,6.006939958891653,6.962215604921737,6.062157988680282,6.343696362442198,9.29329379797173,8.860890646947869,5.752927643642235,6.642721922124233,9.501808807228857,8.491424778198745,7.921066270951494,6.463061367307002,9.735167791615135,5.980690594915473,10.314056894093454,6.552944631035927,4.817342971909035,6.899389475999237,8.557921895963684,7.494821690511628,8.96030746290818,9.185744738624447,8.703070712383468,5.502421544792928,4.321094164585466,5.937996027105277,5.803580617868472,8.730631867534443,6.162054030411309,8.64526551701579,8.096586202090021,6.212346856039961,6.255131627934718,5.2587055343527345,5.001814608022062,7.9051716468284186,7.579068922873953,9.571796713319591,5.893839145475962,7.817359266401247,5.965800618777646,3.899122954638685,4.927618314384004
ALB,8.692709830175266,0.0,6.456548982239589,6.623734785735224,1.7648499416994166,5.8116953815998995,4.807746254096833,4.881651491661831,5.769260709521328,8.037510813406051,7.8938464587348225,5.742830705175805,3.536558608295399,6.280668007704643,5.40994849999716,2.54321554881363,3.941478936881041,5.382171357752053,4.8939102164758665,5.2486688962047365,6.509088672606655,4.263326536974468,5.835759069552486,8.437839952722307,5.811097990164785,5.562029752280165,4.525702357190256,5.4780015611195525,7.267894851838539,7.152495843641475,9.026898882600854,8.074861702082487,4.813976701247247,6.975748765555135,4.464449578344703,4.105306896967621,5.2822466331843625,4.959555215485062,5.654220584148729,7.532539989879754,5.406508986238907,4.098165812331601,5.357129053439755,4.807024921481486,5.561063137433973,4.71358890738736,4.8096000719376715,8.386421225685142,4.628488936004399,3.8500389526155496,5.33305071811314,6.499078040403504,5.751363283934628,2.7379255765918673,6.2699893358917205,7.637948598495012,6.945840426263481,8.384163249186976,9.572142058913105,4.471703246158277,5.323809602053721,4.90524189091052,3.249373083092591,6.152020156912404,4.002475131992814,4.935084950447797,5.710680034129389,5.309749178689626,6.596579023919734,6.4531700075637985,6.5588541710578285,6.195002857361078,4.606499316327689,6.199892533644858,5.372646160817687,6.437714102636628,4.862699315877987,7.996407871783264,5.03844479125044,8.472019686554717,5.003365645730101,6.066092264134272,4.641535838257083,8.10658385794164,3.6352980883855666,8.083666502654356,3.603871237897699,4.092506489781871,3.491627491426771,7.776988271189771,6.017579569272302,4.984817400847769,2.565288910697723,8.794172259207015,7.514987134510941,3.6487439098639673,4.888169200844603,8.337193716909177,6.9270198041486255,3.8213755724564886,7.737088287362677,4.775767921310432,7.123180896933995,9.56577106897879,5.512882291720102,6.078852867860789,5.459595545527773,4.747934093004557,5.080561879134366,6.405983261805648,6.635605580892357,4.7300825111881375,4.806076652469865,5.126786881727666,4.146972702598355,3.852089713024808,4.0385859781736215,5.996998778847427,7.9374334374106725,3.3654765825994684,4.925836131287081,8.000658961331139,5.607004043588556,7.078083841208454,6.601528067999353,8.695593952057397,8.249683189721983,3.9041487640744514,2.6140609729792716,7.00745796533372,4.181331201368359,4.25588616550394,5.607472198587076,6.2344194330265745,5.805697525233765,9.633034476918516,6.858025406022065,7.524982829635117,5.165670550514192,8.27386625217785,5.103456019206975,4.050815458513944,4.935570500767946,8.111300698872737,8.260590276426525,3.737023083680326,4.437175313080185,6.642352381366225,5.061373204617648,5.275220629285687,6.090484878060023,7.568612163268051,6.277552635385631
ARE,8.824068451849856,6.456548982239589,0.0,5.833709676568217,6.0006629599336785,4.126293462888748,3.3247506274195806,4.274097014927884,4.012858418513035,9.868411210047977,10.090325724454912,8.207867217451469,4.63137272136773,2.451749343027613,5.770095718677859,5.776491213369973,3.712264692869737,6.983445251720621,5.825109956376986,6.381002425048461,4.125122261945204,6.174761243635054,6.806621841721965,11.205141464942892,3.6800585106492534,3.6868536107746754,4.032246229152754,5.991462831250911,8.797855554594202,8.6073570105191,9.756593994855741,8.237036117833327,5.487177270713399,9.809041250054447,6.867182551682965,5.200879178970632,5.4424626139249765,2.858436786305954,3.5473604943259898,8.810307798658355,4.122212809539083,5.41554991980181,5.799356234125489,5.16610551613846,6.567215273330611,5.016680556233436,3.5723346334592363,10.214011131907487,3.9447715411807023,6.623412771596929,5.203991586701459,6.3707712487766,4.4034210893417765,5.653334382439082,7.633888894997704,9.4260352180342,8.949716938389672,10.949889590325672,8.02091822148419,5.989019094886899,6.7228155276769295,6.38453415758956,5.3382695003204645,8.513714691037539,4.202133907883462,6.458699428884029,8.023698956678441,3.604880136385773,5.436019945359268,5.942297706375851,4.502290378357259,4.8868738352472825,4.975195519413513,4.941496808645825,3.9407128335505166,8.857008037159188,5.926890856017094,8.522512858312947,3.2077821293446456,3.912281073569997,6.8056063760841,6.562096593445778,6.291966940640861,8.824936651412365,4.545686300077051,5.513997627651597,5.035339537428864,6.088792002465121,6.325669592971442,9.313867535832134,6.340934019044549,4.152000957125581,5.300919199932995,10.363228973944409,5.846204752762457,5.670008630623512,5.041457773065903,9.773603296448037,8.482124307414649,5.58275423705555,9.85806916418704,3.4856261359051213,7.911511413583885,11.429317351679051,6.454689576706651,4.064890256704915,3.0878193444149313,8.6844369144866,4.221478174048019,2.972887483624033,9.042109026934071,4.679336501290605,5.109525098802345,6.2501176776766565,4.226896185593984,4.646119006657907,5.278460644724068,7.3342414976436405,2.994600265624703,4.794240372011073,4.114539427679134,10.397635665753329,5.623498886824914,8.674360873547984,3.549100648671177,9.44805819486565,10.106289274844919,5.709860609043016,4.99628424322136,8.948174997506591,3.9539320861260716,3.7829015433014455,4.138223333761928,8.232083906115356,7.933200505461949,11.152498380406502,9.146287143337991,6.664969728921808,7.67609993409785,10.026731745421854,7.527499591013484,5.4419172533632505,4.6211821068094165,9.635661725300539,9.78065810363238,5.281525507832922,5.341120173603185,5.515395532683443,6.227820343336907,5.814449799186729,6.3690111102266584,8.063975731352054,8.008071246546898
ARG,6.593850236770501,6.623734785735224,5.833709676568217,0.0,6.121881389783948,4.913623921584989,5.6173050561134525,5.098656862724564,6.089966111694308,9.162674295565337,9.18267996253538,7.315592545175818,5.729102776196487,6.493215526663694,6.456959199158042,6.272327232744371,5.070129762887453,6.883426407685576,5.199071821014832,3.967466116099046,5.998972425511879,6.943243517151816,7.054375433581712,10.38574983612376,5.191897092303195,6.364187579608333,4.722892778545868,6.003322936157639,7.663456508065415,7.313849997566251,8.094671908945848,6.739133666619116,3.8658821289185106,8.361690359319569,6.7410147951199315,4.95456932809561,7.135239624293197,5.902152881161032,5.24773101772182,8.950602215886628,5.929165448736308,5.371876314177761,4.349846189842095,4.697895380699215,4.962780426498965,5.250899613559003,5.953056636591278,8.60069324801796,5.246265544121042,6.713626757875637,5.2649950922924,5.71700624006025,5.116867111554501,6.078229976610839,6.866411722358181,8.61582474497173,7.936184551214746,10.824205306867567,7.452067508131768,6.250070542832604,6.125500242278032,6.310413236375173,6.15379090624892,6.590621810003097,6.15694200449592,5.979427156584272,6.912748902908958,7.473610717346899,2.5234147924303025,4.804298552415965,6.321682395644156,5.727518266592487,5.180345879707058,5.9174349714473795,4.892367686818257,7.151679024641814,5.994416246054198,9.737776009223783,5.917374786686123,6.300629378519576,5.739717752923641,6.745204459405309,5.889318968809412,7.6985588636615825,6.405627996428784,8.108938364989017,6.171002172622454,5.650626058839221,7.030991573857703,7.9196163286578845,7.504279576785014,4.501776562374216,5.872182105963832,9.44921120887388,7.905347826375768,6.1851095940094964,6.412120593565422,8.908033762148209,7.571935675947676,6.654352965076946,8.051713005305183,6.158083803906781,6.719612222500183,10.475315504592132,5.630003096237097,6.027289961892424,4.666755501179652,7.262397130482143,4.972726188465736,5.093976324951197,7.282841499812728,5.896549437153944,4.953708291334002,6.244623736198727,6.427276749221471,5.604210241348821,5.4430676430775025,6.2967694921724,6.6172937551896265,5.666952611123983,4.077895588250047,9.422489459985508,6.13205261930364,8.490337336044282,7.297409496350403,8.740957277153951,8.093161160848377,5.636160157807892,6.01845085251177,7.484613857510704,6.441991087217392,6.507399430632417,5.128076995100415,7.258785727942898,5.258778181267379,10.242911017485572,8.349982440518598,8.30207676695595,7.330210321638348,9.351989055435427,7.047213899568732,4.566160267743165,3.2185997364552685,8.541654294475086,8.584955071009574,4.69649165800084,3.6882258428476065,5.423443535327454,4.92037026706226,7.56989350500066,5.055703448698215,7.230779464048078,7.215776982497917
ARM,7.963190604066548,1.7648499416994166,6.0006629599336785,6.121881389783948,0.0,5.3320226836743645,4.426913243248197,4.556135299273618,5.1939645592429,7.75463919143453,7.639530728557393,5.635859377497204,3.286837219338597,6.007458698899089,4.676322943844882,2.394894858249298,3.579999247284186,4.887161171707757,4.464785458446996,4.790912251994096,6.192693759168775,4.39935676590221,5.004058635566582,8.244389344381378,5.227906111224389,4.9264479137114865,3.8547102380551745,5.347379533842384,6.804256215603112,6.697117653306203,8.367436819400883,7.43626605051818,4.21531257389103,6.809129514825941,3.869796399967603,3.41961897861935,4.554044650771978,4.688983740587075,5.337887882722328,6.545814676129533,4.973991441532398,3.287269099994134,4.772255183814893,4.490128779655394,4.861903067521046,4.205784620201341,4.247274143711543,8.232894069829605,4.349443133033683,3.5910806882787165,4.905144100658561,5.615322628392689,5.313891618448432,1.59357700451679,5.793131399759923,7.299956358067209,6.387671692034832,8.397011982865576,8.992761412950259,4.0482704153255336,5.047885037466357,4.322105012885945,3.233146122788251,5.617711282314381,3.6460789094116404,4.751328780721467,5.504064174933667,4.70768765611586,6.054988778416757,5.736395044193962,5.980446228614465,5.605600027265631,4.402685546193165,6.149932740074681,4.664921150486991,6.092736300908746,4.305735939486597,7.879086005324831,4.884716898892799,7.861891542327299,4.812678665506474,5.366895707142229,4.558832032345945,7.444937363299967,3.189471375924779,7.350675273083726,3.1065860713128504,3.6774435994551444,3.9208915101814235,7.456144372635679,5.306666378117118,4.458270179653538,1.6678944843598995,8.613453413649651,6.62117000923081,2.957318005775902,4.215529754794404,7.985710169130596,6.331964940436666,3.3670257832130215,7.42225981390061,4.233539907989015,6.294343518957879,9.52611580489385,5.263579186917587,5.518625001118191,5.191907267137414,4.52905697572142,4.53852399808429,6.059350462653017,6.42879612417516,3.9897524428152686,4.332492618346184,4.642338027583526,3.9243079374009766,3.6331767494489515,3.506522910901065,5.167346557746145,7.811412376301468,3.2146264869341143,4.580767132452853,7.587147498116723,5.725017577869114,6.739553630396534,6.018190429413361,8.464553551969555,7.94905230719421,3.6385453820745512,2.200499213649085,6.249713452169451,3.6650208628152825,3.9387538121227808,5.06688990490823,5.657230959330249,5.354712151536697,9.45443658697099,6.604327542484164,7.315479080126565,4.8309773765082955,8.144785133148728,5.278776935576696,3.108759103200729,4.156690922362794,7.941263135491844,7.911569527350166,3.3428720807735495,3.982373806903056,6.23633932307072,4.600781493949843,5.161977284678818,5.092967048512908,6.873470996344396,5.666392876729593
AUS,8.737931431357996,5.8116953815998995,4.126293462888748,4.913623921584989,5.3320226836743645,0.0,2.5896405086637153,5.693748412207702,3.199332079318891,9.08526195232787,9.293252887951276,7.602857055057983,4.3149548123357375,4.372756379637712,4.413565958423704,4.892909760149601,4.4602167856700135,5.751661379145343,4.803663391895482,3.835590802765947,5.430066429685112,6.035551680940586,5.7488027948433,10.401860163180318,1.1409554439440779,3.3557585300858577,2.301516569518566,4.626785674169746,7.841005657396492,7.6725970131302486,9.619947695273522,8.758508289890889,3.7033252830366097,8.585505104987883,5.70933906010115,3.374939349381759,4.302788746128039,3.3494870774393752,2.247414117490069,8.180789478750945,2.7138236226537997,4.5262840191968445,4.798780984031988,3.819694401392474,6.228781180097867,2.586860455036397,3.527059728588515,9.637285330020605,2.383685981718922,5.744029068215502,2.473356361370258,6.619265030383589,2.196335302244955,4.8682501671432945,7.683311867111188,9.326412628637955,8.435940045234696,9.712454231903434,8.608597910510722,3.607889286651271,5.543378517326206,5.81076455522156,4.247172432469024,7.7810988711696485,4.2523868402483975,5.981132013220679,7.006125129855597,4.688631207298814,5.401628582433835,6.049594643908356,3.417796993178816,2.1418288280497455,2.7169492405117612,2.5717218330440055,4.046393137990684,7.52956159666962,5.507581100987801,9.268807145736389,2.6794287210702876,5.1958677025981395,5.403886188730221,5.4374912092235475,5.771349854556866,8.649521077947174,4.465430633233531,5.617486804081275,4.353892896333855,4.884192218319344,6.09971708551025,8.823270636723871,5.694456572281528,3.9673445131187393,4.967611764052672,9.79085499665952,5.4799297881742035,4.471550396115897,5.675518872773201,9.444020157919894,7.981548898161884,5.010177532242271,8.666232166643642,3.8684766602929628,7.034233976585728,10.674732928583463,6.070024791575905,3.1096579866518685,2.4727390047730404,7.5222548588394895,1.7284092763760948,4.26465815858866,7.6678672680338344,4.050645503720879,4.068981402361508,5.658283180804355,3.647601392441098,3.2496049018202204,4.88939099349177,5.490700533935117,5.434866024299808,4.351173368268862,3.246189074105533,9.184209145748346,5.610045062089657,7.678107119505911,5.121732457693799,8.957485720640033,9.695719245133633,4.813469020708583,4.2341759752800785,7.571302496013359,4.193461626398313,4.001524336963429,2.3765254450838595,7.670745615912357,6.934266729716725,10.973076448915066,8.286764004930504,6.713873917045094,7.19920465719989,8.324187177829073,7.035509461607953,4.559730593823449,3.8643045850718134,9.034442608654912,9.10921577527172,4.757234328508725,3.6151795831805758,2.7840993615763834,6.146495674272636,6.6714210842267905,4.787262367059994,7.8372427637248405,7.392279004453144
AUT,8.945610633300571,4.807746254096833,3.3247506274195806,5.6173050561134525,4.426913243248197,2.5896405086637153,0.0,4.974640981503438,1.781519296039007,9.063222621963174,9.096979476419813,7.507268754868432,2.813307185361322,3.3979091511998636,3.967009634923318,3.6479442174542207,3.2243384260068,5.0572263102780415,4.841574241559636,4.666986391144009,4.81111910997953,5.178194895745873,5.270944359989613,10.283714366190207,2.0408997376340325,2.250832358632834,2.7166821772892566,5.076666169354295,7.982317081434096,7.867018490239866,9.555441290135619,8.464155066609896,4.293117279540992,8.502626347817719,4.846833434519719,3.039621289822089,3.1699053086974978,1.615394028617638,1.8386825491247318,7.245544722080079,1.5395767708294539,4.399034415370095,5.1844770497273895,3.9922054806319904,6.296660131512953,2.554712975685117,1.912797440147691,9.750195426232017,1.265727371263589,4.755012721806423,2.470279393344767,6.579979889817052,2.2442715714265415,3.776982679187381,7.4886823364565664,8.953505586038185,8.318690235113674,9.584215207473225,8.485494688845677,3.2184702391677993,5.539157822790286,5.304561772871058,2.6299138171348706,7.744161348335021,2.4990185705802395,6.018148360035525,7.038282884354619,3.0384201062625005,5.775688612066124,6.06693461852052,3.4978138591391046,2.9352923471008667,2.4073415069085797,3.3868537087015884,4.205195442266103,7.604251985565058,4.8880357970284125,8.765414463510284,2.2564780573416034,5.434346622470607,4.930232027098191,5.476544784521953,5.276832960127384,7.987566784323965,2.623489859483053,4.669150572016241,2.7275950584558415,4.569278260800769,4.8529163290520705,8.655849439434416,4.956891913276628,3.7555436994906137,3.6307488341403245,9.788307218278971,4.775833067637578,3.23833308906158,5.164257776208581,9.091319998845028,7.850114145367302,3.472065437646948,8.6155310197989,3.2907913201991956,6.859374705843115,10.70685645166458,5.621993214761248,2.242435598692842,2.027862394954081,7.354669557386506,2.451335878065839,3.9880862394290166,7.95449721702605,3.4320641598856163,4.336611766286223,5.3705298449540235,2.373025061662623,1.8922163522368451,4.505840002098699,5.636292834027479,5.214627197912066,3.1226015577975783,3.3825962571634207,9.176820905078483,5.18372967513673,7.669420039130423,3.5974962206629626,8.724428347878417,9.758624318441703,4.094900441814658,2.9416736918965656,7.3617261683018365,1.9965291064422934,1.8153612714277643,1.7995811853697237,6.976978105609616,7.130286234678351,10.925095024967495,8.087817936370413,6.394281893611665,6.882410957296928,8.085211573941818,6.074687198959754,4.04160550807507,4.155336718241783,9.220929668187027,9.268921457983655,4.00063778775512,3.6975575511647825,4.14079682774149,6.022965531585286,5.721638099491984,5.100220548005385,7.61153895830391,7.156818265860774
AZE,6.199571773181419,4.881651491661831,4.274097014927884,5.098656862724564,4.556135299273618,5.693748412207702,4.974640981503438,0.0,6.145920322605025,7.704189189047578,7.482719924815054,5.642011145788058,4.9706409362423,5.2020371593279515,6.637032849409759,5.099358567399017,3.592891934496251,6.25558691500651,4.034001462737798,5.638303355183078,4.311918793506589,4.165408533634754,5.870199622115664,8.594019747478235,5.514060262065592,5.609860835848855,4.278949242611373,5.149923774220021,6.569777912085968,6.163213565185853,7.018614879293467,5.583052152993452,4.252703997031642,7.64967904906422,6.212529165569722,5.071329527659413,6.770567955260306,4.623984138089411,5.383607356181328,8.260595043332447,5.908799602226562,4.2445713831499825,3.8884714624741346,4.108589382397009,3.9117928570630096,5.890398832211785,5.1394027196269425,7.17942490088195,5.198171281942689,5.363215610511792,6.25601663672246,4.223013173024404,5.960856150570765,4.73158732738094,4.762976284966535,6.431237126650607,6.691992342059496,9.07731525495845,6.604695586498266,6.707962675170245,5.253099287629578,4.619786420375646,5.516493950050134,5.749184107103937,4.781123831428717,3.8781543257408546,5.634079277813128,5.0969269345461985,4.133690554595246,3.771407610554731,6.32605975713546,6.334904093764044,5.7716007877351245,6.526998999161181,3.457501588627807,6.494631151986323,3.8936202562988522,6.54661349336133,4.941329816701259,5.510983363178139,7.062058261107215,5.962076154279892,4.211020272910174,6.777720870797195,5.128246762364148,8.180827361046328,5.466375692703484,4.422436002114445,5.143250968264487,6.719023765240911,6.364123950132934,3.600002055306977,4.50031732969712,7.676780251500484,7.599040972032385,5.763416515188682,3.5956534941132317,7.21917998461604,6.065656770337555,5.407958999544768,7.401951738046376,3.703335141930679,6.096673128956119,8.85027658238254,4.760108894046991,6.215475942416585,4.740504158929238,6.520844667820233,5.293951258120526,3.7073299384785754,6.594702589001426,4.538654948327021,3.8905523493854868,4.52274886824796,4.929038751001326,5.320889397252566,3.064048007697569,6.348097473335266,5.365579057133546,4.357790338996406,4.097502588633518,7.990756298840657,5.756950898027592,6.740924285901018,6.44093097016895,7.597639607721202,7.220967989053387,4.572358867158212,4.592471624285283,8.081631578589343,4.732120846214083,4.871361578823148,5.626844771688995,5.836817223007794,5.431469929953229,8.20011962627615,6.757805390275026,6.2247820863988395,4.641186283878397,8.909841437794343,6.0082088821554205,4.1851499129156835,3.783950173286753,6.876981159841852,7.035231474493599,4.37479460868556,5.1577838751765315,6.793726132876063,3.433444396345829,4.028246270502835,5.510245298234223,5.786838266231179,5.505796819229358
BEL,9.488664132508832,5.769260709521328,4.012858418513035,6.089966111694308,5.1939645592429,3.199332079318891,1.781519296039007,6.145920322605025,0.0,9.573089029440247,9.74047845509457,8.5802400419034,3.2291210481657684,3.791918687577744,3.938168886953237,4.4060248414841965,4.021417251664108,5.336623488981564,5.6978497307552285,5.091501671882782,5.650632188697291,6.256175340762501,5.61726573469637,10.871052756899255,2.542681040669205,2.6495989107266404,3.5838296419350724,6.0898732855533835,8.56537585550094,8.526657682250415,10.117986782573135,9.021732514099362,5.100695113911109,9.049000188121207,4.954562930177272,3.5147056471971183,3.0306251414459764,2.523441657846408,2.4246485756429514,6.789262085536031,1.3329461145385586,5.222610608620417,5.905419698481234,4.915240261311616,7.2767811843554036,2.8609350262544986,2.4342686338990047,10.64542805256704,2.2507689733259224,5.216333234207092,2.439048671086282,7.170973238110264,2.4001316193950957,4.428553299082407,8.306534409250522,9.641999232420334,8.847997892584665,10.075815032045467,8.854800996342675,3.1163075659859887,6.287708057846689,5.917848549199015,3.2865722693663884,8.403999449516684,3.110422599586754,7.1211782813200895,7.914218741813396,3.8049816295939825,6.36916732371062,6.799948006639689,3.6581108316009567,3.0062887052159364,3.007074210993749,3.9907092104908872,5.23229601693097,8.330931356266365,5.732859179518834,9.656505132360522,3.376609636888996,5.851168905701731,4.7447117083296435,5.96831306569092,6.524807927764643,8.217824780364825,3.2584310988074723,3.606098335708426,3.1295156185677584,5.216653329323227,5.773156639733442,9.263888602567059,5.309802770336886,4.479825735548785,4.263581187984393,10.49167536780081,4.199540706414158,3.556327584575438,5.991679094434525,9.556659056449663,8.373430436361598,4.047020946561002,9.22653896864405,4.196490191802752,7.215073431499643,11.426160092290853,6.1832333357724005,1.2338966248458436,3.0504542688883003,7.919655730607393,3.1023894208371803,4.8419954866337145,8.713954329357188,4.191935857762532,5.232277588377816,6.179947949254693,3.447719687429297,2.6829563952342115,5.488294743318346,5.705167950183523,5.9396574785384955,4.198392538891646,4.343643397180798,9.805728970526102,5.907972544103757,8.269631258667372,3.229513019287986,9.240725818658275,10.440955289850294,4.749048520133729,3.7953403210592613,7.298481722713875,2.7515442774379353,2.8490102964992565,1.873953872924613,7.5809394513853965,7.620664260480214,11.72675947312004,8.709902004722524,7.027640332166841,7.965294478025908,8.281720872880058,6.766176515447293,4.436495540034036,4.764613506511031,10.115760996060096,10.100596158170983,4.576317870760659,4.058629172413877,4.564502863126343,6.992927726943264,6.714327506206372,5.393175249135831,8.212756631626535,7.930873104373483
BEN,6.311899490157257,8.037510813406051,9.868411210047977,9.162674295565337,7.75463919143453,9.08526195232787,9.063222621963174,7.704189189047578,9.573089029440247,0.0,2.9124804115406153,5.447776516249402,8.344639478563908,9.77227673320438,8.86066629118951,8.58837944249636,8.559381445060584,6.375927467177713,5.168567770294474,7.691830970572681,10.000215450296553,6.230594711404528,7.016426097431643,3.4074926761938746,9.276703093366553,9.254745529271151,7.861240774324478,7.860337946163121,2.045076872330373,2.70177764670604,5.165973994074358,7.35341791740517,6.787028959450475,3.29802955375192,6.699220202930894,7.380096124825806,9.08241394330817,8.93554705447252,9.426383516234118,7.279205437842616,9.361511875471715,6.379266854306226,6.4631926729708775,6.163138654627457,6.611074030666163,9.15508633574842,9.235016130695662,3.9596323844070938,9.344858877199778,5.987676570893264,9.054633738645474,6.950293950846511,9.155686000114883,7.521399141937312,3.911353097632449,3.6069542770480547,2.8795754750470928,4.237693110252541,8.27854994317472,9.125441257631572,4.281545797212617,4.520351737310944,8.882839597852932,4.445587146930742,8.549443748565597,5.822409849983898,5.517317542437747,9.184975485159512,8.925491941728964,7.315944091728347,9.319105890411223,8.600215360559762,9.184024052044041,9.870865717020454,7.555441696297764,3.527624219658573,5.830341041133648,5.686316141777651,9.50804405035561,9.716739448522597,9.5177475471446,8.012822602957765,6.496708505694982,7.108311380671073,9.030171310344384,10.841672366915816,8.87900698100976,5.690140212035931,7.466278848887162,2.995064279162317,7.095683320466484,6.877459476052739,8.471459541493724,2.3672121436349656,9.293381350075322,8.650707451174142,6.7615140407719405,3.758858116601526,3.6169825610447823,7.60292504759342,3.8622930980775756,7.426302018003019,5.833942435241839,2.856751361908091,5.9816349224576975,9.361628041352809,9.596477624332305,5.195174200249719,8.359117159191692,8.82031842235278,3.7296607435834415,6.589199924500059,5.923551364300276,4.962699339106827,8.684063552181621,8.480619628977642,5.764807386379612,7.116269945943338,10.521133020031561,8.09704614601213,8.69551571462728,3.996312942462732,10.579776226442764,2.5941178468803443,10.489896869234347,4.89260073326619,3.5412155794164133,5.9382265520826145,8.36478359266441,6.018719670146704,8.848304360075089,9.027177386641537,9.224123308790125,6.560030764047591,5.361467613086706,3.408655626804986,2.0392560106702105,7.706292076885913,5.365091241606916,6.661028366382524,6.902874002629087,6.952738743470294,7.795722451905113,3.1434418726341615,3.260276295986451,8.33599363113693,8.101648960403198,9.49823266603581,6.7702894503454605,6.480876210297984,7.314030541482441,4.2187266323491315,4.003575001353423
